Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5202385396,CS183022,0,149.4,1B Spencer Torkelson 2B Bryson Stott 3B Kazuma Okamoto C Eduardo Valencia OF Corbin Carroll OF Carson Benge OF Esteury Ruiz P Tarik Skubal P Trey Yesavage SS Otto Lopez,,Tarik Skubal,P,64.27%,18
2,5202399971,Jerzee274,0,138.4,1B Spencer Torkelson 2B Xavier Edwards 3B Kazuma Okamoto C Francisco Alvarez OF Carson Benge OF A.J. Ewing OF Tyrone Taylor P Tarik Skubal P Eduardo Rodriguez SS Francisco Lindor,,Jesus Luzardo,P,54.58%,6.25
3,5202370930,cw1tt (13/15),0,136.4,1B Kyle Stowers 2B Xavier Edwards 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Heriberto Hernandez OF Esteury Ruiz P Tarik Skubal P Trey Yesavage SS Otto Lopez,,Bryce Harper,1B,28.20%,12
4,5202395870,betbetbet13,0,135.25,1B Spencer Torkelson 2B Hao-Yu Lee 3B Kazuma Okamoto C Gabriel Moreno OF Corbin Carroll OF A.J. Ewing OF Tyrone Taylor P Tarik Skubal P Jesus Luzardo SS Javier Baez,,Bryson Stott,2B,25.57%,15
5,5202394506,Pangrazzi7,0,134.4,1B Bryce Harper 2B Bryson Stott 3B Kazuma Okamoto C Gabriel Moreno OF Heriberto Hernandez OF Max Kepler OF Nathan Lukes P Tarik Skubal P Eduardo Rodriguez SS Geraldo Perdomo,,Kazuma Okamoto,3B,23.22%,19
6,5202381780,samsli (2/20),0,133.4,1B Spencer Torkelson 2B Xavier Edwards 3B Brady House C Eduardo Valencia OF James Wood OF Heriberto Hernandez OF Matt Vierling P Tarik Skubal P Trey Yesavage SS Otto Lopez,,Jared Jones,P,23.15%,13.9
6,5202381819,samsli (5/20),0,133.4,1B Spencer Torkelson 2B Xavier Edwards 3B Brady House C Eduardo Valencia OF James Wood OF Heriberto Hernandez OF Matt Vierling P Tarik Skubal P Trey Yesavage SS Otto Lopez,,James Wood,OF,20.66%,12
6,5202381830,samsli (8/20),0,133.4,1B Spencer Torkelson 2B Xavier Edwards 3B Brady House C Eduardo Valencia OF James Wood OF Heriberto Hernandez OF Matt Vierling P Tarik Skubal P Trey Yesavage SS Otto Lopez,,George Springer,OF,20.66%,9
6,5202381838,samsli (11/20),0,133.4,1B Spencer Torkelson 2B Xavier Edwards 3B Brady House C Eduardo Valencia OF James Wood OF Heriberto Hernandez OF Matt Vierling P Tarik Skubal P Trey Yesavage SS Otto Lopez,,Esmerlyn Valdez,OF,18.91%,2
6,5202381845,samsli (14/20),0,133.4,1B Spencer Torkelson 2B Xavier Edwards 3B Brady House C Eduardo Valencia OF James Wood OF Heriberto Hernandez OF Matt Vierling P Tarik Skubal P Trey Yesavage SS Otto Lopez,,Eduardo Valencia,C,18.51%,4
6,5202385176,samsli (16/20),0,133.4,1B Spencer Torkelson 2B Xavier Edwards 3B Brady House C Eduardo Valencia OF James Wood OF Heriberto Hernandez OF Matt Vierling P Tarik Skubal P Trey Yesavage SS Otto Lopez,,Daulton Varsho,OF,18.17%,10
6,5202385182,samsli (19/20),0,133.4,1B Spencer Torkelson 2B Xavier Edwards 3B Brady House C Eduardo Valencia OF James Wood OF Heriberto Hernandez OF Matt Vierling P Tarik Skubal P Trey Yesavage SS Otto Lopez,,Nathan Lukes,OF,18.03%,4
13,5202342574,Elwaysarmy (13/20),0,132.4,1B Bryce Harper 2B Bryson Stott 3B Alec Bohm C Brian Navarreto OF Corbin Carroll OF Heriberto Hernandez OF Esteury Ruiz P Tarik Skubal P Trey Yesavage SS Otto Lopez,,Francisco Lindor,SS,17.63%,4
13,5202396186,757teaggs (10/20),0,132.4,1B Bryce Harper 2B Bryson Stott 3B Kazuma Okamoto C J.T. Realmuto OF A.J. Ewing OF Brandon Marsh OF Nathan Lukes P Tarik Skubal P Trey Yesavage SS Trea Turner,,Alejandro Kirk,C,17.03%,6
15,5202376374,Apples00,0,130.7,1B Spencer Torkelson 2B Bryson Stott 3B Kazuma Okamoto C Francisco Alvarez OF Corbin Carroll OF George Springer OF Esteury Ruiz P Tarik Skubal P Trevor Rogers SS Geraldo Perdomo,,Brandon Marsh,OF,16.96%,3
16,5202403776,GHROSS (2/8),0,130.55,1B Bryce Harper 2B Bryson Stott 3B Kazuma Okamoto C J.T. Realmuto OF Corbin Carroll OF George Springer OF Daulton Varsho P Eduardo Rodriguez P AJ Smith-Shawver SS Trea Turner,,Corbin Carroll,OF,16.49%,12
17,5202384796,Dom0617,0,129.4,1B Jared Young 2B Bryson Stott 3B Alec Bohm C Gabriel Moreno OF Corbin Carroll OF Brandon Marsh OF Justin Crawford P Tarik Skubal P Eduardo Rodriguez SS Trea Turner,,Trea Turner,SS,16.02%,17
18,5202406013,UGENLEWIN,0,128.7,1B Jared Young 2B Xavier Edwards 3B Kazuma Okamoto C Gabriel Moreno OF George Springer OF Carson Benge OF A.J. Ewing P Tarik Skubal P Trevor Rogers SS Geraldo Perdomo,,CJ Abrams,SS,15.75%,4
19,5202415387,cmg311 (5/5),0,128.6,1B Spencer Torkelson 2B Bryson Stott 3B Kazuma Okamoto C Alejandro Kirk OF James Wood OF George Springer OF Heriberto Hernandez P Trevor Rogers P Jared Jones SS CJ Abrams,,Trey Yesavage,P,15.75%,21.4
20,5202370926,cw1tt (9/15),0,128.4,1B Matt Olson 2B Davis Schneider 3B Kazuma Okamoto C Gabriel Moreno OF Daulton Varsho OF Nathan Lukes OF Yohendrick Pinango P Tarik Skubal P Eduardo Rodriguez SS CJ Abrams,,J.T. Realmuto,C,14.94%,4
20,5202398629,mikey.bills (9/20),0,128.4,1B Bryce Harper 2B Davis Schneider 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Heriberto Hernandez OF Yohendrick Pinango P Tarik Skubal P Trey Yesavage SS Otto Lopez,,Alec Bohm,3B,14.67%,5
22,5202416150,harshreality18 (3/7),0,128.1,1B Bryce Harper 2B Bryson Stott 3B Kazuma Okamoto C Alejandro Kirk OF Corbin Carroll OF George Springer OF Brandon Marsh P Eduardo Rodriguez P Trevor Rogers SS Trea Turner,,Trevor Rogers,P,14.60%,12.7
22,5202417182,harshreality18 (6/7),0,128.1,1B Bryce Harper 2B Bryson Stott 3B Kazuma Okamoto C Alejandro Kirk OF Corbin Carroll OF George Springer OF Brandon Marsh P Eduardo Rodriguez P Trevor Rogers SS Trea Turner,,Luis Garcia Jr.,1B,14.33%,5
24,5202369448,ivymoose (4/13),0,127.7,1B Spencer Torkelson 2B Xavier Edwards 3B Javier Sanoja C Eduardo Valencia OF Riley Greene OF Heriberto Hernandez OF Esteury Ruiz P Tarik Skubal P Sean Manaea SS Otto Lopez,,Yohendrick Pinango,OF,14.33%,6
25,5202381966,Craigmack13,0,127.4,1B Bryce Harper 2B Bryson Stott 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Nathan Lukes OF Yohendrick Pinango P Tarik Skubal P Trey Yesavage SS Trea Turner,,Brady House,3B,14.33%,0
26,5202401567,mlief (14/15),0,127.25,1B Spencer Torkelson 2B Bryson Stott 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Daulton Varsho OF Yohendrick Pinango P Tarik Skubal P Jesus Luzardo SS Trea Turner,,Hao-Yu Lee,2B,13.12%,2
27,5202403019,donner4420 (1/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,Ronald Acuna Jr.,OF,12.85%,2
27,5202403022,donner4420 (2/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,Geraldo Perdomo,SS,12.25%,0
27,5202403023,donner4420 (3/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,Jared Young,1B,11.91%,7
27,5202403037,donner4420 (4/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,Bryan Reynolds,OF,11.84%,5
27,5202403043,donner4420 (5/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,A.J. Ewing,OF,11.64%,19
27,5202403045,donner4420 (6/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,Bryan De La Cruz,OF,11.10%,2
27,5202403049,donner4420 (7/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,Matt Olson,1B,11.10%,16
27,5202403054,donner4420 (8/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,Spencer Torkelson,1B,11.04%,21
27,5202403056,donner4420 (9/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,Ozzie Albies,2B,10.09%,0
27,5202403060,donner4420 (10/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,Gabriel Moreno,C,9.69%,20
27,5202403064,donner4420 (11/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,Andres Gimenez,SS,9.02%,2
27,5202405336,donner4420 (12/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,Drake Baldwin,C,9.02%,10
27,5202405338,donner4420 (13/20),0,126.4,1B Bryce Harper 2B Hao-Yu Lee 3B Jared Triolo C Gabriel Moreno OF Corbin Carroll OF Jacob Young OF Tyrone Taylor P Tarik Skubal P Trey Yesavage SS Trea Turner,,Nick Gonzales,3B,8.95%,3
