Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5202443680,macyfan,0,72.78,CPT Matthew Boyd UTIL Dustin May UTIL Pete Crow-Armstrong UTIL Jose Fermin UTIL Blaze Jordan UTIL Pedro Pages,,Matthew Boyd,UTIL,60.87%,21.55
2,5201822280,aramisj22,0,69.73,CPT Dustin May UTIL Matthew Boyd UTIL Pete Crow-Armstrong UTIL Jose Fermin UTIL Blaze Jordan UTIL Pedro Pages,,Dustin May,UTIL,47.83%,15.45
3,5202533699,bkukor,0,65,CPT Michael Conforto UTIL Matthew Boyd UTIL Dustin May UTIL Ian Happ UTIL Ivan Herrera UTIL Pedro Pages,,Pete Crow-Armstrong,UTIL,43.48%,16
4,5202808244,GuitarBet1,0,63.43,CPT Matthew Boyd UTIL Dustin May UTIL Ian Happ UTIL Pedro Ramirez UTIL Michael Conforto UTIL George Soriano,,Pedro Ramirez,UTIL,39.13%,4
5,5202647526,Diesel,0,62.78,CPT Matthew Boyd UTIL Dustin May UTIL Ian Happ UTIL Pedro Ramirez UTIL Michael Conforto UTIL Blaze Jordan,,Jordan Walker,UTIL,34.78%,7
6,5202792178,L053R666,0,62.73,CPT Dustin May UTIL Matthew Boyd UTIL Jordan Walker UTIL Pedro Ramirez UTIL Blaze Jordan UTIL Pedro Pages,,Alex Bregman,UTIL,34.78%,5
7,5202805124,Mytoyoweta1966,0,62.55,CPT Pete Crow-Armstrong UTIL Matthew Boyd UTIL Seiya Suzuki UTIL Alex Bregman UTIL Miguel Amaya UTIL Blaze Jordan,,Ian Happ,UTIL,34.78%,0
8,5202266922,jazzyj0619,0,59.73,CPT Dustin May UTIL Matthew Boyd UTIL Jordan Walker UTIL Jose Fermin UTIL Nathan Church UTIL Pedro Pages,,Michael Conforto,UTIL,34.78%,6
9,5202745100,bleeski,0,59.55,CPT Pete Crow-Armstrong UTIL Matthew Boyd UTIL Alex Bregman UTIL Ian Happ UTIL Pedro Ramirez UTIL Blaze Jordan,,Michael Busch,UTIL,30.43%,0
10,5202828024,Celticsnc,0,57.78,CPT Matthew Boyd UTIL Dustin May UTIL Michael Busch UTIL Michael Conforto UTIL Miguel Amaya UTIL Nathan Church,,Masyn Winn,UTIL,26.09%,0
11,5202844793,sacacomiefoot,0,56.18,CPT Dustin May UTIL Seiya Suzuki UTIL Alex Bregman UTIL Ivan Herrera UTIL Masyn Winn UTIL Nathan Church,,Blaze Jordan,UTIL,26.09%,5
12,5202539360,mythicalrhymer01,0,55.78,CPT Matthew Boyd UTIL Dustin May UTIL Ian Happ UTIL Pedro Ramirez UTIL Miguel Amaya UTIL Nathan Church,,Ivan Herrera,UTIL,21.74%,17
13,5202786669,jointpuffs,0,48.55,CPT Pedro Ramirez UTIL Matthew Boyd UTIL Pete Crow-Armstrong UTIL Alex Bregman UTIL Ian Happ UTIL Masyn Winn,,Jose Fermin,UTIL,21.74%,2
14,5202170145,whoisjohngalt420,0,48,CPT Michael Busch UTIL Pete Crow-Armstrong UTIL Jordan Walker UTIL Ivan Herrera UTIL Dansby Swanson UTIL Michael Conforto,,Nathan Church,UTIL,21.74%,4
15,5202041968,Stolle76,0,45,CPT Pete Crow-Armstrong UTIL Jordan Walker UTIL JJ Wetherholt UTIL Masyn Winn UTIL Pedro Ramirez UTIL Michael Conforto,,Pedro Pages,UTIL,21.74%,2
15,5202064843,corruption79,0,45,CPT Michael Busch UTIL Matthew Boyd UTIL Dustin May UTIL Michael Conforto UTIL Jose Fermin UTIL Nelson Velazquez,,JJ Wetherholt,UTIL,17.39%,4
17,5202417590,jim7680,0,41.5,CPT Alex Bregman UTIL Jordan Walker UTIL JJ Wetherholt UTIL Michael Busch UTIL Ivan Herrera UTIL Michael Conforto,,Seiya Suzuki,UTIL,17.39%,7
18,5202453931,briguy13,0,40,CPT Pete Crow-Armstrong UTIL Jordan Walker UTIL Alec Burleson UTIL Dansby Swanson UTIL Pedro Ramirez UTIL Miguel Amaya,,Dansby Swanson,UTIL,17.39%,2
19,5202722366,Lucky870Buddy,0,37.5,CPT Jordan Walker UTIL Pete Crow-Armstrong UTIL Michael Busch UTIL Alex Bregman UTIL Jose Fermin UTIL Nathan Church,,Miguel Amaya,UTIL,17.39%,0
20,5202191159,jep4576,0,37,CPT Pete Crow-Armstrong UTIL JJ Wetherholt UTIL Seiya Suzuki UTIL Dansby Swanson UTIL Masyn Winn UTIL Carson Kelly,,Alec Burleson,UTIL,13.04%,3
21,5202854758,peterbelitz,0,34.5,CPT Alex Bregman UTIL Seiya Suzuki UTIL Alec Burleson UTIL Michael Busch UTIL Ivan Herrera UTIL Masyn Winn,,Nico Hoerner,UTIL,4.35%,0
22,5202608945,MIKEMETAL,0,29.05,CPT Alex Bregman UTIL Matthew Boyd UTIL Michael Busch UTIL Ian Happ UTIL Nico Hoerner UTIL Masyn Winn,,Carson Kelly,UTIL,4.35%,0
23,5202253243,jarradkern,0,23.5,CPT Jordan Walker UTIL JJ Wetherholt UTIL Alec Burleson UTIL Ian Happ UTIL Dansby Swanson UTIL Pedro Ramirez,,Nelson Velazquez,UTIL,4.35%,0
,,,,,,,George Soriano,UTIL,4.35%,5.65
