Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5202368691,jokerdpo,0,113.4,1B Bryce Harper 2B Ozzie Albies 3B Kazuma Okamoto C Alejandro Kirk OF A.J. Ewing OF Daulton Varsho OF Nathan Lukes P Tarik Skubal P Trey Yesavage SS Francisco Lindor,,Tarik Skubal,P,69.57%,18
2,5202377942,bleeski,0,110.9,1B Spencer Torkelson 2B Hao-Yu Lee 3B Kazuma Okamoto C Eduardo Valencia OF James Wood OF Bryan Reynolds OF Esmerlyn Valdez P Tarik Skubal P Jared Jones SS Javier Baez,,Jesus Luzardo,P,52.17%,6.25
3,5202369655,buckstar,0,107.25,1B Bryce Harper 2B Bryson Stott 3B Alec Bohm C Alejandro Kirk OF George Springer OF Daulton Varsho OF Davis Schneider P Tarik Skubal P Jesus Luzardo SS Trea Turner,,Bryce Harper,1B,39.13%,12
4,5202378732,cb777,0,105.9,1B Jared Young 2B Bryson Stott 3B Kazuma Okamoto C Alejandro Kirk OF Esmerlyn Valdez OF Esteury Ruiz OF Nathan Lukes P Tarik Skubal P Jared Jones SS CJ Abrams,,Kazuma Okamoto,3B,39.13%,19
5,5202386702,cunningdog3,0,99.6,1B Bryce Harper 2B Xavier Edwards 3B Kazuma Okamoto C Alejandro Kirk OF James Wood OF Esmerlyn Valdez OF Nathan Lukes P Trevor Rogers P Jared Jones SS Francisco Lindor,,Esmerlyn Valdez,OF,34.78%,2
6,5202330901,meyers2305,0,95.65,1B Bryce Harper 2B Bryson Stott 3B Edmundo Sosa C J.T. Realmuto OF Corbin Carroll OF Justin Crawford OF Jorge Barrosa P Jesus Luzardo P Eduardo Rodriguez SS Gunnar Henderson,,Nathan Lukes,OF,34.78%,4
7,5202378072,Wanna_Square_Up1567,0,93.7,1B Bryce Harper 2B Ernie Clement 3B Kazuma Okamoto C Harry Ford OF Nathan Lukes OF Yohendrick Pinango OF Davis Schneider P Tarik Skubal P Sean Manaea SS CJ Abrams,,Jared Jones,P,30.43%,13.9
8,5202355715,redyodagirl,0,93.25,1B Bryce Harper 2B Ernie Clement 3B Kazuma Okamoto C J.T. Realmuto OF George Springer OF Justin Crawford OF Yohendrick Pinango P Tarik Skubal P Jesus Luzardo SS Andres Gimenez,,James Wood,OF,30.43%,12
9,5202338285,sportsfan14,0,92.7,1B Luis Garcia Jr. 2B Davis Schneider 3B Kazuma Okamoto C Harry Ford OF James Wood OF George Springer OF Nathan Lukes P Tarik Skubal P Sean Manaea SS Andres Gimenez,,Bryson Stott,2B,26.09%,15
10,5202363094,clags22,0,90.25,1B Bryce Harper 2B Bryson Stott 3B Kazuma Okamoto C Alejandro Kirk OF Esmerlyn Valdez OF Nathan Lukes OF Yohendrick Pinango P Tarik Skubal P Jesus Luzardo SS Andres Gimenez,,Trevor Rogers,P,21.74%,12.7
11,5202337774,pgk8,0,89.9,1B Spencer Torkelson 2B Hao-Yu Lee 3B Jorge Polanco C Dillon Dingler OF James Wood OF Nathan Lukes OF Davis Schneider P Tarik Skubal P Jared Jones SS Ernie Clement,,CJ Abrams,SS,21.74%,4
12,5202355706,moldova,0,89.6,1B Pete Alonso 2B Nasim Nunez 3B Javier Sanoja C Liam Hicks OF James Wood OF Taylor Ward OF Heriberto Hernandez P Trevor Rogers P Jared Jones SS Otto Lopez,,Francisco Lindor,SS,21.74%,4
13,5202395817,Jackie2424,0,89.25,1B Matt Olson 2B Nick Gonzales 3B Brett Baty C Eduardo Valencia OF Carson Benge OF A.J. Ewing OF Tyrone Taylor P Tarik Skubal P Jesus Luzardo SS Francisco Lindor,,Alejandro Kirk,C,21.74%,6
14,5202332274,louka001,0,86.4,1B Ildemaro Vargas 2B Hao-Yu Lee 3B Christian Encarnacion-Strand C Eduardo Valencia OF James Wood OF Taylor Ward OF Max Kepler P Tarik Skubal P Eduardo Rodriguez SS Geraldo Perdomo,,Eduardo Valencia,C,21.74%,4
15,5202374053,sopolis,0,80.6,1B Matt Olson 2B Ozzie Albies 3B Kazuma Okamoto C Liam Hicks OF Michael Harris II OF Taylor Ward OF Tyler O'Neill P Trevor Rogers P Jared Jones SS Francisco Lindor,,Bryan Reynolds,OF,17.39%,5
16,5202364565,chex43,0,78.25,1B Spencer Torkelson 2B Gleyber Torres 3B Nick Gonzales C Eduardo Valencia OF Bryan Reynolds OF Esmerlyn Valdez OF Marcell Ozuna P Tarik Skubal P Jesus Luzardo SS Javier Baez,,Ozzie Albies,2B,17.39%,0
17,5202353700,MrPointman,0,74.15,1B Jared Young 2B Nasim Nunez 3B Nick Gonzales C Dillon Dingler OF Bryan Reynolds OF Esmerlyn Valdez OF Esteury Ruiz P Jesus Luzardo P Jared Jones SS Trea Turner,,Nick Gonzales,2B,17.39%,3
18,5202372395,Elwaysarmy,0,72.95,1B Bryce Harper 2B Bryson Stott 3B Edmundo Sosa C J.T. Realmuto OF James Wood OF Tyler O'Neill OF Bryan De La Cruz P Jesus Luzardo P Trevor Rogers SS CJ Abrams,,Yohendrick Pinango,OF,17.39%,6
19,5202370330,tmoney88,0,67.25,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Marcell Ozuna OF Eli White OF Jhostynxon Garcia P Tarik Skubal P Jesus Luzardo SS Jared Triolo,,Davis Schneider,2B,17.39%,9
20,5202367003,peterjpacheco,0,64.25,1B Ryan O'Hearn 2B Bryson Stott 3B Christian Encarnacion-Strand C Eduardo Valencia OF Esmerlyn Valdez OF Brandon Marsh OF Bryan De La Cruz P Tarik Skubal P Jesus Luzardo SS Otto Lopez,,Sean Manaea,P,13.04%,12.7
21,5202364566,traunt53,0,62.25,1B Bryce Harper 2B Jorge Polanco 3B Brady House C Harry Ford OF Daulton Varsho OF Nathan Lukes OF Yohendrick Pinango P Tarik Skubal P Jesus Luzardo SS CJ Abrams,,Matt Olson,1B,13.04%,16
