Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5197328894,STL12IN12,0,139.75,1B Rafael Devers 2B Luis Arraez 3B Casey Schmitt C Ivan Herrera OF Mike Trout OF Randy Arozarena OF Wyatt Langford P Dustin May P Jacob Lopez SS Zach Neto,,Logan Webb,P,46.41%,8.7
2,5198082650,Skralph (1/7),0,118.95,1B Rafael Devers 2B Luis Arraez 3B Casey Schmitt C Ryan Jeffers OF Heliot Ramos OF Austin Martin OF Luke Keaschall P Dustin May P MacKenzie Gore SS Zach Neto,,MacKenzie Gore,P,45.15%,9.85
3,5197621866,whoisjohngalt420 (4/7),0,115.95,1B Nolan Schanuel 2B Vaughn Grissom 3B Casey Schmitt C Shea Langeliers OF Jorge Soler OF Jo Adell OF Tyler Soderstrom P Dustin May P MacKenzie Gore SS Zach Neto,,Byron Buxton,OF,39.66%,2
4,5197883909,briguy13 (1/7),0,114.8,1B Jake Burger 2B Luis Arraez 3B Casey Schmitt C Cal Raleigh OF Brandon Nimmo OF Evan Carter OF Wyatt Langford P Logan Webb P Dustin May SS Ezequiel Duran,,Dustin May,P,35.86%,22.1
5,5197621865,whoisjohngalt420 (3/7),0,113.95,1B Nolan Schanuel 2B Vaughn Grissom 3B Casey Schmitt C Shea Langeliers OF Mike Trout OF Jorge Soler OF Evan Carter P Dustin May P MacKenzie Gore SS Zach Neto,,Bryce Miller,P,35.86%,-2.2
6,5197263329,Connor.322,0,111.8,1B Rafael Devers 2B Donovan Walton 3B Casey Schmitt C Cal Raleigh OF Brandon Nimmo OF Tyler Soderstrom OF Wyatt Langford P Logan Webb P Dustin May SS Jacob Wilson,,Jacob Wilson,SS,33.33%,0
7,5197737519,Elwaysarmy (4/7),0,108.75,1B Jake Burger 2B Luis Arraez 3B Sal Stewart C Elias Diaz OF Brandon Nimmo OF Evan Carter OF Wyatt Langford P MacKenzie Gore P Zebby Matthews SS Elly De La Cruz,,Tyler Soderstrom,OF,31.22%,7
8,5197621868,whoisjohngalt420 (6/7),0,105.75,1B Nolan Schanuel 2B Vaughn Grissom 3B Sal Stewart C Tyler Heineman OF Mike Trout OF Byron Buxton OF Jorge Soler P MacKenzie Gore P Zebby Matthews SS Elly De La Cruz,,Ryan Jeffers,C,26.16%,3
9,5198055850,lozosr12 (1/2),0,104.55,1B Rafael Devers 2B Luis Arraez 3B Casey Schmitt C Daniel Susac OF Joc Pederson OF Brandon Nimmo OF Wyatt Langford P Logan Webb P MacKenzie Gore SS Ezequiel Duran,,Shea Langeliers,C,24.47%,5
10,5197621867,whoisjohngalt420 (5/7),0,102.95,1B Nolan Schanuel 2B Donovan Walton 3B Vaughn Grissom C Shea Langeliers OF Mike Trout OF Jorge Soler OF Tyler Soderstrom P Dustin May P MacKenzie Gore SS Zach Neto,,Donovan Walton,2B,23.21%,4
