Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5198000774,ShineCrazyDiamond (1/2),0,117.25,1B Yandy Diaz 2B Ben Williamson 3B Junior Caminero C Christian Vazquez OF Mike Trout OF Jonny DeLuca OF Cedric Mullins P Dustin May P Trevor Rogers SS Zach Neto,,Logan Webb,P,42.37%,8.7
2,5198131321,FantasyCrusader (2/2),0,115.25,1B Willson Contreras 2B Anthony Seigler 3B Royce Lewis C Ryan Jeffers OF Byron Buxton OF Wilyer Abreu OF Masataka Yoshida P Dustin May P Trevor Rogers SS Andruw Monasterio,,Dustin May,P,33.90%,22.1
3,5198096479,hcnpower (2/2),0,112.2,1B Munetaka Murakami 2B Chase Meidroth 3B Colson Montgomery C Cal Raleigh OF Kyle Tucker OF Teoscar Hernandez OF Colton Cowser P Davis Martin P Roki Sasaki SS Mookie Betts,,MacKenzie Gore,P,30.51%,9.85
4,5198058222,nflfreak_28,0,109.95,1B Rafael Devers 2B Miguel Rojas 3B Casey Schmitt C Daniel Susac OF Shohei Ohtani OF Kyle Tucker OF Heliot Ramos P MacKenzie Gore P Dustin May SS Willy Adames,,Byron Buxton,OF,27.12%,2
5,5198135270,cpdk69 (2/2),0,109.75,1B Pete Alonso 2B Xavier Edwards 3B Vaughn Grissom C Drake Baldwin OF Yordan Alvarez OF Jordan Walker OF Andy Pages P Roki Sasaki P Dax Fulton SS Miguel Rojas,,Bryce Miller,P,25.42%,-2.2
6,5198093045,bleeski (2/2),0,107.9,1B Nolan Schanuel 2B Vaughn Grissom 3B Sal Stewart C Drake Baldwin OF Mike Trout OF Wyatt Langford OF JJ Bleday P Davis Martin P Grant Holmes SS Zach Neto,,Tyler Soderstrom,OF,23.73%,7
7,5198055220,wittwerjoe (2/2),0,103.95,1B Yandy Diaz 2B Jake Cronenworth 3B Junior Caminero C Nick Fortes OF Fernando Tatis Jr. OF Jonny DeLuca OF Chandler Simpson P MacKenzie Gore P Dustin May SS Xander Bogaerts,,Jacob Wilson,SS,22.03%,0
8,5198031195,Wanna_Square_Up1567 (1/2),0,103.25,1B Pete Alonso 2B Jeff McNeil 3B Christian Encarnacion-Strand C Drake Baldwin OF Lawrence Butler OF Dylan Beavers OF Colton Cowser P MacKenzie Gore P Trey Yesavage SS Gunnar Henderson,,Heriberto Hernandez,OF,22.03%,19
9,5198079312,bleeski (1/2),0,103.2,1B Josh Naylor 2B Cole Young 3B Sal Stewart C Ivan Herrera OF Randy Arozarena OF Julio Rodriguez OF Wyatt Langford P Davis Martin P Roki Sasaki SS Zach Neto,,Royce Lewis,3B,15.25%,14
10,5198102641,pgk8 (1/2),0,98.95,1B Miguel Vargas 2B Vaughn Grissom 3B Colson Montgomery C Drew Romo OF Yordan Alvarez OF Andrew Benintendi OF Braden Montgomery P MacKenzie Gore P Dustin May SS Zach Neto,,Donovan Walton,2B,15.25%,4
11,5198096478,hcnpower (1/2),0,98.55,1B Rafael Devers 2B Luis Arraez 3B Casey Schmitt C Alejandro Kirk OF Andy Pages OF Teoscar Hernandez OF Drew Gilbert P Logan Webb P Joey Cantillo SS Miguel Rojas,,Shea Langeliers,C,13.56%,5
12,5198112679,meitbe2014,0,95.5,1B Munetaka Murakami 2B Chase Meidroth 3B Javier Sanoja C Tyler Stephenson OF Sam Antonacci OF Heriberto Hernandez OF Braden Montgomery P Bryce Miller P Logan Webb SS Otto Lopez,,Tommy Edman,3B,13.56%,0
13,5198126165,kaladin,0,94.95,1B Alec Burleson 2B JJ Wetherholt 3B Isaac Paredes C Ivan Herrera OF Yordan Alvarez OF Heriberto Hernandez OF Lucas Spence P MacKenzie Gore P Dustin May SS Jeremy Pena,,Kyle Stowers,1B,13.56%,3
14,5198031196,Wanna_Square_Up1567 (2/2),0,94.25,1B Pete Alonso 2B Jackson Holliday 3B Tommy White C Drake Baldwin OF Michael Harris II OF Dylan Beavers OF Colton Cowser P MacKenzie Gore P Trey Yesavage SS Gunnar Henderson,,Alejandro Kirk,C,13.56%,5
15,5198072706,sasmallen,0,90.95,1B Jake Cronenworth 2B Donovan Walton 3B Royce Lewis C Shea Langeliers OF Byron Buxton OF Tyler Soderstrom OF Heriberto Hernandez P MacKenzie Gore P Dustin May SS Gunnar Henderson,,Trevor Rogers,P,11.86%,20.15
16,5198102642,pgk8 (2/2),0,90.25,1B Josh Naylor 2B Edwin Arroyo 3B Sal Stewart C Cal Raleigh OF Randy Arozarena OF JJ Bleday OF Dominic Canzone P Shane McClanahan P Trey Yesavage SS Elly De La Cruz,,Shane McClanahan,P,11.86%,16.85
17,5198076905,Rhombus87 (1/2),0,86.55,1B Kyle Stowers 2B Ozzie Albies 3B Austin Riley C Joey Bart OF Michael Harris II OF Mauricio Dubon OF Heriberto Hernandez P Logan Webb P MacKenzie Gore SS Otto Lopez,,Ryan Jeffers,C,11.86%,3
18,5198066810,iamtheky,0,85.75,1B Kyle Stowers 2B Ernie Clement 3B Royce Lewis C Christian Vazquez OF Yordan Alvarez OF Byron Buxton OF Cam Smith P Spencer Arrighetti P Dustin May SS Jeremy Pena,,Otto Lopez,SS,11.86%,8
19,5198110948,oaktownchamps,0,85.55,1B Kyle Stowers 2B Jake Cronenworth 3B Royce Lewis C Alejandro Kirk OF Byron Buxton OF Tyler Soderstrom OF Heriberto Hernandez P Logan Webb P Shane McClanahan SS Ernie Clement,,Jackson Merrill,OF,11.86%,2
20,5198026395,Jackie2424,0,84.95,1B Munetaka Murakami 2B Davis Schneider 3B Miguel Vargas C Jimmy Crooks OF Yordan Alvarez OF Sam Antonacci OF Tristan Peters P MacKenzie Gore P Dustin May SS Colson Montgomery,,Zach Neto,SS,10.17%,12
21,5198131320,FantasyCrusader (1/2),0,84.65,1B Munetaka Murakami 2B Chase Meidroth 3B Blaze Jordan C Ivan Herrera OF Sam Antonacci OF Lars Nootbaar OF Braden Montgomery P Bryce Miller P Shane McClanahan SS Colson Montgomery,,Roki Sasaki,P,10.17%,32.75
22,5198087116,ggriggcubsfan (2/2),0,83.6,1B Rafael Devers 2B Xavier Edwards 3B Tommy Edman C Victor Caratini OF Jackson Merrill OF Jung Hoo Lee OF Heriberto Hernandez P Logan Webb P Zebby Matthews SS Otto Lopez,,Cal Raleigh,C,10.17%,3
23,5198116160,SmokinJoe42069,0,80.25,1B Ty France 2B Donovan Walton 3B Manny Machado C Connor Wong OF Yordan Alvarez OF Fernando Tatis Jr. OF Jackson Merrill P Dustin May P Trevor Rogers SS Jacob Wilson,,Yordan Alvarez,OF,10.17%,9
24,5198052846,salatso22 (2/2),0,78.9,1B Munetaka Murakami 2B Chase Meidroth 3B Miguel Vargas C Logan O'Hoppe OF Sam Antonacci OF Andrew Benintendi OF Josh Lowe P Bryce Miller P Dustin May SS Zach Neto,,Munetaka Murakami,1B,10.17%,9
