Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5223285566,datyoungreezy (106/150),0,130.7,1B Matt Olson 2B Brandon Lowe 3B Manny Machado C Dillon Dingler OF Oneil Cruz OF Kody Clemens OF A.J. Ewing P Michael King P Jose Urquidy SS Kaelen Culpepper,,Paul Skenes,P,51.48%,8.95
2,5223338020,jmohl93 (45/100),0,125.55,1B Josh Bell 2B Brandon Lowe 3B Kevin McGonigle C Victor Caratini OF Oneil Cruz OF Byron Buxton OF Esmerlyn Valdez P Taj Bradley P Jose Urquidy SS Kaelen Culpepper,,Michael King,P,36.83%,15.4
3,5223256601,beebus1 (2/2),0,125.45,1B Miguel Vargas 2B Kody Clemens 3B Bo Bichette C Rafael Flores Jr. OF Fernando Tatis Jr. OF Ian Happ OF Luke Keaschall P Taj Bradley P Jackson Jobe SS Kevin McGonigle,,Taj Bradley,P,34.87%,20.25
4,5223414839,mcafeend (128/150),0,124.65,1B Royce Lewis 2B Brandon Lowe 3B Miguel Vargas C Henry Davis OF Byron Buxton OF Kody Clemens OF Luke Keaschall P Taj Bradley P Michael King SS Kaelen Culpepper,,Fernando Tatis Jr.,OF,33.32%,9
5,5223633333,DreamchaserJC (150/150),0,123.7,1B Josh Bell 2B Brandon Lowe 3B Brooks Lee C Victor Caratini OF Ronald Acuna Jr. OF Byron Buxton OF Kody Clemens P Michael King P Jose Urquidy SS Kevin McGonigle,,Clay Holmes,P,31.15%,7.2
6,5223314124,mustafael (67/150),0,122.4,1B Miguel Vargas 2B Kody Clemens 3B Bo Bichette C Francisco Alvarez OF Oneil Cruz OF Carson Benge OF A.J. Ewing P Taj Bradley P Robert Stock SS Francisco Lindor,,Drake Baldwin,C,29.65%,0
7,5223317517,murkin17 (8/14),0,121.65,1B Josh Bell 2B Brandon Lowe 3B Kevin McGonigle C Luis Campusano OF Fernando Tatis Jr. OF Kody Clemens OF Luke Keaschall P Taj Bradley P Michael King SS Xander Bogaerts,,Jackson Merrill,OF,27.70%,0
8,5223413445,Anthonykorobellis (75/150),0,120.7,1B Matt Olson 2B Brandon Lowe 3B Nick Gonzales C Henry Davis OF Oneil Cruz OF Bryan Reynolds OF Michael Harris II P Michael King P Jose Urquidy SS Kevin McGonigle,,Manny Machado,3B,27.47%,0
9,5223285509,datyoungreezy (49/150),0,120.55,1B Matt Olson 2B Brandon Lowe 3B Nick Gonzales C Francisco Alvarez OF Ronald Acuna Jr. OF Oneil Cruz OF Jackson Merrill P Taj Bradley P Jose Urquidy SS Kaelen Culpepper,,Jake Cronenworth,2B,27.25%,2
9,5223365825,PopFlyBoy (95/150),0,120.55,1B Munetaka Murakami 2B Brandon Lowe 3B Miguel Vargas C Jake Rogers OF Byron Buxton OF Kody Clemens OF Sam Antonacci P Taj Bradley P Jose Urquidy SS Colson Montgomery,,Francisco Lindor,SS,24.45%,3
9,5223615920,PurplePain42 (32/130),0,120.55,1B Miguel Vargas 2B Kody Clemens 3B Colson Montgomery C Victor Caratini OF Byron Buxton OF Sam Antonacci OF Luke Keaschall P Taj Bradley P Jose Urquidy SS Kaelen Culpepper,,Byron Buxton,OF,21.83%,6
12,5223285552,datyoungreezy (92/150),0,119.7,1B Matt Olson 2B Brandon Lowe 3B Nick Gonzales C Dillon Dingler OF Ronald Acuna Jr. OF Kody Clemens OF Esmerlyn Valdez P Michael King P Jose Urquidy SS Kaelen Culpepper,,Ronald Acuna Jr.,OF,19.77%,5
13,5223214875,Slashrandom (77/150),0,119.55,1B Miguel Vargas 2B Brandon Lowe 3B Manny Machado C Henry Davis OF Oneil Cruz OF Fernando Tatis Jr. OF Bryan Reynolds P Taj Bradley P Jose Urquidy SS Jacob Gonzalez,,AJ Smith-Shawver,P,19.17%,2.95
14,5223452593,dsnipe (8/40),0,119.45,1B Matt Olson 2B Kody Clemens 3B Miguel Vargas C Victor Caratini OF Ronald Acuna Jr. OF Oneil Cruz OF Bryan Reynolds P Jose Urquidy P Robert Stock SS Colson Montgomery,,Luis Campusano,C,17.95%,4
15,5223615912,PurplePain42 (24/130),0,119.25,1B Ty France 2B Jake Cronenworth 3B Miguel Vargas C Luis Campusano OF Fernando Tatis Jr. OF Carson Benge OF A.J. Ewing P Paul Skenes P Jose Urquidy SS Xander Bogaerts,,Pete Crow-Armstrong,OF,17.48%,0
16,5223285500,datyoungreezy (40/150),0,118.7,1B Matt Olson 2B Brandon Lowe 3B Bo Bichette C Victor Caratini OF Oneil Cruz OF Fernando Tatis Jr. OF Bryan Reynolds P Michael King P Jose Urquidy SS Jacob Gonzalez,,Michael Harris II,OF,17.12%,5
16,5223285501,datyoungreezy (41/150),0,118.7,1B Matt Olson 2B Brandon Lowe 3B Brooks Lee C Dillon Dingler OF Fernando Tatis Jr. OF Kody Clemens OF Jackson Merrill P Michael King P Jose Urquidy SS Xander Bogaerts,,Brandon Lowe,2B,16.82%,20
18,5223155766,Killmoreslim (19/100),0,118.4,1B Royce Lewis 2B Brandon Lowe 3B Miguel Vargas C Dillon Dingler OF Carson Benge OF Luke Keaschall OF Tyrone Taylor P Taj Bradley P Robert Stock SS Francisco Lindor,,Matt Olson,1B,16.24%,12
19,5223421968,Dominator-Seguin (73/150),0,118.25,1B Munetaka Murakami 2B Brandon Lowe 3B Miguel Vargas C Jake Rogers OF Sam Antonacci OF Carson Benge OF Braden Montgomery P Paul Skenes P Jose Urquidy SS Francisco Lindor,,Oneil Cruz,OF,16.00%,12
20,5223285488,datyoungreezy (28/150),0,117.7,1B Matt Olson 2B Brandon Lowe 3B Bo Bichette C Francisco Alvarez OF Oneil Cruz OF Fernando Tatis Jr. OF Jackson Merrill P Michael King P Jose Urquidy SS Xander Bogaerts,,Xander Bogaerts,SS,15.96%,9
21,5223116295,Omoe32 (2/10),0,117.55,1B Munetaka Murakami 2B Royce Lewis 3B Miguel Vargas C Dillon Dingler OF Kody Clemens OF Sam Antonacci OF Braden Montgomery P Taj Bradley P Jose Urquidy SS Xander Bogaerts,,Spencer Horwitz,1B,15.85%,0
22,5223422003,Dominator-Seguin (108/150),0,117.25,1B Jared Young 2B Brandon Lowe 3B Bo Bichette C Drake Baldwin OF Byron Buxton OF Carson Benge OF A.J. Ewing P Paul Skenes P Jose Urquidy SS Francisco Lindor,,Ty France,1B,15.58%,7
23,5223440674,Mucci193 (132/150),0,116.7,1B Miguel Vargas 2B Brandon Lowe 3B Colt Keith C Henry Davis OF Oneil Cruz OF Bryan Reynolds OF Esmerlyn Valdez P Michael King P Jose Urquidy SS Kevin McGonigle,,Luke Keaschall,OF,14.74%,8
24,5223594286,dlandau (56/150),0,116.65,1B Josh Bell 2B Kody Clemens 3B Miguel Vargas C Luis Campusano OF Fernando Tatis Jr. OF Byron Buxton OF Luke Keaschall P Taj Bradley P Michael King SS Kaelen Culpepper,,Jackson Jobe,P,12.63%,11.2
25,5223285515,datyoungreezy (55/150),0,116.55,1B Matt Olson 2B Brandon Lowe 3B Manny Machado C Henry Davis OF Ronald Acuna Jr. OF Oneil Cruz OF Esmerlyn Valdez P Taj Bradley P Jose Urquidy SS Kaelen Culpepper,,Bryan Reynolds,OF,12.50%,3
25,5223544878,incgonzalez (13/50),0,116.55,1B Munetaka Murakami 2B Royce Lewis 3B Miguel Vargas C Jake Rogers OF Byron Buxton OF Kody Clemens OF Braden Montgomery P Taj Bradley P Jose Urquidy SS Colson Montgomery,,Josh Bell,1B,12.13%,11
25,5223544900,incgonzalez (35/50),0,116.55,1B Munetaka Murakami 2B Kody Clemens 3B Miguel Vargas C Jake Rogers OF Byron Buxton OF Braden Montgomery OF Luke Keaschall P Taj Bradley P Jose Urquidy SS Colson Montgomery,,Luis Rengifo,OF,10.87%,5
28,5223214868,Slashrandom (70/150),0,115.55,1B Jared Young 2B Brandon Lowe 3B Bo Bichette C Francisco Alvarez OF Oneil Cruz OF Fernando Tatis Jr. OF Bryan Reynolds P Taj Bradley P Jose Urquidy SS Francisco Lindor,,Seiya Suzuki,OF,10.77%,4
29,5223351972,smithcj16 (5/60),0,115.5,1B Matt Olson 2B Kody Clemens 3B Bo Bichette C Drake Baldwin OF Byron Buxton OF Carson Benge OF A.J. Ewing P Clay Holmes P Jose Urquidy SS Francisco Lindor,,Esmerlyn Valdez,OF,10.49%,0
30,5223077322,titansddude80 (3/4),0,115.4,1B Matt Olson 2B Brandon Lowe 3B Alex Bregman C Luis Campusano OF Fernando Tatis Jr. OF Carson Benge OF Braden Montgomery P Taj Bradley P Robert Stock SS Francisco Lindor,,Munetaka Murakami,1B,10.41%,0
31,5223372917,BoangTao33 (121/150),0,115.2,1B Jared Young 2B Brandon Lowe 3B Bo Bichette C Henry Davis OF Oneil Cruz OF Carson Benge OF A.J. Ewing P Paul Skenes P Taj Bradley SS Francisco Lindor,,A.J. Ewing,OF,9.82%,12
32,5223455030,Hbuzzaf3,0,115.15,1B Josh Bell 2B Brandon Lowe 3B Miguel Vargas C Rafael Flores Jr. OF Pete Crow-Armstrong OF Luke Keaschall OF Gavin Sheets P Paul Skenes P Clay Holmes SS Kaelen Culpepper,,Robert Stock,P,9.63%,16.15
33,5223285465,datyoungreezy (5/150),0,114.7,1B Matt Olson 2B Brandon Lowe 3B Nick Gonzales C Francisco Alvarez OF Oneil Cruz OF Fernando Tatis Jr. OF Bryan Reynolds P Michael King P Jose Urquidy SS Mauricio Dubon,,Dillon Dingler,C,9.63%,0
34,5223525676,holdmhigh707,0,114.65,1B Josh Bell 2B Nick Gonzales 3B Brooks Lee C Rafael Flores Jr. OF Oneil Cruz OF Byron Buxton OF Esmerlyn Valdez P Taj Bradley P Michael King SS Kevin McGonigle,,Kevin McGonigle,SS,9.62%,9
35,5223413465,Anthonykorobellis (95/150),0,114.55,1B Munetaka Murakami 2B Brandon Lowe 3B Miguel Vargas C Henry Davis OF Oneil Cruz OF Esmerlyn Valdez OF Andrew Benintendi P Taj Bradley P Jose Urquidy SS Colson Montgomery,,Michael Busch,1B,9.50%,0
36,5223345867,Azzeron (1/7),0,114.45,1B Matt Olson 2B Gleyber Torres 3B Miguel Vargas C Dillon Dingler OF Ronald Acuna Jr. OF Michael Harris II OF Braden Montgomery P Jose Urquidy P Robert Stock SS Kevin McGonigle,,Kaelen Culpepper,SS,9.49%,11
37,5223324074,kabroul.walker4 (1/2),0,114.35,1B Miguel Vargas 2B Brandon Lowe 3B Alex Bregman C Rafael Flores Jr. OF Fernando Tatis Jr. OF Luke Keaschall OF Brett Callahan P Paul Skenes P Michael King SS Xander Bogaerts,,Bo Bichette,3B,9.18%,8
38,5223484402,jabbo123 (29/30),0,114.25,1B Jared Young 2B Brandon Lowe 3B Bo Bichette C Francisco Alvarez OF Oneil Cruz OF Bryan Reynolds OF Carson Benge P Paul Skenes P Jose Urquidy SS Francisco Lindor,,Francisco Alvarez,C,9.08%,0
39,5223288361,early325 (72/150),0,114.2,1B Jared Young 2B Brandon Lowe 3B Bo Bichette C Francisco Alvarez OF Fernando Tatis Jr. OF Carson Benge OF A.J. Ewing P Paul Skenes P Taj Bradley SS Xander Bogaerts,,Alex Bregman,3B,8.91%,0
40,5223474945,Blaker283 (2/4),0,114.1,1B Jared Young 2B Kody Clemens 3B Miguel Vargas C Jake Rogers OF Oneil Cruz OF Carson Benge OF A.J. Ewing P Paul Skenes P Robert Stock SS Francisco Lindor,,Mike Yastrzemski,OF,8.53%,3
