Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5223739597,tmoney88 (3/3),0,149.5,1B Ben Rice 2B Jose Tena 3B Nick Loftin C Salvador Perez OF Andy Pages OF Jac Caglianone OF Kyle Isbel P Parker Messick P Cade Cavalli SS Maikel Garcia,,Parker Messick,P,59.60%,29.4
2,5223864820,Ivaldry (2/5),0,148.5,1B Jake Bauers 2B Brice Turang 3B Angel Genao C William Contreras OF Jackson Chourio OF Teoscar Hernandez OF Kike Hernandez P Parker Messick P Cade Cavalli SS Joey Ortiz,,Teoscar Hernandez,OF,47.68%,7
3,5223701766,soonerbernie2002 (2/2),0,146.55,1B Kike Hernandez 2B Miguel Rojas 3B Maikel Garcia C Salvador Perez OF Teoscar Hernandez OF Lawrence Butler OF Tyler Tolbert P Chase Burns P Cade Cavalli SS Mookie Betts,,Andy Pages,OF,39.74%,5
4,5223772270,jsanders41,0,143.5,1B Abimelec Ortiz 2B Jose Tena 3B Maikel Garcia C Jose Trevino OF Andy Pages OF Teoscar Hernandez OF Angel Martinez P Parker Messick P Cade Cavalli SS Bobby Witt Jr.,,Mookie Betts,SS,32.45%,24
5,5223600604,RustyBGood (1/3),0,141.5,1B Sal Stewart 2B Jose Tena 3B Jose Ramirez C Keibert Ruiz OF Andy Pages OF Angel Martinez OF Steven Kwan P Parker Messick P Cade Cavalli SS Angel Genao,,Ethan Pecko,P,26.49%,8.05
6,5223736410,Extraqtt (1/5),0,140.5,1B Andres Chaparro 2B Jose Tena 3B Nick Loftin C Salvador Perez OF Shohei Ohtani OF Daylen Lile OF Jacob Young P Parker Messick P Cade Cavalli SS CJ Abrams,,Miguel Rojas,2B,24.50%,0
7,5223352199,Wanna_Square_Up1567 (5/5),0,135.85,1B Jeff McNeil 2B Cole Young 3B Brendan Donovan C Cal Raleigh OF Randy Arozarena OF Teoscar Hernandez OF Dominic Canzone P Logan Gilbert P Parker Messick SS Mookie Betts,,Cade Cavalli,P,23.18%,37.1
8,5223773524,sboynton10 (5/5),0,133.85,1B Tommy White 2B Jeff McNeil 3B Max Muncy C Salvador Perez OF Shohei Ohtani OF Lawrence Butler OF Henry Bolte P Logan Gilbert P Parker Messick SS Mookie Betts,,Eugenio Suarez,3B,19.21%,2
9,5223485494,drunkonpappy (5/5),0,133.2,1B Josh Naylor 2B Miguel Rojas 3B Jose Ramirez C Salvador Perez OF Andy Pages OF Kyle Tucker OF Teoscar Hernandez P Cade Cavalli P Matthew Liberatore SS Mookie Betts,,Dane Myers,OF,19.21%,5
10,5223352196,Wanna_Square_Up1567 (2/5),0,132.5,1B Freddie Freeman 2B Jose Tena 3B Ryan McMahon C Ben Rortvedt OF Andy Pages OF Kyle Tucker OF Teoscar Hernandez P Parker Messick P Cade Cavalli SS George Lombard Jr.,,Dustin May,P,17.22%,-13.5
