Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5223740125,Dubsy22,0,93.23,CPT Payton Tolle UTIL Brandon Pfaadt UTIL Jarren Duran UTIL Nick Sogard UTIL Ryan Waldschmidt UTIL Connor Wong,,Payton Tolle,UTIL,82.61%,12.45
2,5223578255,newulmspeedy,0,92.45,CPT Willson Contreras UTIL Payton Tolle UTIL Wilyer Abreu UTIL Nick Sogard UTIL Ryan Waldschmidt UTIL Mickey Gasper,,Brandon Pfaadt,UTIL,52.17%,14.55
3,5223787148,amiezin,0,91.5,CPT Jarren Duran UTIL Payton Tolle UTIL Brandon Pfaadt UTIL Caleb Durbin UTIL Ryan Waldschmidt UTIL Mickey Gasper,,Nick Sogard,UTIL,52.17%,19
4,5223708773,vavo27,0,83.23,CPT Payton Tolle UTIL Brandon Pfaadt UTIL Willson Contreras UTIL Nick Sogard UTIL Mickey Gasper UTIL Connor Wong,,Mickey Gasper,UTIL,43.48%,18
5,5223730130,kelvin987,0,80.23,CPT Payton Tolle UTIL Brandon Pfaadt UTIL Nolan Arenado UTIL Andruw Monasterio UTIL Nick Sogard UTIL Mickey Gasper,,Jordan Lawlar,UTIL,34.78%,0
6,5223523073,bposluszny,0,76.28,CPT Brandon Pfaadt UTIL Payton Tolle UTIL Geraldo Perdomo UTIL Nick Sogard UTIL Ryan Waldschmidt UTIL Jordan Lawlar,,Connor Wong,UTIL,34.78%,3
7,5223464078,grantgoupil,0,72.23,CPT Payton Tolle UTIL Brandon Pfaadt UTIL Jarren Duran UTIL Andruw Monasterio UTIL Nick Sogard UTIL Connor Wong,,Willson Contreras,UTIL,30.43%,10
7,5223742873,beccapatt,0,72.23,CPT Payton Tolle UTIL Brandon Pfaadt UTIL Jarren Duran UTIL Andruw Monasterio UTIL Nick Sogard UTIL Connor Wong,,Jarren Duran,UTIL,26.09%,17
9,5223451138,Celticsnc,0,70.68,CPT Payton Tolle UTIL Gabriel Moreno UTIL Geraldo Perdomo UTIL Nick Sogard UTIL Jordan Lawlar UTIL Mickey Gasper,,Andruw Monasterio,UTIL,26.09%,0
10,5223755962,bleeski,0,66.45,CPT Willson Contreras UTIL Payton Tolle UTIL Ceddanne Rafaela UTIL Jarren Duran UTIL Tim Tawa UTIL Mickey Gasper,,Tim Tawa,UTIL,26.09%,2
11,5223769262,kinnscashskills,0,63.23,CPT Payton Tolle UTIL Brandon Pfaadt UTIL Willson Contreras UTIL Jordan Lawlar UTIL Tim Tawa UTIL Mickey Gasper,,Wilyer Abreu,UTIL,21.74%,7
11,5223796704,sportsguruu24,0,63.23,CPT Payton Tolle UTIL Brandon Pfaadt UTIL Wilyer Abreu UTIL Tim Tawa UTIL Mickey Gasper UTIL Connor Wong,,Ceddanne Rafaela,UTIL,21.74%,2
13,5223724219,Ldsimons3,0,61,CPT Ceddanne Rafaela UTIL Payton Tolle UTIL Brandon Pfaadt UTIL Nolan Arenado UTIL Mickey Gasper UTIL Connor Wong,,Gabriel Moreno,UTIL,17.39%,13
14,5223667796,zonaque,0,59.68,CPT Payton Tolle UTIL Wilyer Abreu UTIL Gabriel Moreno UTIL Nick Sogard UTIL Jordan Lawlar UTIL Tim Tawa,,Geraldo Perdomo,UTIL,17.39%,2
15,5223324248,mythicalrhymer01,0,55.23,CPT Payton Tolle UTIL Brandon Pfaadt UTIL Caleb Durbin UTIL Andruw Monasterio UTIL Nick Sogard UTIL Connor Wong,,Caleb Durbin,UTIL,17.39%,0
16,5223465781,KristianFTM,0,54.28,CPT Brandon Pfaadt UTIL Payton Tolle UTIL Geraldo Perdomo UTIL Jose Fernandez UTIL Jordan Lawlar UTIL Tim Tawa,,Ryan Waldschmidt,UTIL,17.39%,21
17,5223571589,KILLANADZ24,0,53.95,CPT Wilyer Abreu UTIL Payton Tolle UTIL Gabriel Moreno UTIL Caleb Durbin UTIL Andruw Monasterio UTIL Mickey Gasper,,Nolan Arenado,UTIL,8.70%,10
18,5223463407,JcClark18,0,52.68,CPT Payton Tolle UTIL Willson Contreras UTIL Ceddanne Rafaela UTIL Nick Sogard UTIL Jordan Lawlar UTIL Connor Wong,,Ildemaro Vargas,UTIL,8.70%,3
19,5223399808,whoisjohngalt420,0,44,CPT Willson Contreras UTIL Corbin Carroll UTIL Geraldo Perdomo UTIL Jarren Duran UTIL Ildemaro Vargas UTIL Jordan Lawlar,,Corbin Carroll,UTIL,4.35%,7
20,5223532956,mrclean913,0,42.68,CPT Payton Tolle UTIL Ceddanne Rafaela UTIL Ildemaro Vargas UTIL Caleb Durbin UTIL Andruw Monasterio UTIL Nick Sogard,,Jose Fernandez,UTIL,4.35%,16
21,5223497441,pat_the_hat2,0,39,CPT Willson Contreras UTIL Wilyer Abreu UTIL Ceddanne Rafaela UTIL Gabriel Moreno UTIL Jordan Lawlar UTIL Tim Tawa,,,
22,5223597360,j-wolf05,0,0,,,,
22,5223794963,Cmoney13x,0,0,,,,
