Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5213509205,divertiti,0,167.25,1B Alec Burleson 2B JJ Wetherholt 3B David Hamilton C Ivan Herrera OF Brandon Nimmo OF Tyler O'Neill OF Ian Happ P Jacob Misiorowski P Michael McGreevy SS Jackson Holliday,,Jacob Misiorowski,P,81.36%,22.5
2,5213480053,Hammer74,0,149.4,1B Michael Busch 2B JJ Wetherholt 3B Miguel Vargas C Miguel Amaya OF Michael Conforto OF Ian Happ OF Pete Crow-Armstrong P Matthew Boyd P Davis Martin SS Colson Montgomery,,Kumar Rocker,P,42.37%,-0.65
3,5213080273,davidwinz1960,0,147.25,1B Michael Busch 2B Jackson Holliday 3B Alex Bregman C Miguel Amaya OF Michael Conforto OF Tyler O'Neill OF Pete Crow-Armstrong P Jacob Misiorowski P Michael McGreevy SS Gunnar Henderson,,Pete Crow-Armstrong,OF,35.59%,11
4,5213497515,cremesaver,0,142.95,1B Alec Burleson 2B JJ Wetherholt 3B David Hamilton C Ivan Herrera OF Michael Conforto OF Ian Happ OF Nathan Church P Davis Martin P Jacob Misiorowski SS Jackson Holliday,,Ian Happ,OF,28.81%,24
5,5212883523,TheBabz,0,138.25,1B Alec Burleson 2B JJ Wetherholt 3B David Hamilton C Jimmy Crooks OF Starling Marte OF Ian Happ OF Jackson Chourio P Jacob Misiorowski P Michael McGreevy SS Tyler Tolbert,,Dansby Swanson,SS,25.42%,7
6,5213492808,ctscts3232,0,135.55,1B Pete Alonso 2B Jackson Holliday 3B Coby Mayo C Salvador Perez OF Starling Marte OF Jac Caglianone OF Luis Lara P Connor Prielipp P Jacob Misiorowski SS Bobby Witt Jr.,,Michael Busch,1B,23.73%,15
7,5213422637,grantgoupil,0,132.4,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Ivan Herrera OF Starling Marte OF Ian Happ OF Pete Crow-Armstrong P Kumar Rocker P Connor Prielipp SS Bobby Witt Jr.,,Ivan Herrera,C,23.73%,16
8,5213171791,penpix,0,129.45,1B Andrew Vaughn 2B Nico Hoerner 3B Kyle Karros C Ivan Herrera OF Brandon Nimmo OF Ian Happ OF Steven Kwan P Matthew Boyd P Jacob Misiorowski SS Tyler Tolbert,,JJ Wetherholt,2B,22.03%,20
9,5213465865,calcityHvg,0,125.45,1B Andrew Vaughn 2B Nico Hoerner 3B Kyle Karros C Edgar Quero OF Jake Bauers OF Ian Happ OF Braden Montgomery P Matthew Boyd P Jacob Misiorowski SS Dansby Swanson,,Wyatt Langford,OF,20.34%,7
10,5213007859,whoisjohngalt420,0,124.55,1B Alec Burleson 2B Willi Castro 3B Kyle Karros C Brett Sullivan OF Jake McCarthy OF Leody Taveras OF Cole Carrigg P Connor Prielipp P Jacob Misiorowski SS Gunnar Henderson,,Michael McGreevy,P,20.34%,8.75
11,5213463994,cj1029walls,0,120.25,1B Michael Busch 2B Michael Massey 3B Nick Loftin C Salvador Perez OF Starling Marte OF Ian Happ OF Pete Crow-Armstrong P Jacob Misiorowski P Michael McGreevy SS Dansby Swanson,,Jake McCarthy,OF,18.64%,10
12,5213378746,seth1374,0,117.85,1B Alec Burleson 2B Nico Hoerner 3B Alex Bregman C Ivan Herrera OF Tyrone Taylor OF Michael Conforto OF Nathan Church P Kumar Rocker P Jacob Misiorowski SS Dansby Swanson,,Angel Genao,2B,18.64%,4
13,5213498512,turnerashley,0,117.7,1B Michael Busch 2B Kody Clemens 3B Alex Bregman C Miguel Amaya OF Michael Conforto OF Trevor Larnach OF Pete Crow-Armstrong P Matthew Boyd P Michael McGreevy SS Bobby Witt Jr.,,Nick Loftin,3B,18.64%,0
14,5213508055,Mrboozer,0,117.45,1B Andrew Vaughn 2B Jackson Holliday 3B Ezequiel Duran C Jimmy Crooks OF Ian Happ OF Jake McCarthy OF Wyatt Langford P Matthew Boyd P Jacob Misiorowski SS Masyn Winn,,Alec Burleson,1B,16.95%,18
15,5212907179,jrice54,0,116.25,1B Michael Busch 2B JJ Wetherholt 3B Nick Loftin C Miguel Amaya OF Tyrone Taylor OF Pete Crow-Armstrong OF Nathan Church P Jacob Misiorowski P Michael McGreevy SS Dansby Swanson,,Tyrone Taylor,OF,16.95%,3
15,5213499156,johnbrock636,0,116.25,1B Alec Burleson 2B JJ Wetherholt 3B Miguel Vargas C Jimmy Crooks OF Starling Marte OF Bryan Torres OF Jac Caglianone P Jacob Misiorowski P Michael McGreevy SS Masyn Winn,,Salvador Perez,C,16.95%,5
17,5213165763,howardwi,0,115.95,1B Alec Burleson 2B JJ Wetherholt 3B Nick Loftin C Ivan Herrera OF Starling Marte OF Trevor Larnach OF Bryan Torres P Davis Martin P Jacob Misiorowski SS Colson Montgomery,,Andrew Vaughn,1B,15.25%,0
18,5213280842,ar12gbp,0,114.25,1B Alec Burleson 2B JJ Wetherholt 3B Nick Loftin C Ivan Herrera OF Starling Marte OF Bryan Torres OF Jordan Walker P Jacob Misiorowski P Michael McGreevy SS Tyler Tolbert,,Starling Marte,OF,15.25%,16
19,5213506307,bobby244,0,113.95,1B Munetaka Murakami 2B Jackson Holliday 3B Ezequiel Duran C Luke Maile OF Starling Marte OF Jake McCarthy OF Jackson Chourio P Davis Martin P Jacob Misiorowski SS Masyn Winn,,Nathan Church,OF,15.25%,8
20,5213499053,FantasyCrusader,0,107.25,1B Michael Busch 2B Brice Turang 3B Alex Bregman C Salvador Perez OF Tyrone Taylor OF Ian Happ OF Brandon Lockridge P Jacob Misiorowski P Michael McGreevy SS Dansby Swanson,,Steven Kwan,OF,15.25%,8
21,5213093888,macyfan,0,106.55,1B Michael Busch 2B Angel Genao 3B Nick Loftin C Salvador Perez OF Tyrone Taylor OF Ian Happ OF Pete Crow-Armstrong P Connor Prielipp P Jacob Misiorowski SS Dansby Swanson,,Alex Bregman,3B,15.25%,15
22,5213392518,Aoteoroa,0,102.45,1B Jake Burger 2B Willi Castro 3B Jose Fermin C Ivan Herrera OF Brandon Nimmo OF Braden Montgomery OF Nathan Church P Matthew Boyd P Jacob Misiorowski SS Brayan Rocchio,,Kyle Karros,3B,13.56%,3
23,5212987884,Stree,0,101.65,1B Michael Busch 2B Nico Hoerner 3B Nick Loftin C Salvador Perez OF Tyrone Taylor OF Michael Conforto OF Ian Happ P Jacob Misiorowski P Cade Povich SS Bobby Witt Jr.,,Jackson Chourio,OF,13.56%,18
24,5213462712,bleeski,0,101.1,1B Josh Bell 2B Royce Lewis 3B Miguel Vargas C Victor Caratini OF Ian Happ OF Kody Clemens OF Pete Crow-Armstrong P Matthew Boyd P Cade Povich SS Dansby Swanson,,Jimmy Crooks,C,13.56%,2
25,5213506115,bdubya3,0,100.85,1B Jake Bauers 2B Brice Turang 3B Miguel Vargas C Ivan Herrera OF Michael Conforto OF Braden Montgomery OF Nathan Church P Kumar Rocker P Jacob Misiorowski SS Luisangel Acuna,,Nico Hoerner,2B,13.56%,19
26,5213479913,peterjpacheco,0,99.85,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Luke Maile OF Tyrone Taylor OF Jordan Walker OF Nathan Church P Kumar Rocker P Jacob Misiorowski SS Dansby Swanson,,Bobby Witt Jr.,SS,13.56%,2
26,5213501002,ganni210,0,99.85,1B TJ Rumfield 2B JJ Wetherholt 3B Kyle Karros C Jimmy Crooks OF Ian Happ OF Jake McCarthy OF Cole Carrigg P Kumar Rocker P Jacob Misiorowski SS Masyn Winn,,Matthew Boyd,P,13.56%,16.95
28,5213494816,Prbishop,0,98.85,1B Nathaniel Lowe 2B Travis Bazzana 3B Jose Ramirez C Ivan Herrera OF Tyler O'Neill OF Chase DeLauter OF Nathan Church P Kumar Rocker P Jacob Misiorowski SS Masyn Winn,,Davis Martin,P,11.86%,0.45
29,5213494857,wittwerjoe,0,97.95,1B Andrew Vaughn 2B JJ Wetherholt 3B Jose Fermin C Ivan Herrera OF Bryan Torres OF Nathan Church OF Wyatt Langford P Joey Cantillo P Jacob Misiorowski SS Jackson Holliday,,Jordan Walker,OF,11.86%,8
30,5213324115,jjspash,0,96.25,1B Munetaka Murakami 2B Brice Turang 3B David Hamilton C Gary Sanchez OF Brandon Lockridge OF Brenton Doyle OF Jackson Chourio P Jacob Misiorowski P Michael McGreevy SS Luisangel Acuna,,Brandon Nimmo,OF,11.86%,18
31,5213458382,FFFun1313,0,95.95,1B Jake Burger 2B Jackson Holliday 3B Coby Mayo C Salvador Perez OF Tyrone Taylor OF Jake McCarthy OF Pete Crow-Armstrong P Davis Martin P Jacob Misiorowski SS Ezequiel Duran,,Corey Seager,SS,11.86%,0
32,5213481052,parsons1021,0,95.85,1B Jac Caglianone 2B Nico Hoerner 3B Brooks Lee C Jimmy Crooks OF Leody Taveras OF Steven Kwan OF Jordan Walker P Kumar Rocker P Jacob Misiorowski SS Dansby Swanson,,Bryan Torres,OF,11.86%,3
32,5213486884,bledsoe2002,0,95.85,1B Michael Busch 2B Angel Genao 3B Nick Loftin C Salvador Perez OF Ian Happ OF Steven Kwan OF Pete Crow-Armstrong P Kumar Rocker P Jacob Misiorowski SS Dansby Swanson,,Patrick Bailey,C,11.86%,4
34,5213505591,ted040176,0,95.65,1B Salvador Perez 2B Nico Hoerner 3B Nick Loftin C Luke Maile OF Tyrone Taylor OF Ian Happ OF Pete Crow-Armstrong P Jacob Misiorowski P Cade Povich SS Dansby Swanson,,Ezequiel Duran,3B,11.86%,6
