Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5213236474,Extraqtt (3/7),0,168.95,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Miguel Amaya OF Tyler O'Neill OF Ian Happ OF Colton Cowser P Joey Cantillo P Jacob Misiorowski SS Gunnar Henderson,,Jacob Misiorowski,P,73.42%,22.5
2,5212987875,Stree (6/7),0,168.45,1B Michael Busch 2B Jackson Holliday 3B Alex Bregman C Miguel Amaya OF Michael Conforto OF Tyler O'Neill OF Ian Happ P Matthew Boyd P Jacob Misiorowski SS Gunnar Henderson,,Pete Crow-Armstrong,OF,28.27%,11
3,5213487118,Choker12 (2/2),0,163.45,1B Alec Burleson 2B JJ Wetherholt 3B Ezequiel Duran C Ivan Herrera OF Tyler O'Neill OF Leody Taveras OF Colton Cowser P Matthew Boyd P Jacob Misiorowski SS Jackson Holliday,,Kumar Rocker,P,26.16%,-0.65
4,5213368411,Emac (5/7),0,148.95,1B Pete Alonso 2B Jackson Holliday 3B Nick Loftin C Ivan Herrera OF Colton Cowser OF Dylan Beavers OF Wyatt Langford P Joey Cantillo P Jacob Misiorowski SS Gunnar Henderson,,Angel Genao,2B,21.94%,4
5,5213083292,mcafeend (5/7),0,148.25,1B Pete Alonso 2B Jackson Holliday 3B Coby Mayo C William Contreras OF Tyler O'Neill OF Brandon Lockridge OF Jackson Chourio P Jacob Misiorowski P Michael McGreevy SS Gunnar Henderson,,Matthew Boyd,P,20.68%,16.95
6,5213169080,DAGgonemad,0,147.65,1B Michael Busch 2B Nico Hoerner 3B Colson Montgomery C Ivan Herrera OF Michael Conforto OF Ian Happ OF Steven Kwan P Jacob Misiorowski P Cade Povich SS Masyn Winn,,Joey Cantillo,P,18.99%,4.45
7,5212987872,Stree (3/7),0,143.85,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Brett Sullivan OF Brandon Nimmo OF Michael Conforto OF Ian Happ P Kumar Rocker P Jacob Misiorowski SS Corey Seager,,Ivan Herrera,C,18.57%,16
8,5213497474,cremesaver,0,142.95,1B Alec Burleson 2B JJ Wetherholt 3B David Hamilton C Ivan Herrera OF Michael Conforto OF Ian Happ OF Nathan Church P Davis Martin P Jacob Misiorowski SS Jackson Holliday,,Alec Burleson,1B,18.57%,18
9,5213236478,Extraqtt (7/7),0,142.55,1B Michael Busch 2B Jackson Holliday 3B Alex Bregman C Brett Sullivan OF Michael Conforto OF Pete Crow-Armstrong OF Dylan Beavers P Connor Prielipp P Jacob Misiorowski SS Dansby Swanson,,Jackson Chourio,OF,18.14%,18
10,5213482604,Choker12 (1/2),0,141.45,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Carlos Narvaez OF Tyler O'Neill OF Pete Crow-Armstrong OF Colton Cowser P Matthew Boyd P Jacob Misiorowski SS Ezequiel Tovar,,Andrew Vaughn,1B,17.72%,0
