Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5205013008,thundrenterprises (6/20),0,152.65,1B Kyle Stowers 2B Cole Young 3B Javier Sanoja C Cal Raleigh OF Randy Arozarena OF Heriberto Hernandez OF Griffin Conine P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,Logan Gilbert,P,56.06%,18.15
2,5205517804,ydoja2 (7/15),0,148.65,1B Kyle Stowers 2B Cole Young 3B Javier Sanoja C Cal Raleigh OF Randy Arozarena OF Heriberto Hernandez OF Esteury Ruiz P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,Drew Rasmussen,P,47.54%,34.5
3,5205540432,bellsofwar3 (4/14),0,148.25,1B Kyle Stowers 2B Cole Young 3B Javier Sanoja C Liam Hicks OF Randy Arozarena OF Dominic Canzone OF Heriberto Hernandez P Drew Rasmussen P Kevin Gausman SS Otto Lopez,,Francisco Lindor,SS,38.63%,6
4,5205507885,ERYKBBOY (1/2),0,147.65,1B Josh Naylor 2B Cole Young 3B Bo Bichette C Cal Raleigh OF Randy Arozarena OF Julio Rodriguez OF Griffin Conine P Logan Gilbert P Drew Rasmussen SS Javier Sanoja,,Kevin Gausman,P,35.90%,16.75
5,5205123415,az350z (18/20),0,145.65,1B Kyle Stowers 2B Cole Young 3B Weston Wilson C Liam Hicks OF Randy Arozarena OF Heriberto Hernandez OF Griffin Conine P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,Heriberto Hernandez,OF,26.88%,7
5,5205432837,smk5430 (14/20),0,145.65,1B Kyle Stowers 2B Cole Young 3B Weston Wilson C Liam Hicks OF Randy Arozarena OF Heriberto Hernandez OF Griffin Conine P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,Connor Prielipp,P,26.28%,11.2
7,5204867939,mga120 (10/20),0,144.65,1B Vladimir Guerrero Jr. 2B Luis Urias 3B Javier Sanoja C Liam Hicks OF Julio Rodriguez OF Heriberto Hernandez OF Griffin Conine P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,A.J. Ewing,OF,26.24%,3
7,5205170183,dlbell5848 (4/4),0,144.65,1B Kyle Stowers 2B Marcus Semien 3B Javier Sanoja C Ivan Herrera OF Julio Rodriguez OF Esteury Ruiz OF Griffin Conine P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,George Springer,OF,24.76%,14
9,5204986453,HughGRexshun,0,142.65,1B Vladimir Guerrero Jr. 2B Luis Urias 3B Bo Bichette C Mitch Garver OF Randy Arozarena OF George Springer OF Jonny DeLuca P Logan Gilbert P Drew Rasmussen SS Javier Sanoja,,Otto Lopez,SS,24.63%,11
10,5205238794,BamaJones (1/2),0,141.65,1B Kyle Stowers 2B Cole Young 3B Javier Sanoja C Liam Hicks OF Julio Rodriguez OF Dominic Canzone OF Esteury Ruiz P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,Vladimir Guerrero Jr.,1B,24.26%,8
11,5205466726,Blerud15 (17/20),0,141.25,1B Kyle Stowers 2B Xavier Edwards 3B Brooks Lee C Liam Hicks OF Randy Arozarena OF Heriberto Hernandez OF Tyrone Taylor P Drew Rasmussen P Kevin Gausman SS Otto Lopez,,Kazuma Okamoto,3B,23.32%,0
12,5204947474,csurunnerccr (13/20),0,139.65,1B Vladimir Guerrero Jr. 2B Xavier Edwards 3B Leo Jimenez C Liam Hicks OF Randy Arozarena OF George Springer OF Heriberto Hernandez P Logan Gilbert P Drew Rasmussen SS Javier Sanoja,,Carson Benge,OF,22.95%,3
12,5205025418,tbjones2121 (10/20),0,139.65,1B Kyle Stowers 2B Xavier Edwards 3B Javier Sanoja C Cal Raleigh OF Randy Arozarena OF Heriberto Hernandez OF Tyrone Taylor P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,Julio Rodriguez,OF,21.90%,9
12,5205187588,WILDCATBALLERS (3/20),0,139.65,1B Vladimir Guerrero Jr. 2B Luis Urias 3B Yandy Diaz C Cal Raleigh OF Randy Arozarena OF Heriberto Hernandez OF Esteury Ruiz P Logan Gilbert P Drew Rasmussen SS Javier Sanoja,,Xavier Edwards,2B,20.96%,0
12,5205538055,broncswin79 (18/20),0,139.65,1B Vladimir Guerrero Jr. 2B Luis Urias 3B Yandy Diaz C Cal Raleigh OF Randy Arozarena OF Heriberto Hernandez OF Esteury Ruiz P Logan Gilbert P Drew Rasmussen SS Javier Sanoja,,Cal Raleigh,C,20.42%,2
16,5205152538,kafedaiv (19/20),0,139.25,1B Josh Naylor 2B Cole Young 3B Junior Caminero C Liam Hicks OF Randy Arozarena OF A.J. Ewing OF Heriberto Hernandez P Drew Rasmussen P Kevin Gausman SS Javier Sanoja,,Junior Caminero,3B,20.26%,2
16,5205389306,Chadg20 (5/20),0,139.25,1B Josh Naylor 2B Cole Young 3B Brooks Lee C Ryan Jeffers OF Randy Arozarena OF Julio Rodriguez OF Dominic Canzone P Drew Rasmussen P Kevin Gausman SS Javier Sanoja,,Randy Arozarena,OF,19.95%,25
18,5205337144,pete0six (10/20),0,138.25,1B Kyle Stowers 2B Xavier Edwards 3B Javier Sanoja C Liam Hicks OF Randy Arozarena OF Julio Rodriguez OF Heriberto Hernandez P Drew Rasmussen P Kevin Gausman SS Francisco Lindor,,Luis Urias,2B,19.82%,5
19,5205415462,BuckeyeCity (8/20),0,137.65,1B Vladimir Guerrero Jr. 2B Xavier Edwards 3B Javier Sanoja C Alejandro Kirk OF George Springer OF Heriberto Hernandez OF Esteury Ruiz P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,Alejandro Kirk,C,19.48%,11
19,5205538587,Rhombus87 (9/20),0,137.65,1B Vladimir Guerrero Jr. 2B Luis Urias 3B Kazuma Okamoto C Alejandro Kirk OF Randy Arozarena OF George Springer OF Tyrone Taylor P Logan Gilbert P Drew Rasmussen SS Francisco Lindor,,Zac Thornton,P,16.62%,2.5
21,5205347366,chrispy2005 (4/20),0,137.25,1B Vladimir Guerrero Jr. 2B Cole Young 3B Brooks Lee C Alejandro Kirk OF Randy Arozarena OF Julio Rodriguez OF Heriberto Hernandez P Drew Rasmussen P Kevin Gausman SS Francisco Lindor,,Jordan Walker,OF,15.78%,6
22,5205214621,tpyo (16/20),0,136.65,1B Kyle Stowers 2B Kody Clemens 3B Javier Sanoja C Ivan Herrera OF Dominic Canzone OF Esteury Ruiz OF Griffin Conine P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,Bo Bichette,3B,13.96%,3
22,5205540439,bellsofwar3 (11/14),0,136.65,1B Kyle Stowers 2B Xavier Edwards 3B Javier Sanoja C Liam Hicks OF A.J. Ewing OF Griffin Conine OF Tyrone Taylor P Logan Gilbert P Drew Rasmussen SS Francisco Lindor,,Chandler Simpson,OF,13.83%,3
24,5205140499,sheed6 (10/20),0,136.25,1B Royce Lewis 2B Kody Clemens 3B Javier Sanoja C Ryan Jeffers OF Trevor Larnach OF Luke Keaschall OF Esteury Ruiz P Drew Rasmussen P Kevin Gausman SS Otto Lopez,,Alec Burleson,1B,12.52%,8
25,5205320679,Velllo (18/20),0,135.65,1B Vladimir Guerrero Jr. 2B Xavier Edwards 3B Javier Sanoja C Cal Raleigh OF Julio Rodriguez OF Esteury Ruiz OF Griffin Conine P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,Liam Hicks,C,12.48%,14
25,5205434949,stevenhenry43211 (10/14),0,135.65,1B Vladimir Guerrero Jr. 2B Luis Urias 3B Yandy Diaz C Mitch Garver OF Randy Arozarena OF Heriberto Hernandez OF Esteury Ruiz P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,Yandy Diaz,1B,12.15%,6
27,5205276560,HockeyCardsPlus (5/20),0,135.25,1B Josh Naylor 2B Cole Young 3B Yandy Diaz C Mitch Garver OF Randy Arozarena OF Julio Rodriguez OF George Springer P Drew Rasmussen P Kevin Gausman SS Francisco Lindor,,Munetaka Murakami,1B,11.98%,3
28,5205132391,KristianFTM (9/20),0,134.65,1B Alec Burleson 2B Xavier Edwards 3B Javier Sanoja C Ivan Herrera OF A.J. Ewing OF Esteury Ruiz OF Griffin Conine P Logan Gilbert P Drew Rasmussen SS Otto Lopez,,Esteury Ruiz,OF,11.94%,15
28,5205245584,blakemoore15 (4/5),0,134.65,1B Kyle Stowers 2B Cole Young 3B Javier Sanoja C Cal Raleigh OF Randy Arozarena OF Julio Rodriguez OF Heriberto Hernandez P Logan Gilbert P Drew Rasmussen SS Colt Emerson,,Cole Young,2B,11.71%,10
30,5205200459,rsumrall (17/20),0,134.25,1B Kyle Stowers 2B Cole Young 3B Leo Jimenez C Liam Hicks OF Randy Arozarena OF Julio Rodriguez OF Heriberto Hernandez P Drew Rasmussen P Kevin Gausman SS Otto Lopez,,Dominic Canzone,OF,11.68%,4
30,5205337153,pete0six (19/20),0,134.25,1B Vladimir Guerrero Jr. 2B Royce Lewis 3B Brooks Lee C Ryan Jeffers OF Randy Arozarena OF Luke Keaschall OF Esteury Ruiz P Drew Rasmussen P Kevin Gausman SS Ryan Kreidler,,Kyle Stowers,1B,11.68%,7
32,5205170873,love245555 (14/20),0,133.65,1B Josh Naylor 2B Xavier Edwards 3B Junior Caminero C Liam Hicks OF Dominic Canzone OF Esteury Ruiz OF Griffin Conine P Logan Gilbert P Drew Rasmussen SS Javier Sanoja,,Quinn Mathews,P,11.31%,7.85
