Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5195128209,luka0077 (3/9),0,214.9,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Hunter Goodman OF Fernando Tatis Jr. OF Cole Carrigg OF Jackson Merrill P Tatsuya Imai P David Peterson SS CJ Abrams,,Luis Castillo,P,39.51%,12.15
2,5195290056,upperslad (34/40),0,199.35,1B Yandy Diaz 2B Nico Hoerner 3B Junior Caminero C Nick Fortes OF Pete Crow-Armstrong OF Jonny DeLuca OF Cedric Mullins P Tatsuya Imai P Tyler Mahle SS CJ Abrams,,James Wood,OF,32.51%,16
3,5195356031,wtfbra97 (25/150),0,195.3,1B Luis Garcia Jr. 2B Jose Tena 3B Junior Caminero C Nick Fortes OF James Wood OF Chandler Simpson OF Cedric Mullins P Kumar Rocker P David Peterson SS CJ Abrams,,Daylen Lile,OF,25.87%,5
4,5195175213,Wanna_Square_Up1567 (34/150),0,192,1B Yandy Diaz 2B Willi Castro 3B Junior Caminero C Nick Fortes OF James Wood OF Jonny DeLuca OF Cedric Mullins P Matthew Liberatore P David Peterson SS CJ Abrams,,CJ Abrams,SS,24.22%,34
5,5194677538,whoisjohngalt420 (24/36),0,191.75,1B Luis Garcia Jr. 2B Ben Williamson 3B Junior Caminero C Nick Fortes OF James Wood OF Jonny DeLuca OF Cedric Mullins P Luis Castillo P David Peterson SS CJ Abrams,,Kumar Rocker,P,22.91%,27.7
6,5195292825,Skralph (92/150),0,190.85,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Hunter Goodman OF Fernando Tatis Jr. OF Chandler Simpson OF Cedric Mullins P Chase Burns P David Peterson SS Francisco Lindor,,Chase Burns,P,22.68%,24.25
7,5195356068,wtfbra97 (62/150),0,190.75,1B Jake Burger 2B Justin Foscue 3B Josh Jung C Hunter Goodman OF Mickey Moniak OF Wyatt Langford OF Brandon Nimmo P Kumar Rocker P Luinder Avila SS CJ Abrams,,Jose Tena,2B,21.67%,7
8,5195220767,case987 (6/150),0,190.3,1B TJ Rumfield 2B Willi Castro 3B Nolan Arenado C Hunter Goodman OF Mickey Moniak OF Cole Carrigg OF Max Kepler P Kumar Rocker P David Peterson SS CJ Abrams,,Hunter Goodman,C,21.11%,21
9,5195342785,Falcon24kern (59/116),0,190.1,1B Yandy Diaz 2B Justin Foscue 3B Junior Caminero C Nick Fortes OF James Wood OF Jonny DeLuca OF Chandler Simpson P Matthew Liberatore P Kumar Rocker SS CJ Abrams,,David Peterson,P,20.11%,24.6
10,5195179692,tpolak25 (125/150),0,189.9,1B Jake Burger 2B Willi Castro 3B Josh Jung C Hunter Goodman OF Wyatt Langford OF Cole Carrigg OF Brandon Nimmo P Tatsuya Imai P David Peterson SS CJ Abrams,,Cole Carrigg,OF,20.06%,16
11,5194514593,TY54321 (1/17),0,189.7,1B Alec Burleson 2B Ben Williamson 3B Junior Caminero C Nick Fortes OF James Wood OF Jonny DeLuca OF Cedric Mullins P Tatsuya Imai P Matthew Liberatore SS CJ Abrams,,Luis Garcia Jr.,1B,19.40%,11
12,5195356153,wtfbra97 (147/150),0,185.95,1B Jake Cronenworth 2B Vaughn Grissom 3B Manny Machado C Logan O'Hoppe OF Fernando Tatis Jr. OF Jo Adell OF Jorge Soler P Chase Burns P Kumar Rocker SS CJ Abrams,,Jake McCarthy,OF,17.17%,12
13,5195371663,Elwaysarmy (54/60),0,183.85,1B Jake Cronenworth 2B Luis Rengifo 3B Manny Machado C Shea Langeliers OF Fernando Tatis Jr. OF Jackson Merrill OF Lawrence Butler P Chase Burns P David Peterson SS Jacob Wilson,,Kyle Karros,3B,15.42%,8
14,5195297054,lukiej07 (29/30),0,182.8,1B TJ Rumfield 2B Willi Castro 3B Kyle Karros C Nick Fortes OF Mickey Moniak OF Jake McCarthy OF Cedric Mullins P Zac Thornton P Kumar Rocker SS CJ Abrams,,Matthew Liberatore,P,15.16%,9.4
15,5195734808,dcass1 (39/59),0,181.3,1B Luis Garcia Jr. 2B Jose Tena 3B Curtis Mead C Nick Fortes OF James Wood OF Chandler Simpson OF Cedric Mullins P Kumar Rocker P David Peterson SS CJ Abrams,,Framber Valdez,P,14.22%,-13.3
16,5195267978,cjcarlto (71/150),0,180.35,1B Jake Cronenworth 2B Luis Rengifo 3B Manny Machado C Drake Baldwin OF James Wood OF Fernando Tatis Jr. OF Jackson Merrill P Tatsuya Imai P Luinder Avila SS Jeremy Pena,,Brandon Sproat,P,13.36%,9.7
17,5195220747,case987 (1/150),0,178.3,1B TJ Rumfield 2B Willi Castro 3B Kyle Karros C Hunter Goodman OF Corbin Carroll OF Jake McCarthy OF Max Kepler P Kumar Rocker P David Peterson SS CJ Abrams,,Willi Castro,2B,13.00%,7
18,5195179702,tpolak25 (135/150),0,177.85,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Shea Langeliers OF Fernando Tatis Jr. OF Seiya Suzuki OF Jackson Merrill P Luis Castillo P Kumar Rocker SS Jacob Wilson,,Tatsuya Imai,P,12.83%,27.3
19,5194603553,OnPoint41 (7/12),0,177.7,1B Jonathan Aranda 2B Jose Tena 3B Junior Caminero C Nick Fortes OF James Wood OF Jonny DeLuca OF Cedric Mullins P Tatsuya Imai P Matthew Liberatore SS CJ Abrams,,Keibert Ruiz,C,12.03%,4
20,5195175220,Wanna_Square_Up1567 (41/150),0,176,1B Gavin Sheets 2B Jake Cronenworth 3B Manny Machado C Cal Raleigh OF James Wood OF Fernando Tatis Jr. OF Jackson Merrill P Matthew Liberatore P David Peterson SS CJ Abrams,,Curtis Mead,3B,11.37%,0
21,5195342769,Falcon24kern (43/116),0,175.3,1B Luis Garcia Jr. 2B Jose Tena 3B Isaac Paredes C Hunter Goodman OF Daylen Lile OF Cole Carrigg OF Heriberto Hernandez P Kumar Rocker P David Peterson SS CJ Abrams,,Ketel Marte,2B,10.45%,6
