Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5229445885,BAlmeida402 (3/3),0,152.45,1B Josh Bell 2B Kody Clemens 3B Cody Freeman C Ryan Jeffers OF Luke Keaschall OF Brandon Nimmo OF Michael Conforto P Parker Messick P Kevin Gausman SS Ryan Kreidler,,Parker Messick,P,59.55%,21.1
2,5229445884,BAlmeida402 (2/3),0,144.45,1B Josh Bell 2B Kody Clemens 3B Nick Yorke C Ryan Jeffers OF Luke Keaschall OF Brandon Nimmo OF Michael Conforto P Parker Messick P Kevin Gausman SS Ryan Kreidler,,Luke Keaschall,OF,35.96%,14
3,5229307290,Rhombus87 (3/3),0,144.05,1B Josh Bell 2B Kody Clemens 3B Pedro Ramirez C Ryan Jeffers OF Luke Keaschall OF Jung Hoo Lee OF Michael Conforto P Parker Messick P Zebby Matthews SS Nico Hoerner,,Ryan Jeffers,C,28.09%,7
4,5229308459,wazzu24 (1/2),0,134.05,1B Royce Lewis 2B Nick Gonzales 3B Pedro Ramirez C Ryan Jeffers OF Pete Crow-Armstrong OF Luke Keaschall OF Ryan Kreidler P Parker Messick P Zebby Matthews SS Kaelen Culpepper,,Chase Burns,P,26.97%,2.25
5,5229308460,wazzu24 (2/2),0,131.05,1B Royce Lewis 2B Nick Gonzales 3B Colson Montgomery C Carson Kelly OF Seiya Suzuki OF Ian Happ OF Michael Conforto P Parker Messick P Zebby Matthews SS Nico Hoerner,,Zack Wheeler,P,25.84%,-7.4
6,5229440747,aharrold323 (1/3),0,128.3,1B Jeff McNeil 2B Kody Clemens 3B Brooks Lee C Ryan Jeffers OF Zack Gelof OF Luke Keaschall OF Lawrence Butler P Parker Messick P Carson Whisenhunt SS Kaelen Culpepper,,Kaelen Culpepper,SS,24.72%,16
7,5229407451,scottd923 (2/2),0,123.35,1B Josh Bell 2B Jeff McNeil 3B Tommy White C Drew Romo OF Luke Keaschall OF Lawrence Butler OF Henry Bolte P Chase Burns P Parker Messick SS Kaelen Culpepper,,Pete Crow-Armstrong,OF,23.60%,0
8,5229352437,FlyBoysGangGreen (1/3),0,121.55,1B Jake Burger 2B Cody Freeman 3B Ezequiel Duran C J.T. Realmuto OF Bryce Harper OF Wyatt Langford OF Evan Carter P Zack Wheeler P Kumar Rocker SS Trea Turner,,Josh Bell,1B,19.10%,15
9,5229289072,mwear,0,121.3,1B Michael Busch 2B Kody Clemens 3B Jose Ramirez C Rafael Flores Jr. OF Byron Buxton OF Luke Keaschall OF Steven Kwan P Parker Messick P Carson Whisenhunt SS Kaelen Culpepper,,Michael Busch,1B,17.98%,6
10,5229307289,Rhombus87 (2/3),0,121.2,1B Michael Busch 2B Nico Hoerner 3B Pedro Ramirez C Austin Hedges OF Pete Crow-Armstrong OF Julio Rodriguez OF Michael Conforto P Chase Burns P Zebby Matthews SS Brayan Rocchio,,Zebby Matthews,P,17.98%,26.95
11,5229287533,ChokeHoldem1 (2/2),0,120.05,1B Ty France 2B Kody Clemens 3B Brooks Lee C Ryan Jeffers OF Luke Keaschall OF Esmerlyn Valdez OF Carlos Cortes P Parker Messick P Kumar Rocker SS Kaelen Culpepper,,Byron Buxton,OF,16.85%,21
12,5229407450,scottd923 (1/2),0,119.3,1B Josh Bell 2B Kody Clemens 3B Max Muncy C Ryan Jeffers OF Byron Buxton OF Luke Keaschall OF Lawrence Butler P Parker Messick P Carson Whisenhunt SS Donovan Walton,,Ian Happ,OF,16.85%,12
13,5229404341,MGBlaze,0,118.05,1B Michael Busch 2B Cody Freeman 3B Alex Bregman C Travis d'Arnaud OF Pete Crow-Armstrong OF Byron Buxton OF Luke Keaschall P Parker Messick P Zebby Matthews SS Kaelen Culpepper,,Rafael Flores Jr.,C,15.73%,12
14,5229422445,cjcarlto (1/3),0,116.65,1B Royce Lewis 2B Jeff McNeil 3B Zack Gelof C Ryan Jeffers OF Luke Keaschall OF Lawrence Butler OF Henry Bolte P Parker Messick P Jose Urquidy SS Kaelen Culpepper,,Donovan Walton,2B,15.73%,2
15,5229271005,TrueNorth79 (1/2),0,115.05,1B Jeff McNeil 2B Sal Stewart 3B Tommy White C Rafael Flores Jr. OF JJ Bleday OF Esmerlyn Valdez OF Henry Bolte P Parker Messick P Kumar Rocker SS Elly De La Cruz,,Jose Urquidy,P,15.73%,-6.45
15,5229271006,TrueNorth79 (2/2),0,115.05,1B Jeff McNeil 2B Sal Stewart 3B Tommy White C Rafael Flores Jr. OF JJ Bleday OF Esmerlyn Valdez OF Henry Bolte P Parker Messick P Kumar Rocker SS Elly De La Cruz,,Kody Clemens,2B,15.73%,10
17,5229339158,haitiankid79,0,114.8,1B Josh Bell 2B Pedro Ramirez 3B Brooks Lee C Cal Raleigh OF Ian Happ OF Luke Keaschall OF Jo Adell P Chase Burns P Jose Urquidy SS Zach Neto,,Tyler Stephenson,C,15.73%,8
18,5229422447,cjcarlto (3/3),0,114.05,1B Royce Lewis 2B Kody Clemens 3B Eugenio Suarez C Ryan Jeffers OF Byron Buxton OF Luke Keaschall OF Lars Nootbaar P Parker Messick P Zebby Matthews SS Christian Koss,,Dane Myers,OF,14.61%,0
19,5229301497,dmann8888,0,112.9,1B Josh Bell 2B Donovan Walton 3B Max Muncy C Ryan Jeffers OF Byron Buxton OF Luke Keaschall OF Lars Nootbaar P Parker Messick P Robbie Ray SS Kaelen Culpepper,,Eugenio Suarez,3B,13.48%,3
20,5229442658,AngerTornado (2/2),0,111.85,1B Josh Bell 2B Donovan Walton 3B Brooks Lee C Rafael Flores Jr. OF Byron Buxton OF Luke Keaschall OF Lawrence Butler P Chase Burns P George Klassen SS Kaelen Culpepper,,Tommy White,3B,12.36%,2
21,5229426037,sphere3d (1/2),0,109.9,1B Joc Pederson 2B Nico Hoerner 3B Ezequiel Duran C Drew Romo OF Wyatt Langford OF Sam Antonacci OF Brandon Nimmo P Parker Messick P Robbie Ray SS Corey Seager,,Jose Ramirez,3B,12.36%,3
22,5229426255,CLTGoBlue (3/3),0,109.05,1B Rafael Flores Jr. 2B Matt McLain 3B Nick Gonzales C Tyler Stephenson OF Oneil Cruz OF Bryan Reynolds OF Esmerlyn Valdez P Parker Messick P Zebby Matthews SS Elly De La Cruz,,Lawrence Butler,OF,12.36%,16
23,5229442873,WPalmer2014,0,108.1,1B Jake Burger 2B Chase Meidroth 3B Miguel Vargas C Rafael Flores Jr. OF Wyatt Langford OF Esmerlyn Valdez OF Brandon Nimmo P Braxton Ashcraft P George Klassen SS Colson Montgomery,,Brandon Nimmo,OF,12.36%,4
24,5229429339,sphere3d (2/2),0,107.05,1B Sal Stewart 2B Jeff McNeil 3B Eugenio Suarez C Tyler Stephenson OF Jackson Merrill OF Ian Happ OF Luke Keaschall P Parker Messick P Kumar Rocker SS Zach Neto,,Carson Whisenhunt,P,11.24%,10.2
25,5229382371,cptnspaulding (3/3),0,104.55,1B Josh Bell 2B Cody Freeman 3B Jose Ramirez C Ryan Jeffers OF Byron Buxton OF Jo Adell OF Steven Kwan P Zack Wheeler P Zebby Matthews SS Ryan Kreidler,,Seiya Suzuki,OF,11.24%,7
26,5229327243,salatso22 (1/3),0,104.3,1B Munetaka Murakami 2B Nico Hoerner 3B Alex Bregman C Carson Kelly OF Ian Happ OF Braden Montgomery OF Michael Conforto P Parker Messick P Carson Whisenhunt SS Colson Montgomery,,Matt McLain,2B,11.24%,0
27,5229304949,SoCalHusker (1/2),0,102.35,1B Royce Lewis 2B Donovan Walton 3B Tommy White C Drew Romo OF Byron Buxton OF Lawrence Butler OF Tristan Peters P Chase Burns P Parker Messick SS Kaelen Culpepper,,Brooks Lee,3B,11.24%,5
28,5229428966,bdvis07,0,100.9,1B Royce Lewis 2B Kody Clemens 3B Tommy White C Ryan Jeffers OF Byron Buxton OF Petey Halpin OF Ivan Johnson P Parker Messick P Robbie Ray SS Kaelen Culpepper,,Steven Kwan,OF,11.24%,8
29,5229440800,KizrBr (2/3),0,100.55,1B Tim Tawa 2B Jake Cronenworth 3B Brooks Lee C Ryan Jeffers OF Byron Buxton OF Luke Keaschall OF Jo Adell P Zack Wheeler P Zebby Matthews SS Ryan Kreidler,,Robbie Ray,P,11.24%,13.8
30,5229426253,CLTGoBlue (1/3),0,97.95,1B Joc Pederson 2B Matt McLain 3B Eugenio Suarez C Tyler Stephenson OF Wyatt Langford OF Brandon Nimmo OF Evan Carter P Zack Wheeler P Kevin Gausman SS Corey Seager,,Michael Conforto,OF,11.24%,28
31,5229436735,ACRII (1/2),0,96.75,1B Kyle Schwarber 2B Sal Stewart 3B Tommy White C Rafael Flores Jr. OF Pete Crow-Armstrong OF Luke Keaschall OF Tristan Peters P Robbie Ray P Zebby Matthews SS Zach Neto,,Sal Stewart,2B,10.11%,3
31,5229443689,ACRII (2/2),0,96.75,1B Kyle Schwarber 2B Sal Stewart 3B Tommy White C Rafael Flores Jr. OF Pete Crow-Armstrong OF Luke Keaschall OF Tristan Peters P Robbie Ray P Zebby Matthews SS Zach Neto,,Henry Bolte,OF,10.11%,17
33,5229440749,aharrold323 (3/3),0,95.2,1B Royce Lewis 2B Matt McLain 3B Eugenio Suarez C Ryan Jeffers OF Seiya Suzuki OF Luke Keaschall OF Ryan Kreidler P Chase Burns P Zebby Matthews SS Kaelen Culpepper,,Royce Lewis,1B,10.11%,3
34,5229285869,DCB1,0,94.9,1B Royce Lewis 2B Sal Stewart 3B Nick Gonzales C Ryan Jeffers OF Byron Buxton OF Zack Gelof OF Gavin Sheets P Kumar Rocker P Merrill Kelly SS Trea Turner,,Miguel Vargas,3B,10.11%,5
34,5229377151,chrismar123,0,94.9,1B Michael Busch 2B Sal Stewart 3B Cody Freeman C Elias Diaz OF Pete Crow-Armstrong OF Lawrence Butler OF Jo Adell P Parker Messick P Robbie Ray SS Kaelen Culpepper,,Drew Romo,C,10.11%,3
36,5229339723,JohnZaps,0,94.65,1B Josh Bell 2B Angel Genao 3B Nick Yorke C Ryan Jeffers OF Pete Crow-Armstrong OF Byron Buxton OF Luke Keaschall P Parker Messick P Jose Urquidy SS Kaelen Culpepper,,Kumar Rocker,P,8.99%,23.95
37,5229283441,eaglezzz,0,92.3,1B Michael Busch 2B Donovan Walton 3B Christian Koss C Ryan Jeffers OF Pete Crow-Armstrong OF Byron Buxton OF Luke Keaschall P Parker Messick P Carson Whisenhunt SS Geraldo Perdomo,,Elly De La Cruz,SS,8.99%,3
38,5229352439,FlyBoysGangGreen (3/3),0,91.55,1B Jake Burger 2B Cody Freeman 3B Bryson Stott C Elias Diaz OF Bryce Harper OF Wyatt Langford OF Brandon Nimmo P Zack Wheeler P Kumar Rocker SS Trea Turner,,Carson Kelly,C,8.99%,16
39,5229406720,BukkakeNinja,0,91.3,1B Michael Busch 2B Chase Meidroth 3B Bryson Stott C J.T. Realmuto OF Pete Crow-Armstrong OF Seiya Suzuki OF Jung Hoo Lee P Parker Messick P Carson Whisenhunt SS Corey Seager,,Jeff McNeil,2B,8.99%,17
40,5229298418,loosehead,0,88.65,1B Josh Bell 2B Jeff McNeil 3B Alex Bregman C Carson Kelly OF Pete Crow-Armstrong OF Ian Happ OF Braden Montgomery P Parker Messick P Jose Urquidy SS Donovan Walton,,Donovan Walton,SS,8.99%,2
41,5229309313,SoCalHusker (2/2),0,88.45,1B Josh Bell 2B Jeff McNeil 3B Brooks Lee C Ryan Jeffers OF Pete Crow-Armstrong OF Luke Keaschall OF Tristan Peters P Chase Burns P Carson Whisenhunt SS Donovan Walton,,Tristan Peters,OF,8.99%,16
42,5229312763,pg7811,0,87.65,1B Tommy White 2B Donovan Walton 3B Brooks Lee C Rafael Flores Jr. OF Lawrence Butler OF Jo Adell OF Evan Carter P Zack Wheeler P Logan Gilbert SS Corey Seager,,Corey Seager,SS,8.99%,23
43,5229388305,Hindu321,0,87.6,1B Kyle Schwarber 2B Cody Freeman 3B Miguel Vargas C J.T. Realmuto OF Ryan Waldschmidt OF Tristan Peters OF Gustavo Campero P Braxton Ashcraft P Parker Messick SS Zach Neto,,Esmerlyn Valdez,OF,7.87%,16
44,5229445883,BAlmeida402 (1/3),0,85.7,1B Josh Bell 2B Kody Clemens 3B Cody Freeman C Ryan Jeffers OF Luke Keaschall OF Dane Myers OF Ivan Johnson P Zack Wheeler P Parker Messick SS Ryan Kreidler,,Lars Nootbaar,OF,7.87%,0
45,5229365820,dylanjohn,0,85.65,1B Josh Bell 2B Kody Clemens 3B Tommy White C Ryan Jeffers OF Byron Buxton OF Luke Keaschall OF Lars Nootbaar P Parker Messick P Jose Urquidy SS Donovan Walton,,Ivan Johnson,OF,7.87%,2
46,5229351464,bryanbigbets (2/2),0,84.7,1B Michael Busch 2B Angel Genao 3B Jose Ramirez C Rafael Flores Jr. OF Angel Martinez OF Steven Kwan OF Michael Conforto P Zack Wheeler P Parker Messick SS Brayan Rocchio,,Jo Adell,OF,7.87%,7
47,5229382370,cptnspaulding (2/3),0,83.15,1B Sal Stewart 2B Angel Genao 3B Jose Ramirez C Tyler Stephenson OF Luke Keaschall OF Steven Kwan OF Dane Myers P Logan Gilbert P Parker Messick SS Brayan Rocchio,,Zach Neto,SS,7.87%,5
48,5229386249,Ivaldry (1/3),0,82.75,1B Josh Bell 2B Kody Clemens 3B Miguel Vargas C Ryan Jeffers OF Pete Crow-Armstrong OF Ian Happ OF Luke Keaschall P Jose Urquidy P Carson Whisenhunt SS Kaelen Culpepper,,Cody Freeman,2B,7.87%,8
49,5229442657,AngerTornado (1/2),0,82.7,1B Munetaka Murakami 2B Kody Clemens 3B Colson Montgomery C Drew Romo OF Sam Antonacci OF Luke Keaschall OF Braden Montgomery P Parker Messick P George Klassen SS Kaelen Culpepper,,Alex Bregman,3B,6.74%,5
50,5229395097,ggb777 (1/3),0,81.7,1B Nathaniel Lowe 2B Donovan Walton 3B Jose Ramirez C Rafael Flores Jr. OF Jo Adell OF Steven Kwan OF Evan Carter P Zack Wheeler P Parker Messick SS Corey Seager,,Nico Hoerner,2B,6.74%,2
51,5229352438,FlyBoysGangGreen (2/3),0,81.55,1B Kyle Schwarber 2B Cody Freeman 3B Bryson Stott C Elias Diaz OF Bryce Harper OF Brandon Nimmo OF Evan Carter P Zack Wheeler P Kumar Rocker SS Corey Seager,,Brayan Rocchio,SS,6.74%,2
52,5229327244,salatso22 (2/3),0,81.35,1B Joc Pederson 2B Pedro Ramirez 3B Ezequiel Duran C Carson Kelly OF Pete Crow-Armstrong OF Ian Happ OF Evan Carter P Chase Burns P Jeffrey Springs SS Nico Hoerner,,Evan Carter,OF,6.74%,11
