Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2B/SS,Nicky Lopez (43658730),Nicky Lopez,43658730,2B/SS,2700,CWS@TEX 07/22/2026 08:05PM ET,TEX,4.83
OF,Alejandro Osuna (43658852),Alejandro Osuna,43658852,OF,2700,CWS@TEX 07/22/2026 08:05PM ET,TEX,4.81
C,Christian Vazquez (43658636),Christian Vazquez,43658636,C,2700,MIA@HOU 07/22/2026 08:10PM ET,HOU,4.42
OF,Joey Loperfido (43658883),Joey Loperfido,43658883,OF,2700,MIA@HOU 07/22/2026 08:10PM ET,HOU,4.41
2B/3B,Gage Workman (43658756),Gage Workman,43658756,2B/3B,2700,DET@CHC 07/22/2026 08:10PM ET,DET,3.38
OF,Matt Shaw (43658920),Matt Shaw,43658920,OF,2700,DET@CHC 07/22/2026 08:10PM ET,CHC,4.93
C,Kyle Higashioka (43658635),Kyle Higashioka,43658635,C,2600,CWS@TEX 07/22/2026 08:05PM ET,TEX,4.88
C,Edgar Quero (43658856),Edgar Quero,43658856,C,2600,CWS@TEX 07/22/2026 08:05PM ET,CWS,3.44
3B,Graham Pauley (43658912),Graham Pauley,43658912,3B,2600,MIA@HOU 07/22/2026 08:10PM ET,MIA,3.32
OF,Zach Dezenzo (43658913),Zach Dezenzo,43658913,OF,2600,MIA@HOU 07/22/2026 08:10PM ET,HOU,3.57
2B,Josh Smith (43658737),Josh Smith,43658737,2B,2500,CWS@TEX 07/22/2026 08:05PM ET,TEX,4.35
OF,Junior Perez (43658779),Junior Perez,43658779,OF,2500,CWS@TEX 07/22/2026 08:05PM ET,CWS,2.25
SS,Nick Allen (43658752),Nick Allen,43658752,SS,2500,MIA@HOU 07/22/2026 08:10PM ET,HOU,3.02
3B,Leo Jimenez (43658798),Leo Jimenez,43658798,3B,2500,MIA@HOU 07/22/2026 08:10PM ET,MIA,3.96
2B/SS,Zach McKinstry (43658734),Zach McKinstry,43658734,2B/SS,2500,DET@CHC 07/22/2026 08:10PM ET,DET,4.22
OF,James Outman (43658788),James Outman,43658788,OF,2500,DET@CHC 07/22/2026 08:10PM ET,DET,2.80
SS,Trey Sweeney (43658862),Trey Sweeney,43658862,SS,2500,DET@CHC 07/22/2026 08:10PM ET,DET,0
OF,Zach Cole (43658910),Zach Cole,43658910,OF,2400,MIA@HOU 07/22/2026 08:10PM ET,HOU,3.95
OF,Dylan Carlson (43658725),Dylan Carlson,43658725,OF,2400,DET@CHC 07/22/2026 08:10PM ET,CHC,0.67
OF,Brooks Baldwin (43658879),Brooks Baldwin,43658879,OF,2300,CWS@TEX 07/22/2026 08:05PM ET,CWS,0
OF,Lucas Spence (43658929),Lucas Spence,43658929,OF,2300,MIA@HOU 07/22/2026 08:10PM ET,HOU,4.8
C,Jake Rogers (43658702),Jake Rogers,43658702,C,2300,DET@CHC 07/22/2026 08:10PM ET,DET,4.23
2B,Hao-Yu Lee (43658850),Hao-Yu Lee,43658850,2B,2300,DET@CHC 07/22/2026 08:10PM ET,DET,4.27
OF,Rece Hinds (43658809),Rece Hinds,43658809,OF,2200,MIA@HOU 07/22/2026 08:10PM ET,MIA,2.77
C,Austin Wynns (43669079),Austin Wynns,43669079,C,2100,CWS@TEX 07/22/2026 08:05PM ET,TEX,1.14
OF,Kevin Alcantara (43658823),Kevin Alcantara,43658823,OF,2100,DET@CHC 07/22/2026 08:10PM ET,CHC,1.37
OF,Dairon Blanco (43658770),Dairon Blanco,43658770,OF,2000,CWS@TEX 07/22/2026 08:05PM ET,TEX,0
OF,Michael Helman (43658790),Michael Helman,43658790,OF,2000,CWS@TEX 07/22/2026 08:05PM ET,TEX,2.53
2B,Cody Freeman (43658810),Cody Freeman,43658810,2B,2000,CWS@TEX 07/22/2026 08:05PM ET,TEX,2.29
3B/OF,Tanner Murray (43658825),Tanner Murray,43658825,3B/OF,2000,CWS@TEX 07/22/2026 08:05PM ET,CWS,3.15
OF,Cam Cauley (43658867),Cam Cauley,43658867,OF,2000,CWS@TEX 07/22/2026 08:05PM ET,TEX,3.93
OF,Rikuu Nishida (43658925),Rikuu Nishida,43658925,OF,2000,CWS@TEX 07/22/2026 08:05PM ET,CWS,2.58
SS,Carlos Correa (43658662),Carlos Correa,43658662,SS,2000,MIA@HOU 07/22/2026 08:10PM ET,HOU,8
OF,Daniel Johnson (43658729),Daniel Johnson,43658729,OF,2000,MIA@HOU 07/22/2026 08:10PM ET,HOU,1.75
2B/3B,Raynel Delgado (43658786),Raynel Delgado,43658786,2B/3B,2000,MIA@HOU 07/22/2026 08:10PM ET,HOU,3.18
2B/3B,Maximo Acosta (43658833),Maximo Acosta,43658833,2B/3B,2000,MIA@HOU 07/22/2026 08:10PM ET,MIA,0
1B,Deyvison De Los Santos (43658853),Deyvison De Los Santos,43658853,1B,2000,MIA@HOU 07/22/2026 08:10PM ET,MIA,2.67
SS,Jared Serna (43658892),Jared Serna,43658892,SS,2000,MIA@HOU 07/22/2026 08:10PM ET,MIA,0
C,Collin Price (43658906),Collin Price,43658906,C,2000,MIA@HOU 07/22/2026 08:10PM ET,HOU,1.71
OF,Brice Matthews (43658923),Brice Matthews,43658923,OF,2000,MIA@HOU 07/22/2026 08:10PM ET,HOU,3.99
1B/OF,Tyler Austin (43658649),Tyler Austin,43658649,1B/OF,2000,DET@CHC 07/22/2026 08:10PM ET,CHC,0
OF,Trei Cruz (43658763),Trei Cruz,43658763,OF,2000,DET@CHC 07/22/2026 08:10PM ET,DET,0
OF,Justin Dean (43658793),Justin Dean,43658793,OF,2000,DET@CHC 07/22/2026 08:10PM ET,CHC,2.25
2B,James Triantos (43658869),James Triantos,43658869,2B,2000,DET@CHC 07/22/2026 08:10PM ET,CHC,0
OF,Ben Malgeri (43658880),Ben Malgeri,43658880,OF,2000,DET@CHC 07/22/2026 08:10PM ET,DET,3.2
C,Thayron Liranzo (43658893),Thayron Liranzo,43658893,C,2000,DET@CHC 07/22/2026 08:10PM ET,DET,0
3B,Jace Jung (43658894),Jace Jung,43658894,3B,2000,DET@CHC 07/22/2026 08:10PM ET,DET,3
