Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5216600686,Vonny13,0,150.05,1B Andres Chaparro 2B Nico Hoerner 3B Alex Bregman C Carson Kelly OF Pete Crow-Armstrong OF Heriberto Hernandez OF Griffin Conine P Framber Valdez P Janson Junk SS CJ Abrams,,Pete Crow-Armstrong,OF,64.41%,9
2,5216455352,fan21,0,141.6,1B Spencer Torkelson 2B Nico Hoerner 3B Alex Bregman C Agustin Ramirez OF Pete Crow-Armstrong OF Jake Mangum OF Griffin Conine P Framber Valdez P David Peterson SS Kevin McGonigle,,Framber Valdez,P,62.71%,3.55
3,5216325012,penpix,0,140.6,1B Abimelec Ortiz 2B Nico Hoerner 3B Alex Bregman C Agustin Ramirez OF Pete Crow-Armstrong OF Seiya Suzuki OF Ronny Simon P Framber Valdez P David Peterson SS CJ Abrams,,Seiya Suzuki,OF,62.71%,16
4,5216585133,bleeski,0,139.3,1B Spencer Horwitz 2B Nico Hoerner 3B Alex Bregman C Henry Davis OF Pete Crow-Armstrong OF Seiya Suzuki OF Owen Caissie P Foster Griffin P David Peterson SS Dansby Swanson,,Carson Kelly,C,47.46%,2
5,5216012379,Stree,0,138.6,1B Spencer Horwitz 2B Xavier Edwards 3B Alex Bregman C Carson Kelly OF Pete Crow-Armstrong OF Seiya Suzuki OF Ronny Simon P Framber Valdez P David Peterson SS Dansby Swanson,,David Peterson,P,38.98%,14.05
6,5216198303,mrclean913,0,133.75,1B Andres Chaparro 2B Nico Hoerner 3B Pedro Ramirez C Harry Ford OF Pete Crow-Armstrong OF Seiya Suzuki OF Jacob Young P Foster Griffin P Janson Junk SS Dansby Swanson,,Alex Bregman,3B,38.98%,54
7,5216579092,Diesel,0,133.3,1B Spencer Horwitz 2B Angel Genao 3B Pedro Ramirez C Carson Kelly OF Pete Crow-Armstrong OF Seiya Suzuki OF Jo Adell P Foster Griffin P David Peterson SS Dansby Swanson,,Foster Griffin,P,33.90%,16.25
8,5216556730,djensen221,0,130.6,1B Michael Busch 2B Xavier Edwards 3B Alex Bregman C Carson Kelly OF Seiya Suzuki OF Bryan Reynolds OF Griffin Conine P Framber Valdez P David Peterson SS Otto Lopez,,CJ Abrams,SS,32.20%,9
9,5216618891,peterjpacheco,0,130.55,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Agustin Ramirez OF Pete Crow-Armstrong OF Seiya Suzuki OF Max Clark P David Peterson P Janson Junk SS Otto Lopez,,Nico Hoerner,2B,32.20%,3
10,5216291186,ar12gbp,0,129.8,1B Andres Chaparro 2B Nico Hoerner 3B Alex Bregman C Carson Kelly OF Seiya Suzuki OF Dylan Crews OF Jacob Young P Foster Griffin P Framber Valdez SS Dansby Swanson,,Janson Junk,P,30.51%,16.5
