Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5216026760,qbjjj,0,74.15,CPT Robbie Ray UTIL Dustin May UTIL Fernando Tatis Jr. UTIL Xander Bogaerts UTIL Freddy Fermin UTIL Sung-Mun Song,,Dustin May,UTIL,78.38%,22.15
2,5216227679,KristianFTM,0,72.23,CPT Dustin May UTIL Jackson Chourio UTIL Brice Turang UTIL Gary Sanchez UTIL David Hamilton UTIL Austin Hays,,Robbie Ray,UTIL,59.46%,10
3,5215666410,jjspash,0,64.15,CPT Jackson Chourio UTIL Dustin May UTIL Jackson Merrill UTIL Gary Sanchez UTIL Andrew Vaughn UTIL Joey Ortiz,,Andrew Vaughn,UTIL,48.65%,0
4,5216473308,jarradkern,0,63.23,CPT Dustin May UTIL Robbie Ray UTIL William Contreras UTIL Andrew Vaughn UTIL David Hamilton UTIL Jake Cronenworth,,Jackson Chourio,UTIL,45.95%,2
5,5216487697,137666,0,61.23,CPT Dustin May UTIL Robbie Ray UTIL Jackson Chourio UTIL David Hamilton UTIL Joey Ortiz UTIL Brandon Lockridge,,Jackson Merrill,UTIL,35.14%,7
6,5216011915,Stree,0,57.23,CPT Dustin May UTIL Robbie Ray UTIL Jake Bauers UTIL Andrew Vaughn UTIL Jake Cronenworth UTIL Brandon Lockridge,,Luis Rengifo,UTIL,35.14%,5
6,5216028412,jrice54,0,57.23,CPT Dustin May UTIL Robbie Ray UTIL Jake Bauers UTIL Andrew Vaughn UTIL Joey Ortiz UTIL Austin Hays,,William Contreras,UTIL,32.43%,4
8,5216382190,wittwerjoe,0,56.65,CPT Jackson Merrill UTIL Robbie Ray UTIL Dustin May UTIL Andrew Vaughn UTIL Xander Bogaerts UTIL Austin Hays,,Austin Hays,UTIL,32.43%,0
9,5216490369,RyanTheGoat33,0,56.23,CPT Dustin May UTIL Robbie Ray UTIL William Contreras UTIL Andrew Vaughn UTIL Jake Cronenworth UTIL Brandon Lockridge,,Manny Machado,UTIL,27.03%,0
10,5216196058,mrclean913,0,55.23,CPT Dustin May UTIL Jackson Chourio UTIL Jake Bauers UTIL Ty France UTIL David Hamilton UTIL Brandon Lockridge,,Jake Cronenworth,UTIL,27.03%,9
