Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5220640888,drunkonpappy (7/7),0,159.55,1B Abimelec Ortiz 2B Kody Clemens 3B Javier Sanoja C Agustin Ramirez OF Daylen Lile OF Heriberto Hernandez OF Esteury Ruiz P Dylan Cease P Eury Perez SS Otto Lopez,,Dylan Cease,P,60.37%,27.25
2,5220690815,RustyBGood (2/3),0,159,1B Munetaka Murakami 2B Xavier Edwards 3B Brooks Lee C Agustin Ramirez OF Kody Clemens OF Sam Antonacci OF Heriberto Hernandez P Michael Soroka P Christian Scott SS Otto Lopez,,Eury Perez,P,40.55%,19.3
3,5220744908,cptnspaulding (6/7),0,156.55,1B Abimelec Ortiz 2B Jake Cronenworth 3B Javier Sanoja C Agustin Ramirez OF Fernando Tatis Jr. OF Heriberto Hernandez OF Esteury Ruiz P Dylan Cease P Eury Perez SS Otto Lopez,,Heriberto Hernandez,OF,28.11%,20
4,5220744905,cptnspaulding (3/7),0,153.55,1B Jared Young 2B Xavier Edwards 3B Javier Sanoja C Agustin Ramirez OF Fernando Tatis Jr. OF Heriberto Hernandez OF Brett Baty P Dylan Cease P Eury Perez SS Otto Lopez,,Francisco Lindor,SS,27.65%,7
5,5220640885,drunkonpappy (4/7),0,152.6,1B Matt Olson 2B Xavier Edwards 3B Javier Sanoja C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Mike Yastrzemski P Eury Perez P Ryan Weathers SS Otto Lopez,,Agustin Ramirez,C,27.65%,21
6,5220774853,Thegamejoshyd44 (5/7),0,150.55,1B Alec Bohm 2B Xavier Edwards 3B Colson Montgomery C Agustin Ramirez OF Jarren Duran OF Heriberto Hernandez OF Tim Tawa P Dylan Cease P Eury Perez SS Francisco Lindor,,Christian Scott,P,23.96%,21.45
6,5220775017,Thegamejoshyd44 (6/7),0,150.55,1B Alec Bohm 2B Xavier Edwards 3B Colson Montgomery C Agustin Ramirez OF Jarren Duran OF Heriberto Hernandez OF Tim Tawa P Dylan Cease P Eury Perez SS Francisco Lindor,,Corbin Carroll,OF,22.12%,8
8,5220656655,Mige1 (6/7),0,147.75,1B Kyle Schwarber 2B Xavier Edwards 3B Javier Sanoja C Agustin Ramirez OF Bryce Harper OF Heriberto Hernandez OF Daz Cameron P Eury Perez P Christian Scott SS Otto Lopez,,Sean Burke,P,20.74%,0.95
9,5220741751,rphdallas (4/4),0,146.7,1B Kyle Schwarber 2B Bryson Stott 3B Javier Sanoja C Agustin Ramirez OF Heriberto Hernandez OF Esteury Ruiz OF Edmundo Sosa P Dylan Cease P Christian Scott SS Otto Lopez,,Carson Benge,OF,19.82%,0
10,5220684815,Celticsnc (1/7),0,142.55,1B Sal Stewart 2B Jake Cronenworth 3B Eugenio Suarez C Agustin Ramirez OF Heriberto Hernandez OF Esteury Ruiz OF Javier Sanoja P Dylan Cease P Ryan Weathers SS Otto Lopez,,Jared Young,1B,18.43%,12
10,5220702722,cholt27 (3/7),0,142.55,1B Jared Young 2B Xavier Edwards 3B Javier Sanoja C Agustin Ramirez OF Carson Benge OF A.J. Ewing OF Heriberto Hernandez P Dylan Cease P Eury Perez SS Otto Lopez,,Otto Lopez,SS,17.05%,7
