Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5198848885,jc000000,0,177.55,1B Rafael Devers 2B Jake Cronenworth 3B Casey Schmitt C Gabriel Moreno OF Heliot Ramos OF Jung Hoo Lee OF Nathan Lukes P Dylan Cease P Robbie Ray SS Geraldo Perdomo,,Dylan Cease,P,52.17%,50.85
2,5198690723,tmoney88,0,165.55,1B Kyle Stowers 2B Jake Cronenworth 3B Manny Machado C Freddy Fermin OF Fernando Tatis Jr. OF Jackson Merrill OF Esteury Ruiz P Dylan Cease P Robbie Ray SS Otto Lopez,,Dylan Crews,OF,47.83%,8
3,5198795923,relevanthought,0,138.9,1B Rafael Devers 2B Luis Arraez 3B Casey Schmitt C James McCann OF Corbin Carroll OF Heliot Ramos OF Jung Hoo Lee P Dylan Cease P Mitch Bratt SS Geraldo Perdomo,,Eury Perez,P,43.48%,8.35
4,5198795395,jrevelle3,0,135.2,1B Rafael Devers 2B Luis Arraez 3B Casey Schmitt C Logan O'Hoppe OF Jo Adell OF Jorge Soler OF Jose Siri P Dylan Cease P Eury Perez SS Zach Neto,,Foster Griffin,P,34.78%,12.2
5,5198739650,cagea65,0,128.05,1B Bryce Eldridge 2B Luis Arraez 3B Casey Schmitt C Logan O'Hoppe OF Jackson Merrill OF Jo Adell OF Jose Siri P Dylan Cease P Foster Griffin SS Zach Neto,,Robbie Ray,P,34.78%,22.7
6,5198728629,Longlegs202,0,123.1,1B Ty France 2B Nasim Nunez 3B Casey Schmitt C Gabriel Moreno OF Dylan Crews OF George Springer OF Drew Gilbert P Dylan Cease P Sonny Gray SS Xander Bogaerts,,CJ Abrams,SS,30.43%,31
7,5198790744,salatso22,0,121.6,1B Rafael Devers 2B Nasim Nunez 3B Nolan Arenado C Gabriel Moreno OF Dylan Crews OF Daylen Lile OF Jacob Young P Sonny Gray P Eury Perez SS CJ Abrams,,Sonny Gray,P,26.09%,1.25
8,5198694278,jpeyton1219,0,108.05,1B Rafael Devers 2B Vaughn Grissom 3B Curtis Mead C Keibert Ruiz OF Corbin Carroll OF Dylan Crews OF Jo Adell P Eury Perez P Robbie Ray SS Otto Lopez,,James Wood,OF,26.09%,3
9,5198813292,BigDuke512,0,107.55,1B Bryce Eldridge 2B Ildemaro Vargas 3B Casey Schmitt C James McCann OF Corbin Carroll OF Heliot Ramos OF Dylan Crews P Dylan Cease P Robbie Ray SS Javier Sanoja,,Curtis Mead,3B,26.09%,6
10,5198733722,briguy13,0,106.55,1B Ildemaro Vargas 2B Ketel Marte 3B Nolan Arenado C James McCann OF James Wood OF Dylan Crews OF Daylen Lile P Dylan Cease P Robbie Ray SS Javier Sanoja,,Casey Schmitt,3B,26.09%,7
11,5198703029,p1boggan,0,105.45,1B Andres Chaparro 2B Jake Cronenworth 3B Curtis Mead C Freddy Fermin OF James Wood OF Daylen Lile OF Luis Rengifo P Foster Griffin P Sonny Gray SS CJ Abrams,,Zach Neto,SS,26.09%,2
12,5198839425,y2kFrog,0,98.55,1B Andres Chaparro 2B Vaughn Grissom 3B Curtis Mead C Logan O'Hoppe OF Mike Trout OF Dylan Crews OF Jo Adell P Foster Griffin P Eury Perez SS CJ Abrams,,Rafael Devers,1B,26.09%,30
13,5198725648,Ilost626,0,97.55,1B Nolan Schanuel 2B Xavier Edwards 3B Curtis Mead C Keibert Ruiz OF Dylan Crews OF Ceddanne Rafaela OF Masataka Yoshida P Dylan Cease P Robbie Ray SS Zach Neto,,Javier Sanoja,3B,26.09%,0
14,5198787803,edwardharper,0,93.05,1B Kyle Stowers 2B Anthony Seigler 3B Curtis Mead C Keibert Ruiz OF James Wood OF Drew Gilbert OF Griffin Conine P Dylan Cease P Foster Griffin SS Javier Sanoja,,Jo Adell,OF,21.74%,5
15,5198734505,meyers2305,0,86.55,1B Rafael Devers 2B Xavier Edwards 3B Javier Sanoja C Liam Hicks OF Heliot Ramos OF Heriberto Hernandez OF Griffin Conine P Foster Griffin P Eury Perez SS CJ Abrams,,Anthony Seigler,2B,21.74%,2
16,5198723288,seth1374,0,85.1,1B Kyle Stowers 2B Ketel Marte 3B Javier Sanoja C James McCann OF Corbin Carroll OF Heriberto Hernandez OF Ryan Waldschmidt P Dylan Cease P Sonny Gray SS Otto Lopez,,James McCann,C,21.74%,5
17,5198785690,makehm,0,77.55,1B Andres Chaparro 2B Anthony Seigler 3B Curtis Mead C Connor Wong OF James Wood OF Dylan Crews OF Masataka Yoshida P Foster Griffin P Eury Perez SS CJ Abrams,,Corbin Carroll,OF,17.39%,4
18,5198680561,mwear,0,74.35,1B Ildemaro Vargas 2B Ketel Marte 3B Nolan Arenado C Gabriel Moreno OF Mike Trout OF Dylan Crews OF Jorge Soler P Dylan Cease P Ryan Johnson SS Zach Neto,,Willson Contreras,1B,17.39%,2
19,5198831596,Wanna_Square_Up1567,0,74.05,1B Willson Contreras 2B Ketel Marte 3B Caleb Durbin C Connor Wong OF Dylan Crews OF Ceddanne Rafaela OF Masataka Yoshida P Eury Perez P Robbie Ray SS CJ Abrams,,Ketel Marte,2B,17.39%,0
20,5198764792,wittwerjoe,0,73.05,1B Willson Contreras 2B Anthony Seigler 3B Nolan Arenado C James McCann OF Wilyer Abreu OF Ceddanne Rafaela OF Jarren Duran P Eury Perez P Robbie Ray SS CJ Abrams,,Mike Trout,OF,17.39%,8
21,5198800589,Pokey0612,0,45.45,1B Ty France 2B Xavier Edwards 3B Vaughn Grissom C Liam Hicks OF James Wood OF Dylan Crews OF Heriberto Hernandez P Foster Griffin P Sonny Gray SS Javier Sanoja,,Heliot Ramos,OF,17.39%,5
22,5198840017,Jackie2424,0,41.55,1B Willson Contreras 2B Anthony Seigler 3B Caleb Durbin C Connor Wong OF Mike Trout OF Wilyer Abreu OF Jo Adell P Foster Griffin P Eury Perez SS Zach Neto,,Gabriel Moreno,C,17.39%,7
23,5198776648,bleeski,0,33.6,1B Willson Contreras 2B Anthony Seigler 3B Vaughn Grissom C Connor Wong OF James Wood OF Mike Trout OF Masataka Yoshida P Sonny Gray P Eury Perez SS Zach Neto,,Nolan Arenado,3B,17.39%,2
,,,,,,,Vaughn Grissom,2B,17.39%,7
,,,,,,,Masataka Yoshida,OF,17.39%,0
,,,,,,,Connor Wong,C,17.39%,0
,,,,,,,Otto Lopez,SS,13.04%,12
,,,,,,,Luis Arraez,2B,13.04%,12
,,,,,,,Ceddanne Rafaela,OF,13.04%,0
,,,,,,,Xavier Edwards,2B,13.04%,0
,,,,,,,Kyle Stowers,1B,13.04%,7
,,,,,,,Daylen Lile,OF,13.04%,12
,,,,,,,Keibert Ruiz,C,13.04%,5
,,,,,,,Heriberto Hernandez,OF,13.04%,0
,,,,,,,Ildemaro Vargas,1B,13.04%,3
,,,,,,,Andres Chaparro,1B,13.04%,7
,,,,,,,Jake Cronenworth,2B,13.04%,18
,,,,,,,Logan O'Hoppe,C,13.04%,6
,,,,,,,Wilyer Abreu,OF,8.70%,0
,,,,,,,Liam Hicks,C,8.70%,0
,,,,,,,Jackson Merrill,OF,8.70%,17
,,,,,,,Geraldo Perdomo,SS,8.70%,0
,,,,,,,Nasim Nunez,2B,8.70%,4
,,,,,,,Bryce Eldridge,1B,8.70%,2
,,,,,,,Jung Hoo Lee,OF,8.70%,25
,,,,,,,Jorge Soler,OF,8.70%,0
,,,,,,,Caleb Durbin,3B,8.70%,2
,,,,,,,Ty France,1B,8.70%,14
,,,,,,,Drew Gilbert,OF,8.70%,7
,,,,,,,Griffin Conine,OF,8.70%,0
,,,,,,,Jose Siri,OF,8.70%,14
,,,,,,,Freddy Fermin,C,8.70%,5
,,,,,,,Ryan Johnson,P,4.35%,-6.5
,,,,,,,Mitch Bratt,P,4.35%,0.05
,,,,,,,Fernando Tatis Jr.,OF,4.35%,4
,,,,,,,Manny Machado,3B,4.35%,7
,,,,,,,Jarren Duran,OF,4.35%,0
,,,,,,,George Springer,OF,4.35%,21
,,,,,,,Xander Bogaerts,SS,4.35%,3
,,,,,,,Nolan Schanuel,1B,4.35%,3
,,,,,,,Jacob Young,OF,4.35%,18
,,,,,,,Ryan Waldschmidt,OF,4.35%,5
,,,,,,,Esteury Ruiz,OF,4.35%,22
,,,,,,,Luis Rengifo,OF,4.35%,10
,,,,,,,Nathan Lukes,OF,4.35%,12
