Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5223050476,billmacq2000,0,94.575,CPT Eric Lauer UTIL Shohei Ohtani UTIL Jake McCarthy UTIL Willi Castro UTIL Connor Norby UTIL Ezequiel Tovar,,Connor Norby,UTIL,54.24%,7
2,5223006472,j-wolf05,0,90,CPT Shohei Ohtani UTIL Jake McCarthy UTIL TJ Rumfield UTIL Willi Castro UTIL Jordan Beck UTIL Braxton Fulford,,Shohei Ohtani,UTIL,42.37%,16
2,5223052364,tinlikethemetal,0,90,CPT Shohei Ohtani UTIL Jake McCarthy UTIL Cole Carrigg UTIL Willi Castro UTIL Connor Norby UTIL Braxton Fulford,,Willi Castro,UTIL,37.29%,32
4,5222750817,corruption79,0,89.5,CPT Connor Norby UTIL Shohei Ohtani UTIL Freddie Freeman UTIL Mookie Betts UTIL Tommy Edman UTIL Willi Castro,,Hunter Feduccia,UTIL,37.29%,6
5,5223015039,Oxyfide,0,88.5,CPT Freddie Freeman UTIL Shohei Ohtani UTIL TJ Rumfield UTIL Teoscar Hernandez UTIL Connor Norby UTIL Hunter Feduccia,,Ezequiel Tovar,UTIL,27.12%,0
6,5223012277,tentguy42,0,88,CPT Shohei Ohtani UTIL Freddie Freeman UTIL Mookie Betts UTIL Willi Castro UTIL Connor Norby UTIL Hunter Feduccia,,Freddie Freeman,UTIL,27.12%,19
7,5222559283,razornash,0,87,CPT Shohei Ohtani UTIL Tommy Edman UTIL Teoscar Hernandez UTIL Willi Castro UTIL Troy Johnston UTIL Adael Amador,,Jake McCarthy,UTIL,25.42%,17
8,5223067830,chavita71,0,86,CPT Tommy Edman UTIL Max Muncy UTIL Mookie Betts UTIL TJ Rumfield UTIL Teoscar Hernandez UTIL Willi Castro,,Max Muncy,UTIL,23.73%,5
9,5223045283,JohnZaps,0,85,CPT Shohei Ohtani UTIL Andy Pages UTIL Jake McCarthy UTIL Willi Castro UTIL Jordan Beck UTIL Connor Norby,,Jordan Beck,UTIL,23.73%,2
10,5222843325,huggs07,0,83.55,CPT Max Muncy UTIL Eric Lauer UTIL Shohei Ohtani UTIL Willi Castro UTIL Connor Norby UTIL Hunter Feduccia,,Shohei Ohtani,CPT,22.03%,24
11,5223038901,bleeski,0,83,CPT Tommy Edman UTIL Freddie Freeman UTIL Max Muncy UTIL Andy Pages UTIL Willi Castro UTIL Hunter Feduccia,,Andy Pages,UTIL,22.03%,3
12,5223053349,mamamoons,0,81.575,CPT Eric Lauer UTIL Shohei Ohtani UTIL Jake McCarthy UTIL Teoscar Hernandez UTIL Connor Norby UTIL Ezequiel Tovar,,TJ Rumfield,UTIL,20.34%,12
13,5223075645,DbreezyLivee365,0,80.575,CPT Eric Lauer UTIL Shohei Ohtani UTIL Jake McCarthy UTIL TJ Rumfield UTIL Connor Norby UTIL Hunter Feduccia,,Eric Lauer,UTIL,20.34%,15.05
14,5223043960,Monkeezgrissom,0,80.05,CPT Shohei Ohtani UTIL Eric Lauer UTIL Kyle Tucker UTIL Teoscar Hernandez UTIL Connor Norby UTIL Hunter Feduccia,,Cole Carrigg,UTIL,18.64%,7
15,5223079987,MofnTrap87,0,80,CPT Mookie Betts UTIL Max Muncy UTIL TJ Rumfield UTIL Tommy Edman UTIL Teoscar Hernandez UTIL Willi Castro,,Eric Lauer,CPT,18.64%,22.58
16,5223075703,hawgtcd,0,79.575,CPT Eric Lauer UTIL Shohei Ohtani UTIL Andy Pages UTIL Willi Castro UTIL Ezequiel Tovar UTIL Hunter Feduccia,,Teoscar Hernandez,UTIL,16.95%,19
17,5223068950,playboi_956,0,75.05,CPT Shohei Ohtani UTIL Eric Lauer UTIL Kyle Tucker UTIL Teoscar Hernandez UTIL Jordan Beck UTIL Hunter Feduccia,,Mookie Betts,UTIL,15.25%,0
18,5222255969,jazzyj0619,0,74,CPT Mickey Moniak UTIL Jake McCarthy UTIL Cole Carrigg UTIL TJ Rumfield UTIL Willi Castro UTIL Hunter Feduccia,,Tommy Edman,UTIL,15.25%,12
19,5222543484,howardwi,0,73.575,CPT Eric Lauer UTIL Shohei Ohtani UTIL Kyle Tucker UTIL Teoscar Hernandez UTIL Connor Norby UTIL Ezequiel Tovar,,Braxton Fulford,UTIL,11.86%,3
20,5223002865,Harvesters0812,0,73.225006,CPT Eric Lauer UTIL Ryan Feltner UTIL Shohei Ohtani UTIL Willi Castro UTIL Ezequiel Tovar UTIL Hunter Feduccia,,Max Muncy,CPT,10.17%,7.5
21,5223079939,djjrfitzy,0,72.975,CPT Ryan Feltner UTIL Freddie Freeman UTIL Jake McCarthy UTIL Willi Castro UTIL Connor Norby UTIL Braxton Fulford,,Mickey Moniak,UTIL,8.47%,0
