Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5193523210,BrentK1092690,0,255.25,1B Ty France 2B Josh Rojas 3B Manny Machado C Drake Baldwin OF Fernando Tatis Jr. OF Wyatt Langford OF Jackson Merrill P Paul Skenes P Hunter Brown SS Francisco Lindor,,Paul Skenes,P,51.64%,28.35
1,5193622459,MartyParty323,0,255.25,1B Ty France 2B Josh Rojas 3B Manny Machado C Drake Baldwin OF Fernando Tatis Jr. OF Wyatt Langford OF Jackson Merrill P Paul Skenes P Hunter Brown SS Francisco Lindor,,Carter Jensen,C,33.05%,5
1,5193700805,scrub69,0,255.25,1B Ty France 2B Josh Rojas 3B Manny Machado C Drake Baldwin OF Fernando Tatis Jr. OF Wyatt Langford OF Jackson Merrill P Paul Skenes P Hunter Brown SS Francisco Lindor,,Francisco Lindor,SS,25.15%,30
4,5193508095,KenTasch,0,243.45,1B Ty France 2B Ozzie Albies 3B Manny Machado C Drake Baldwin OF Fernando Tatis Jr. OF Jackson Merrill OF Joc Pederson P Paul Skenes P Nolan McLean SS Xander Bogaerts,,Yordan Alvarez,OF,23.21%,7
5,5193526892,lilly99,0,242.9,1B Ty France 2B Jose Altuve 3B Josh Jung C Drake Baldwin OF Seiya Suzuki OF Jackson Merrill OF Esmerlyn Valdez P Paul Skenes P Shota Imanaga SS Gunnar Henderson,,Shota Imanaga,P,22.54%,23.55
6,5193316821,drunkonpappy,0,235.85,1B Ty France 2B Xavier Edwards 3B Manny Machado C Drake Baldwin OF Fernando Tatis Jr. OF Jackson Merrill OF Heriberto Hernandez P Paul Skenes P Eury Perez SS Xander Bogaerts,,Lane Thomas,OF,22.04%,7
7,5193254521,zandwich,0,232.45,1B Ty France 2B Xavier Edwards 3B Yandy Diaz C Luis Campusano OF Fernando Tatis Jr. OF Jackson Merrill OF Jase Bowen P Paul Skenes P Nolan McLean SS Francisco Lindor,,Sonny Gray,P,21.03%,20.1
8,5193712539,bleeski,0,229.45,1B Ty France 2B Brice Turang 3B Manny Machado C Drake Baldwin OF Jackson Merrill OF Esmerlyn Valdez OF Brandon Nimmo P Paul Skenes P Nolan McLean SS Xander Bogaerts,,Juan Soto,OF,21.03%,12
9,5193465610,whoisjohngalt420,0,224.9,1B Ty France 2B Brett Baty 3B Manny Machado C Luis Campusano OF Juan Soto OF Fernando Tatis Jr. OF Jackson Merrill P Paul Skenes P Shota Imanaga SS Francisco Lindor,,Hunter Brown,P,20.35%,3.9
9,5193796931,tylaiviac,0,224.9,1B Ty France 2B Jose Altuve 3B Manny Machado C Carter Jensen OF Fernando Tatis Jr. OF Jac Caglianone OF Jackson Merrill P Paul Skenes P Shota Imanaga SS Xander Bogaerts,,Fernando Tatis Jr.,OF,19.51%,32
11,5193699135,slimjimmy17,0,223.25,1B Ty France 2B Jose Altuve 3B Manny Machado C Carter Jensen OF Fernando Tatis Jr. OF Jackson Merrill OF Jase Bowen P Paul Skenes P Hunter Brown SS Francisco Lindor,,Michael Busch,1B,18.33%,15
12,5193559828,ksolo61,0,222.45,1B Ty France 2B Xavier Edwards 3B Caleb Durbin C Drake Baldwin OF Fernando Tatis Jr. OF Esmerlyn Valdez OF Jahmai Jones P Paul Skenes P Nolan McLean SS Trea Turner,,Joey Cantillo,P,17.83%,11.25
13,5193458966,bell267ben,0,219.45,1B Ty France 2B Jose Altuve 3B Miguel Andujar C Carter Jensen OF Fernando Tatis Jr. OF Jac Caglianone OF Lane Thomas P Paul Skenes P Nolan McLean SS Francisco Lindor,,Esmerlyn Valdez,OF,17.49%,20
14,5193269537,cmenard0225,0,216.9,1B Jac Caglianone 2B Jose Altuve 3B Miguel Andujar C Carter Jensen OF Fernando Tatis Jr. OF Jackson Merrill OF Lane Thomas P Paul Skenes P Shota Imanaga SS Francisco Lindor,,Manny Machado,3B,17.41%,8
15,5193120280,kreller17,0,214.25,1B Ty France 2B Ozzie Albies 3B Manny Machado C Drake Baldwin OF Fernando Tatis Jr. OF Jackson Merrill OF Brewer Hicklen P Paul Skenes P Hunter Brown SS Xander Bogaerts,,Xander Bogaerts,SS,15.48%,9
16,5193042510,UncleFestus99,0,211.85,1B Ty France 2B Jose Altuve 3B Miguel Andujar C Yainer Diaz OF Yordan Alvarez OF Fernando Tatis Jr. OF Jackson Merrill P Paul Skenes P Eury Perez SS Xander Bogaerts,,Nolan McLean,P,14.05%,35.1
17,5193719884,ArchimedesWhitfield,0,211.8,1B Ty France 2B Ozzie Albies 3B Manny Machado C Drake Baldwin OF Pete Crow-Armstrong OF Fernando Tatis Jr. OF Jackson Merrill P Shota Imanaga P Joey Cantillo SS Xander Bogaerts,,Jac Caglianone,1B,13.71%,21
18,5193700069,Mojo56,0,210.8,1B Ty France 2B Xavier Edwards 3B Junior Caminero C Drake Baldwin OF Fernando Tatis Jr. OF Wyatt Langford OF Brandon Nimmo P Shota Imanaga P Joey Cantillo SS Francisco Lindor,,Pete Crow-Armstrong,OF,13.20%,7
19,5193777783,Millsy67,0,210.65,1B Jac Caglianone 2B Travis Bazzana 3B Caleb Durbin C Drake Baldwin OF Fernando Tatis Jr. OF Ceddanne Rafaela OF Esmerlyn Valdez P Sonny Gray P Shota Imanaga SS Francisco Lindor,,Jose Altuve,2B,13.12%,21
20,5193726298,wproff,0,209.25,1B Jac Caglianone 2B Nico Hoerner 3B Manny Machado C Carter Jensen OF Fernando Tatis Jr. OF Jackson Merrill OF Lane Thomas P Nolan McLean P Brandon Young SS Xander Bogaerts,,Ty France,1B,12.70%,34
21,5193495075,doughboy247,0,208.05,1B Ty France 2B Jose Altuve 3B Manny Machado C Carter Jensen OF Fernando Tatis Jr. OF Seiya Suzuki OF Jackson Merrill P Eury Perez P Shota Imanaga SS Dansby Swanson,,Drake Baldwin,C,11.69%,44
22,5193493166,Bgoebert,0,207.9,1B Ty France 2B Jose Altuve 3B Manny Machado C Carter Jensen OF Fernando Tatis Jr. OF Jac Caglianone OF Wyatt Langford P Paul Skenes P Shota Imanaga SS Xander Bogaerts,,A.J. Ewing,OF,11.44%,6
23,5193458466,Jwitdabucks,0,206.25,1B Jac Caglianone 2B Josh Rojas 3B Manny Machado C Drake Baldwin OF Fernando Tatis Jr. OF Wyatt Langford OF Isaac Collins P Paul Skenes P Hunter Brown SS Francisco Lindor,,Wyatt Langford,OF,11.02%,26
