Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5194000859,sphere3d (2/2),0,156.85,1B Andres Chaparro 2B Nasim Nunez 3B Kevin McGonigle C Harry Ford OF Jordan Walker OF Riley Greene OF Dylan Crews P Logan Gilbert P Foster Griffin SS Geraldo Perdomo,,Logan Gilbert,P,60.94%,28.5
2,5193957593,w1234,0,150.85,1B Andres Chaparro 2B Nasim Nunez 3B Curtis Mead C Harry Ford OF Riley Greene OF Dylan Crews OF Julio Rodriguez P Logan Gilbert P Foster Griffin SS Kevin McGonigle,,Casey Mize,P,43.10%,11.9
3,5193319203,drunkonpappy (2/8),0,146.75,1B Josh Naylor 2B Cole Young 3B Curtis Mead C Cal Raleigh OF Randy Arozarena OF Dylan Crews OF Julio Rodriguez P Logan Gilbert P Ryan Johnson SS Zach Neto,,Riley Greene,OF,35.02%,16
4,5193253631,Emac (8/8),0,146.5,1B Bryce Eldridge 2B Nasim Nunez 3B Curtis Mead C Shea Langeliers OF Dylan Crews OF Jacob Young OF James Outman P Casey Mize P Robbie Ray SS CJ Abrams,,James Wood,OF,34.34%,0
5,5193388356,tbjones2121 (1/8),0,145.85,1B Blaze Jordan 2B JJ Wetherholt 3B Curtis Mead C Harry Ford OF James Wood OF Dylan Crews OF Lars Nootbaar P Robbie Ray P Ryan Johnson SS CJ Abrams,,Robbie Ray,P,27.61%,13.6
5,5194039186,Branaman12 (3/8),0,145.85,1B Andres Chaparro 2B Oswald Peraza 3B Curtis Mead C Harry Ford OF Mike Trout OF Dylan Crews OF Josh Lowe P Logan Gilbert P Foster Griffin SS CJ Abrams,,Foster Griffin,P,26.94%,16.35
7,5194039462,Darkmen715 (2/8),0,144.1,1B Blaze Jordan 2B Hao-Yu Lee 3B Curtis Mead C Jake Rogers OF James Wood OF Riley Greene OF Dylan Crews P Logan Gilbert P Robbie Ray SS CJ Abrams,,Curtis Mead,3B,25.93%,16
8,5193383509,mythicalrhymer01 (8/8),0,143.85,1B Josh Naylor 2B Nasim Nunez 3B J.P. Crawford C Harry Ford OF James Wood OF Dylan Crews OF Weston Wilson P Logan Gilbert P Foster Griffin SS CJ Abrams,,Corbin Carroll,OF,21.21%,5
9,5194010783,Thegamejoshyd44 (3/8),0,141.85,1B Andres Chaparro 2B JJ Wetherholt 3B Curtis Mead C Harry Ford OF Corbin Carroll OF Dylan Crews OF Jacob Young P Logan Gilbert P Foster Griffin SS Geraldo Perdomo,,Spencer Torkelson,1B,21.21%,0
9,5194052063,Thegamejoshyd44 (7/8),0,141.85,1B Andres Chaparro 2B JJ Wetherholt 3B Curtis Mead C Harry Ford OF Corbin Carroll OF Dylan Crews OF Jacob Young P Logan Gilbert P Foster Griffin SS Geraldo Perdomo,,Geraldo Perdomo,SS,20.20%,18
11,5193319202,drunkonpappy (1/8),0,140.75,1B Andres Chaparro 2B Cole Young 3B Curtis Mead C Cal Raleigh OF James Wood OF Dylan Crews OF Max Kepler P Logan Gilbert P Ryan Johnson SS CJ Abrams,,Dylan Crews,OF,20.20%,20
12,5194009998,124hoffman (6/6),0,140.25,1B Bryce Eldridge 2B Luis Arraez 3B Casey Schmitt C Harry Ford OF Dylan Crews OF Max Kepler OF Julio Rodriguez P Casey Mize P Foster Griffin SS CJ Abrams,,Harry Ford,C,19.87%,14
13,5194027697,bleeski (4/8),0,139.85,1B Alec Burleson 2B Vaughn Grissom 3B J.P. Crawford C Ivan Herrera OF Jordan Walker OF Riley Greene OF Julio Rodriguez P Logan Gilbert P Foster Griffin SS Geraldo Perdomo,,Ketel Marte,2B,19.53%,7
