Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5200710443,bkukor,0,121.9,1B Nolan Schanuel 2B Vaughn Grissom 3B Isaac Paredes C Connor Wong OF Mike Trout OF Jorge Soler OF Taylor Trammell P Tyler Mahle P Payton Tolle SS Jeremy Pena,,Payton Tolle,P,64.41%,22.4
2,5200238615,stock2mail,0,112.9,1B Nolan Schanuel 2B Vaughn Grissom 3B Curtis Mead C Tyler Heineman OF Mike Trout OF Jorge Soler OF Taylor Trammell P Tyler Mahle P Payton Tolle SS Jeremy Pena,,Jeremy Pena,SS,49.15%,9
3,5200670577,sportsfan14,0,112.5,1B Nolan Schanuel 2B Jose Altuve 3B Vaughn Grissom C Christian Vazquez OF Mike Trout OF Taylor Trammell OF Yordan Alvarez P Brandon Sproat P Payton Tolle SS Jeremy Pena,,Tatsuya Imai,P,47.46%,-3.5
4,5200184054,TheBabz,0,106,1B Rafael Devers 2B Luis Arraez 3B Casey Schmitt C Jonah Heim OF Mike Trout OF Jo Adell OF Tyler Soderstrom P Tyler Mahle P Walbert Urena SS Zach Neto,,William Contreras,C,44.07%,0
5,5200960180,dramsfan61,0,99.9,1B Christian Walker 2B Luis Arraez 3B Vaughn Grissom C William Contreras OF Yordan Alvarez OF Jo Adell OF Jarren Duran P Walbert Urena P Payton Tolle SS Cooper Pratt,,Yordan Alvarez,OF,42.37%,11
6,5200585896,Celticsnc,0,97,1B Willson Contreras 2B Caleb Durbin 3B Curtis Mead C Jesus Rodriguez OF Mike Trout OF Masataka Yoshida OF Ceddanne Rafaela P Tyler Mahle P Walbert Urena SS Zach Neto,,Brice Turang,2B,35.59%,0
7,5200961449,peterjpacheco,0,93.9,1B Rafael Devers 2B Brice Turang 3B Vaughn Grissom C Jonah Heim OF Jake Bauers OF Jarren Duran OF Jackson Chourio P Walbert Urena P Payton Tolle SS Jeremy Pena,,Walbert Urena,P,33.90%,18.5
8,5200471237,LBDTitan,0,92.9,1B Nolan Schanuel 2B Brice Turang 3B Vaughn Grissom C William Contreras OF Mike Trout OF Jake Bauers OF Josh Lowe P Walbert Urena P Payton Tolle SS Zach Neto,,Isaac Paredes,3B,28.81%,4
9,5200962115,gaguero10,0,89.9,1B Rafael Devers 2B Luis Arraez 3B Caleb Durbin C Tyler Heineman OF Jake Bauers OF Yordan Alvarez OF Jo Adell P Walbert Urena P Payton Tolle SS Jeremy Pena,,Mike Trout,OF,27.12%,4
10,5200970372,jbhintz,0,87,1B Rafael Devers 2B Luis Arraez 3B Denzer Guzman C Jonah Heim OF Mike Trout OF Wilyer Abreu OF Jackson Chourio P Tyler Mahle P Walbert Urena SS Zach Neto,,Willson Contreras,1B,27.12%,6
11,5200369724,bthel,0,86.9,1B Willson Contreras 2B Caleb Durbin 3B Vaughn Grissom C William Contreras OF Christian Yelich OF Jorge Soler OF Garrett Mitchell P Walbert Urena P Payton Tolle SS Zach Neto,,Rafael Devers,1B,25.42%,2
11,5200854314,Ilost626,0,86.9,1B Willson Contreras 2B Caleb Durbin 3B Casey Schmitt C William Contreras OF Josh Lowe OF Ceddanne Rafaela OF Jackson Chourio P Walbert Urena P Payton Tolle SS Cooper Pratt,,Jake Bauers,OF,25.42%,3
11,5200950982,Charles05,0,86.9,1B Rafael Devers 2B Luis Arraez 3B Curtis Mead C Jesus Rodriguez OF Christian Yelich OF Jake Bauers OF Ceddanne Rafaela P Walbert Urena P Payton Tolle SS Cooper Pratt,,Wilyer Abreu,OF,25.42%,4
