Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5226728047,mbrewer81,0,133.45,1B Griffin Conine 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF Jake Bauers OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Eury Perez SS Otto Lopez,,Dylan Cease,P,66.10%,28.8
2,5226724688,iamtheky,0,120.1,1B Jake Bauers 2B Ernie Clement 3B Andrew Vaughn C William Contreras OF Christian Yelich OF Jakob Marsee OF Daz Cameron P Dylan Cease P Logan Henderson SS Otto Lopez,,Eury Perez,P,61.02%,17.65
3,5226424106,aylsg,0,119.1,1B Kazuma Okamoto 2B Xavier Edwards 3B Andrew Vaughn C William Contreras OF George Springer OF Griffin Conine OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,Xavier Edwards,2B,57.63%,3
4,5226485175,LBDTitan,0,115.1,1B Andrew Vaughn 2B Xavier Edwards 3B Javier Sanoja C William Contreras OF Jackson Chourio OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Logan Henderson SS Joey Ortiz,,Jackson Chourio,OF,55.93%,2
5,5226412830,swtsu1,0,114.1,1B Griffin Conine 2B Xavier Edwards 3B Javier Sanoja C William Contreras OF Trent Grisham OF George Springer OF Jakob Marsee P Dylan Cease P Logan Henderson SS Joey Ortiz,,Otto Lopez,SS,54.24%,7
5,5226594039,OnPoint41,0,114.1,1B Jake Bauers 2B Xavier Edwards 3B Joey Ortiz C Joe Mack OF Daylen Lile OF Griffin Conine OF Jakob Marsee P Dylan Cease P Logan Henderson SS Otto Lopez,,William Contreras,C,52.54%,12
5,5226725864,riomilla3434,0,114.1,1B Griffin Conine 2B Xavier Edwards 3B Javier Sanoja C William Contreras OF Jackson Chourio OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Logan Henderson SS Joey Ortiz,,Logan Henderson,P,45.76%,19.3
8,5226394276,snellman,0,113.45,1B Griffin Conine 2B Xavier Edwards 3B Kazuma Okamoto C William Contreras OF Jackson Chourio OF Michael Harris II OF Jakob Marsee P Dylan Cease P Eury Perez SS Joey Ortiz,,Jakob Marsee,OF,37.29%,22
9,5226765666,Razzle11,0,111.1,1B Andrew Vaughn 2B Brice Turang 3B Javier Sanoja C William Contreras OF George Springer OF Luis Lara OF Jakob Marsee P Dylan Cease P Logan Henderson SS Joey Ortiz,,Joey Ortiz,SS,25.42%,7
10,5226390499,sphere3d,0,110.45,1B Matt Olson 2B Ernie Clement 3B Kazuma Okamoto C Drake Baldwin OF Michael Harris II OF Heriberto Hernandez OF Owen Caissie P Dylan Cease P Eury Perez SS Joey Ortiz,,Javier Sanoja,3B,25.42%,0
