Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5224904504,grantgoupil,0,107.5,CPT Gerrit Cole UTIL Kyle Bradish UTIL Luis Garcia Jr. UTIL Spencer Jones UTIL Austin Wells UTIL Carlos Narvaez,,Gerrit Cole,UTIL,73.91%,28.5
2,5224880394,crf_333,0,101.75,CPT Gerrit Cole UTIL Luis Garcia Jr. UTIL Jazz Chisholm Jr. UTIL George Lombard Jr. UTIL Spencer Jones UTIL Colton Cowser,,Colton Cowser,UTIL,60.87%,0
3,5224822821,zonaque,0,98.75,CPT Gerrit Cole UTIL Luis Garcia Jr. UTIL Trent Grisham UTIL Jose Caballero UTIL Spencer Jones UTIL Colton Cowser,,Kyle Bradish,UTIL,56.52%,10.75
4,5224352749,JcClark18,0,90.5,CPT Gerrit Cole UTIL Kyle Bradish UTIL Trent Grisham UTIL Spencer Jones UTIL Colton Cowser UTIL Austin Wells,,Austin Wells,UTIL,52.17%,5
4,5224489865,whoisjohngalt420,0,90.5,CPT Gerrit Cole UTIL Kyle Bradish UTIL Trent Grisham UTIL Spencer Jones UTIL Colton Cowser UTIL Austin Wells,,Trent Grisham,UTIL,39.13%,5
6,5224963252,lisasteven3831,0,85.5,CPT Gerrit Cole UTIL Kyle Bradish UTIL George Lombard Jr. UTIL Spencer Jones UTIL Austin Wells UTIL Samuel Basallo,,George Lombard Jr.,UTIL,39.13%,0
7,5224925525,wontgohome,0,78.75,CPT Gerrit Cole UTIL Ben Rice UTIL Luis Garcia Jr. UTIL Colton Cowser UTIL Austin Wells UTIL Samuel Basallo,,Ben Rice,UTIL,34.78%,9
8,5224891953,bleeski,0,77.5,CPT Ben Rice UTIL Luis Garcia Jr. UTIL Jazz Chisholm Jr. UTIL Trent Grisham UTIL Leody Taveras UTIL Spencer Jones,,Dylan Beavers,UTIL,34.78%,14
9,5224911365,patton22,0,68.5,CPT Gerrit Cole UTIL Kyle Bradish UTIL Jazz Chisholm Jr. UTIL George Lombard Jr. UTIL Colton Cowser UTIL Austin Wells,,Samuel Basallo,UTIL,34.78%,0
10,5224923699,josephje,0,67,CPT Jazz Chisholm Jr. UTIL Ben Rice UTIL Luis Garcia Jr. UTIL Heliot Ramos UTIL Dylan Beavers UTIL Colton Cowser,,Luis Garcia Jr.,UTIL,30.43%,22
11,5224779103,mrmoz48,0,66.5,CPT Pete Alonso UTIL Gerrit Cole UTIL Jazz Chisholm Jr. UTIL George Lombard Jr. UTIL Dylan Beavers UTIL Austin Wells,,Spencer Jones,UTIL,30.43%,27
12,5224933714,118JLK,0,63.75,CPT Gerrit Cole UTIL Ben Rice UTIL Trent Grisham UTIL Jose Caballero UTIL Colton Cowser UTIL Austin Wells,,Jazz Chisholm Jr.,UTIL,21.74%,10
13,5224637413,mrclean913,0,63.63,CPT Kyle Bradish UTIL Gerrit Cole UTIL Leody Taveras UTIL Dylan Beavers UTIL Austin Wells UTIL Samuel Basallo,,Jose Caballero,UTIL,17.39%,2
13,5224939321,Harmiles,0,63.63,CPT Kyle Bradish UTIL Gerrit Cole UTIL George Lombard Jr. UTIL Dylan Beavers UTIL Austin Wells UTIL Samuel Basallo,,Leody Taveras,UTIL,17.39%,0
15,5224579477,Celticsnc,0,58.63,CPT Kyle Bradish UTIL Gerrit Cole UTIL Leody Taveras UTIL George Lombard Jr. UTIL Dylan Beavers UTIL Colton Cowser,,Pete Alonso,UTIL,13.04%,6
15,5224842576,oneupthedevil,0,58.63,CPT Kyle Bradish UTIL Gerrit Cole UTIL George Lombard Jr. UTIL Dylan Beavers UTIL Colton Cowser UTIL Samuel Basallo,,Jackson Holliday,UTIL,13.04%,0
15,5224864755,KristianFTM,0,58.63,CPT Kyle Bradish UTIL Gerrit Cole UTIL George Lombard Jr. UTIL Dylan Beavers UTIL Colton Cowser UTIL Samuel Basallo,,Christian Encarnacion-Strand,UTIL,8.70%,0
18,5224944797,ffwaiverwiz,0,53.25,CPT Samuel Basallo UTIL Gerrit Cole UTIL Kyle Bradish UTIL Ben Rice UTIL Colton Cowser UTIL Austin Wells,,Heliot Ramos,UTIL,8.70%,7
19,5224941973,friedbaconbits,0,46.5,CPT Trent Grisham UTIL Ben Rice UTIL Pete Alonso UTIL Luis Garcia Jr. UTIL Jose Caballero UTIL Colton Cowser,,Gunnar Henderson,UTIL,4.35%,5
20,5224985196,Alancey,0,46.25,CPT George Lombard Jr. UTIL Gerrit Cole UTIL Kyle Bradish UTIL Trent Grisham UTIL Jose Caballero UTIL Colton Cowser,,Carlos Narvaez,UTIL,4.35%,0
21,5224633514,bposluszny,0,33,CPT Pete Alonso UTIL Gunnar Henderson UTIL Trent Grisham UTIL Jackson Holliday UTIL Leody Taveras UTIL Dylan Beavers,,Jasson Dominguez,UTIL,4.35%,0
22,5224724596,jazzygirl565,0,29.25,CPT Ben Rice UTIL Kyle Bradish UTIL Christian Encarnacion-Strand UTIL Jackson Holliday UTIL Austin Wells UTIL Jasson Dominguez,,,
23,5223812491,amiezin,0,23.5,CPT Trent Grisham UTIL Ben Rice UTIL Christian Encarnacion-Strand UTIL Jackson Holliday UTIL Heliot Ramos UTIL Samuel Basallo,,,
