Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5224565213,mwear,0,179.9,1B Alec Burleson 2B JJ Wetherholt 3B Kazuma Okamoto C Alejandro Kirk OF Jordan Walker OF George Springer OF Daz Cameron P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Gavin Williams,P,85.26%,30.55
2,5224458970,Mugatu (1/2),0,145.1,1B Alec Burleson 2B JJ Wetherholt 3B Junior Caminero C Ivan Herrera OF Jordan Walker OF Isaac Collins OF Daz Cameron P Randy Dobnak P Grant Holmes SS Bobby Witt Jr.,,Alec Burleson,1B,46.32%,9
3,5224512358,tmoney88 (1/2),0,136.6,1B Alec Burleson 2B Matt McLain 3B Miguel Vargas C Ivan Herrera OF Jordan Walker OF Nathan Church OF Bryan Torres P Gavin Williams P Ian Seymour SS Mauricio Dubon,,Ian Seymour,P,44.21%,17.05
4,5224700349,sasmallen,0,133.6,1B Alec Burleson 2B JJ Wetherholt 3B Brendan Donovan C Drew Romo OF JJ Bleday OF Lawrence Butler OF Joshua Baez P Gavin Williams P Ian Seymour SS Bobby Witt Jr.,,JJ Wetherholt,2B,34.74%,11
5,5224325831,drunkonpappy (1/2),0,133.55,1B Alec Burleson 2B JJ Wetherholt 3B Kazuma Okamoto C Ivan Herrera OF Lawrence Butler OF Joshua Baez OF Nathan Church P Gavin Williams P Michael McGreevy SS Bobby Witt Jr.,,Joshua Baez,OF,34.74%,6
6,5224560972,Wolverines1016 (1/2),0,131.6,1B Alec Burleson 2B Matt McLain 3B Brendan Donovan C Tyler Stephenson OF Randy Arozarena OF JJ Bleday OF Dane Myers P Gavin Williams P Ian Seymour SS Elly De La Cruz,,Ivan Herrera,C,26.32%,11
7,5224680292,robbwarren1231,0,123.55,1B Alec Burleson 2B JJ Wetherholt 3B Maikel Garcia C Drew Romo OF Jordan Walker OF Lane Thomas OF Joshua Baez P Gavin Williams P Michael McGreevy SS Bobby Witt Jr.,,Bobby Witt Jr.,SS,21.05%,23
8,5224303553,pgk8 (2/2),0,123.25,1B Kazuma Okamoto 2B Ernie Clement 3B Brendan Donovan C Alejandro Kirk OF Ronald Acuna Jr. OF George Springer OF Daz Cameron P Gavin Williams P Brady Singer SS Elly De La Cruz,,Jordan Walker,OF,20.00%,24
9,5224560973,Wolverines1016 (2/2),0,120.45,1B Charles McAdoo 2B Brice Turang 3B Junior Caminero C Alejandro Kirk OF Jackson Chourio OF George Springer OF Daz Cameron P Gavin Williams P Anthony Kay SS Andres Gimenez,,Elly De La Cruz,SS,20.00%,14
10,5224648905,TOMHAY,0,118.95,1B Alec Burleson 2B JJ Wetherholt 3B Charles McAdoo C Ivan Herrera OF Jordan Walker OF JJ Bleday OF Hector Rodriguez P Gavin Williams P Gage Jump SS Elly De La Cruz,,Gage Jump,P,18.95%,-1.6
11,5224685885,Bankster17,0,115.9,1B Alec Burleson 2B JJ Wetherholt 3B Nick Loftin C Ivan Herrera OF Jordan Walker OF Joshua Baez OF Turner Hill P Ian Seymour P Robert Gasser SS Bobby Witt Jr.,,Robert Gasser,P,18.95%,2.85
12,5224514548,MiamiSKC (1/2),0,115.55,1B Alec Burleson 2B JJ Wetherholt 3B Brendan Donovan C Jhonny Pereda OF Randy Arozarena OF Julio Rodriguez OF Dominic Canzone P Gavin Williams P Michael McGreevy SS Bobby Witt Jr.,,Colson Montgomery,SS,14.74%,2
13,5224640665,relevanthought (2/2),0,115.399994,1B Alec Burleson 2B JJ Wetherholt 3B Nick Loftin C Ivan Herrera OF Chandler Simpson OF Joshua Baez OF Bryan Torres P Gavin Williams P Robert Gasser SS Bobby Witt Jr.,,Randy Arozarena,OF,13.68%,4
14,5224620964,seth1374 (2/2),0,112.399994,1B Alec Burleson 2B JJ Wetherholt 3B Maikel Garcia C Ivan Herrera OF Joshua Baez OF Nathan Church OF Isaac Collins P Gavin Williams P Robert Gasser SS Bobby Witt Jr.,,Ronald Acuna Jr.,OF,13.68%,0
15,5224550638,GQ1NYC (1/2),0,111.6,1B Alec Burleson 2B JJ Wetherholt 3B Max Muncy C Ivan Herrera OF Lane Thomas OF Joshua Baez OF Bryan Torres P Gavin Williams P Ian Seymour SS Elly De La Cruz,,Brice Turang,2B,12.63%,5
16,5224666431,eaglezzz,0,110.9,1B Alec Burleson 2B Sam Antonacci 3B Charles McAdoo C Salvador Perez OF Ronald Acuna Jr. OF Randy Arozarena OF Joshua Baez P Gavin Williams P Shane Bieber SS Elly De La Cruz,,Henry Bolte,OF,12.63%,3
17,5224582881,Mige1 (2/2),0,110.6,1B Alec Burleson 2B JJ Wetherholt 3B Maikel Garcia C Ivan Herrera OF Jake Bauers OF Joshua Baez OF Bryan Torres P Gavin Williams P Ian Seymour SS Tyler Tolbert,,Julio Rodriguez,OF,12.63%,3
18,5224634266,bleeski (2/2),0,107.95,1B Alec Burleson 2B JJ Wetherholt 3B Miguel Vargas C Ivan Herrera OF Jordan Walker OF Joshua Baez OF Mauricio Dubon P Gavin Williams P Gage Jump SS Brock Rodden,,Tyler Stephenson,C,12.63%,4
19,5224582880,Mige1 (1/2),0,107.6,1B Sal Stewart 2B Sam Antonacci 3B Nick Loftin C Tyler Stephenson OF JJ Bleday OF Andrew Benintendi OF Hector Rodriguez P Gavin Williams P Ian Seymour SS Elly De La Cruz,,Chandler Simpson,OF,12.63%,5
20,5224677133,sfinzone49 (1/2),0,106.6,1B Vinnie Pasquantino 2B Angel Genao 3B Maikel Garcia C Salvador Perez OF Angel Martinez OF Luis Lara OF Tyler Tolbert P Gavin Williams P Ian Seymour SS Bobby Witt Jr.,,JJ Bleday,OF,12.63%,11
21,5224535895,salatso22 (2/2),0,106.399994,1B Alec Burleson 2B JJ Wetherholt 3B Blaze Jordan C Ivan Herrera OF Chandler Simpson OF Carlos Cortes OF Joshua Baez P Gavin Williams P Robert Gasser SS Bobby Witt Jr.,,Jose Ramirez,3B,11.58%,7
22,5224697666,kngof9ex,0,105.95,1B Alec Burleson 2B JJ Wetherholt 3B Angel Genao C Ivan Herrera OF Jordan Walker OF JJ Bleday OF Joshua Baez P Gavin Williams P Gage Jump SS Colson Montgomery,,Alejandro Kirk,C,10.53%,5
23,5224401970,jpeyton1219,0,105.6,1B Sal Stewart 2B Richie Palacios 3B Angel Genao C Drake Baldwin OF Jordan Walker OF Jung Hoo Lee OF Joshua Baez P Gavin Williams P Ian Seymour SS Mauricio Dubon,,Christian Yelich,OF,9.47%,5
