Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5224589256,kidneyman13,0,160.65,1B Sal Stewart 2B Matt McLain 3B Kazuma Okamoto C Ivan Herrera OF Jackson Chourio OF Jordan Walker OF Christian Yelich P Gavin Williams P Grant Holmes SS Brayan Rocchio,,Gavin Williams,P,77.10%,30.55
2,5224116856,vstar1300,0,158.9,1B Miguel Vargas 2B JJ Wetherholt 3B Charles McAdoo C Alejandro Kirk OF Jordan Walker OF George Springer OF Daz Cameron P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Ian Seymour,P,41.08%,17.05
3,5224632606,michaelshodson,0,155.6,1B Jake Bauers 2B Brice Turang 3B Nick Loftin C Patrick Bailey OF Jackson Chourio OF Garrett Mitchell OF Steven Kwan P Gavin Williams P Ian Seymour SS Joey Ortiz,,Alec Burleson,1B,39.23%,9
4,5224505652,JBTribeTime,0,149.9,1B Alec Burleson 2B Ozzie Albies 3B Maikel Garcia C Salvador Perez OF Jordan Walker OF Lane Thomas OF Mauricio Dubon P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,JJ Wetherholt,2B,33.84%,11
5,5224473809,MileHighMadman,0,147.9,1B Alec Burleson 2B JJ Wetherholt 3B Austin Riley C Salvador Perez OF Jordan Walker OF Julio Rodriguez OF JJ Bleday P Gavin Williams P Shane Bieber SS Maikel Garcia,,Joshua Baez,OF,33.67%,6
6,5224659827,tmas20,0,146.9,1B Alec Burleson 2B JJ Wetherholt 3B Charles McAdoo C Alejandro Kirk OF Jordan Walker OF Randy Arozarena OF Joshua Baez P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Bobby Witt Jr.,SS,24.41%,23
7,5224381315,lopsidedwinner,0,145.4,1B Alec Burleson 2B Michael Massey 3B Nick Loftin C Salvador Perez OF George Springer OF Isaac Collins OF Daz Cameron P Gavin Williams P Robert Gasser SS Bobby Witt Jr.,,Jordan Walker,OF,23.06%,24
8,5224671600,radzynfessenden,0,144.9,1B Munetaka Murakami 2B Travis Bazzana 3B Kazuma Okamoto C Alejandro Kirk OF George Springer OF Lawrence Butler OF Steven Kwan P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Ivan Herrera,C,19.70%,11
9,5224468680,Beer302020,0,144.6,1B Alec Burleson 2B JJ Wetherholt 3B Brendan Donovan C Ivan Herrera OF Jordan Walker OF Chandler Simpson OF Steven Kwan P Gavin Williams P Ian Seymour SS David Hamilton,,Elly De La Cruz,SS,19.36%,14
10,5224665619,tgusta82,0,142.9,1B Rafael Devers 2B Jeff McNeil 3B Maikel Garcia C Alejandro Kirk OF Jordan Walker OF Randy Arozarena OF Steven Kwan P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Ronald Acuna Jr.,OF,17.17%,0
11,5224541804,jrow01,0,142.55,1B Sal Stewart 2B Matt McLain 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF JJ Bleday OF Joshua Baez P Gavin Williams P Randy Dobnak SS Elly De La Cruz,,Robert Gasser,P,16.50%,2.85
12,5224555658,sportsfan882,0,141.4,1B Alec Burleson 2B JJ Wetherholt 3B Charles McAdoo C Ivan Herrera OF Jordan Walker OF Joshua Baez OF Daz Cameron P Gavin Williams P Robert Gasser SS Bobby Witt Jr.,,Salvador Perez,C,16.16%,13
13,5224496964,HardRocks,0,141.05,1B Sal Stewart 2B JJ Wetherholt 3B Brendan Donovan C Salvador Perez OF Jordan Walker OF JJ Bleday OF Joshua Baez P Ian Seymour P Randy Dobnak SS Bobby Witt Jr.,,Gage Jump,P,15.99%,-1.6
14,5224417423,gjfong2000,0,140.9,1B Kazuma Okamoto 2B Jeff McNeil 3B Maikel Garcia C Alejandro Kirk OF Jordan Walker OF Zack Gelof OF Henry Bolte P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Ozzie Albies,2B,15.15%,3
15,5224508417,carrma34,0,140.35,1B Yandy Diaz 2B Jeff McNeil 3B Kazuma Okamoto C Alejandro Kirk OF Jackson Chourio OF Jordan Walker OF Steven Kwan P Randy Dobnak P Shane Bieber SS Bobby Witt Jr.,,Alejandro Kirk,C,14.98%,5
16,5224637918,hgh13,0,140.05,1B Jake Bauers 2B Matt McLain 3B Angel Genao C Salvador Perez OF Jordan Walker OF Christian Yelich OF JJ Bleday P Ian Seymour P Randy Dobnak SS Bobby Witt Jr.,,Maikel Garcia,3B,14.98%,5
17,5224548469,jrancor22,0,139.6,1B Vinnie Pasquantino 2B JJ Wetherholt 3B Nick Loftin C Ivan Herrera OF Joshua Baez OF Steven Kwan OF Isaac Collins P Gavin Williams P Ian Seymour SS Bobby Witt Jr.,,JJ Bleday,OF,14.31%,11
18,5224601778,Boozard,0,138.9,1B Alec Burleson 2B JJ Wetherholt 3B Maikel Garcia C Ivan Herrera OF Jake Bauers OF Joshua Baez OF Bryan Torres P Gavin Williams P Shane Bieber SS Bobby Witt Jr.,,Steven Kwan,OF,13.47%,13
19,5224450574,gh0705,0,138.6,1B Alec Burleson 2B JJ Wetherholt 3B Kazuma Okamoto C Alejandro Kirk OF Jordan Walker OF Randy Arozarena OF Nathan Lukes P Gavin Williams P Ian Seymour SS Darell Hernaiz,,Henry Bolte,OF,13.47%,3
19,5224614265,dallas1fan21,0,138.6,1B Alec Burleson 2B JJ Wetherholt 3B Nick Loftin C Salvador Perez OF Jordan Walker OF Joshua Baez OF Isaac Collins P Gavin Williams P Ian Seymour SS Maikel Garcia,,Randy Arozarena,OF,13.47%,4
21,5224561329,rwdw0822,0,137.95,1B Alec Burleson 2B Matt McLain 3B Charles McAdoo C Ivan Herrera OF Jordan Walker OF George Springer OF Nathan Church P Gavin Williams P Gage Jump SS Bobby Witt Jr.,,Munetaka Murakami,1B,12.46%,0
22,5224579776,Mr.TD_AllDay,0,137.6,1B Alec Burleson 2B JJ Wetherholt 3B Nick Loftin C Salvador Perez OF Joshua Baez OF Steven Kwan OF Nathan Church P Gavin Williams P Ian Seymour SS Bobby Witt Jr.,,Tyler Stephenson,C,11.62%,4
23,5224470373,kldawg72179,0,137.55,1B Charles McAdoo 2B Brice Turang 3B Kazuma Okamoto C Alejandro Kirk OF Jackson Chourio OF George Springer OF Daz Cameron P Gavin Williams P Michael McGreevy SS Bobby Witt Jr.,,Maikel Garcia,SS,11.62%,5
23,5224670261,kchomer,0,137.55,1B Vinnie Pasquantino 2B Michael Massey 3B Kazuma Okamoto C Salvador Perez OF JJ Bleday OF Angel Martinez OF Tyler Tolbert P Gavin Williams P Randy Dobnak SS Bobby Witt Jr.,,Lawrence Butler,OF,11.28%,10
