Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5215451946,MJDLC (13/20),0,162.8,1B Andres Chaparro 2B Nico Hoerner 3B Alex Bregman C Harry Ford OF Chase DeLauter OF Jo Adell OF Steven Kwan P Paul Skenes P Eury Perez SS Kevin McGonigle,,Shota Imanaga,P,57.44%,8.3
2,5215451950,MJDLC (17/20),0,154.8,1B Andres Chaparro 2B Nico Hoerner 3B Brady House C Dillon Dingler OF Chase DeLauter OF Jo Adell OF Jacob Young P Paul Skenes P Eury Perez SS Kevin McGonigle,,Paul Skenes,P,53.41%,13.05
3,5215262536,gimm3dal00t (1/20),0,147.8,1B Nathaniel Lowe 2B Nico Hoerner 3B Alex Bregman C Carson Kelly OF Seiya Suzuki OF Ian Happ OF Chase DeLauter P Eury Perez P Kyle Finnegan SS CJ Abrams,,Eury Perez,P,51.01%,30.75
3,5215451169,Skralph (7/20),0,147.8,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Henry Davis OF Seiya Suzuki OF Ian Happ OF Jo Adell P Paul Skenes P Eury Perez SS Javier Baez,,Pete Crow-Armstrong,OF,44.70%,14
3,5215451938,MJDLC (5/20),0,147.8,1B Andres Chaparro 2B Nico Hoerner 3B Brady House C Carson Kelly OF Seiya Suzuki OF Chase DeLauter OF Michael Conforto P Paul Skenes P Eury Perez SS Kevin McGonigle,,Michael Busch,1B,40.37%,0
6,5215451172,Skralph (10/20),0,147.2,1B Nathaniel Lowe 2B Nico Hoerner 3B Alex Bregman C Henry Davis OF Pete Crow-Armstrong OF Seiya Suzuki OF Jo Adell P Eury Perez P Tanner Bibee SS Dansby Swanson,,Nico Hoerner,2B,32.09%,19
7,5215086195,TY54321 (5/20),0,146.8,1B Andres Chaparro 2B Nico Hoerner 3B Brady House C Harry Ford OF Seiya Suzuki OF Dylan Crews OF Jacob Young P Paul Skenes P Eury Perez SS Dansby Swanson,,Ian Happ,OF,30.11%,9
7,5215102118,rsumrall (16/20),0,146.8,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Patrick Bailey OF Seiya Suzuki OF Jo Adell OF Steven Kwan P Paul Skenes P Eury Perez SS Dansby Swanson,,Dansby Swanson,SS,25.11%,6
7,5215245250,bigsam68 (13/20),0,146.8,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Patrick Bailey OF Seiya Suzuki OF Jo Adell OF Steven Kwan P Paul Skenes P Eury Perez SS Dansby Swanson,,Carson Kelly,C,24.26%,7
10,5215451174,Skralph (12/20),0,145.2,1B Spencer Torkelson 2B Nico Hoerner 3B Alex Bregman C Henry Davis OF Pete Crow-Armstrong OF Seiya Suzuki OF Ian Happ P Eury Perez P Tanner Bibee SS Javier Baez,,Tanner Bibee,P,24.22%,7.45
11,5215045289,Runninrebel02 (3/5),0,144.8,1B Nathaniel Lowe 2B Nico Hoerner 3B Brady House C Patrick Bailey OF Dylan Crews OF Chase DeLauter OF Steven Kwan P Paul Skenes P Eury Perez SS CJ Abrams,,Steven Kwan,OF,23.68%,12
