Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5215500482,Harvesters0812,0,140.05,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Patrick Bailey OF Pete Crow-Armstrong OF Seiya Suzuki OF Jacob Young P Eury Perez P Shota Imanaga SS Jacob Gonzalez,,Shota Imanaga,P,64.41%,8.3
2,5215059189,BehemothBaz,0,134.8,1B Nathaniel Lowe 2B Xavier Edwards 3B Alex Bregman C Carson Kelly OF Seiya Suzuki OF Chase DeLauter OF Max Clark P Paul Skenes P Eury Perez SS Javier Baez,,Paul Skenes,P,59.32%,13.05
3,5215481823,eebob2072,0,130.05,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Patrick Bailey OF Pete Crow-Armstrong OF Max Clark OF Steven Kwan P Eury Perez P Shota Imanaga SS Kevin McGonigle,,Pete Crow-Armstrong,OF,50.85%,14
4,5215420769,H8RFree,0,126.8,1B Nathaniel Lowe 2B Travis Bazzana 3B Jose Ramirez C Harry Ford OF Chase DeLauter OF Jo Adell OF Jacob Young P Paul Skenes P Eury Perez SS Nasim Nunez,,Eury Perez,P,40.68%,30.75
5,5215178457,RDJordan123,0,126.15,1B Spencer Torkelson 2B Nico Hoerner 3B Alex Bregman C Dillon Dingler OF Ian Happ OF Angel Martinez OF Max Clark P Eury Perez P Drew Anderson SS Kevin McGonigle,,Steven Kwan,OF,35.59%,12
6,5215439301,DJ32153,0,121.8,1B Michael Busch 2B Nico Hoerner 3B Brady House C Henry Davis OF Pete Crow-Armstrong OF Ian Happ OF Steven Kwan P Paul Skenes P Eury Perez SS Dansby Swanson,,Ian Happ,OF,32.20%,9
7,5215292669,Extraqtt,0,119.8,1B Andres Chaparro 2B Nico Hoerner 3B Brady House C Harry Ford OF Pete Crow-Armstrong OF Ian Happ OF Michael Conforto P Paul Skenes P Eury Perez SS Dansby Swanson,,Nathaniel Lowe,1B,32.20%,3
8,5215473978,cw1tt,0,118.5,1B Nathaniel Lowe 2B Travis Bazzana 3B Brady House C Harry Ford OF Chase DeLauter OF Jo Adell OF Steven Kwan P Paul Skenes P Tanner Bibee SS CJ Abrams,,Michael Busch,1B,30.51%,0
9,5215321583,Paulo21613,0,116.8,1B Andres Chaparro 2B Gleyber Torres 3B Alex Bregman C Carson Kelly OF Seiya Suzuki OF Ian Happ OF Andrew Pinckney P Paul Skenes P Eury Perez SS Dansby Swanson,,Dillon Dingler,C,28.81%,0
10,5215301400,donj9903,0,113.35,1B Nathaniel Lowe 2B Nico Hoerner 3B Alex Bregman C Harry Ford OF Pete Crow-Armstrong OF Max Clark OF Steven Kwan P Paul Skenes P Shota Imanaga SS Javier Baez,,Nico Hoerner,2B,27.12%,19
11,5215377060,neterka,0,110.35,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Henry Davis OF Pete Crow-Armstrong OF Ian Happ OF Steven Kwan P Paul Skenes P Shota Imanaga SS Javier Baez,,Alex Bregman,3B,25.42%,23
12,5215361620,Raiderfanatic2195,0,107.05,1B Michael Busch 2B Nico Hoerner 3B Jose Ramirez C Carson Kelly OF Ian Happ OF Angel Martinez OF Jo Adell P Eury Perez P Shota Imanaga SS Dansby Swanson,,Jose Ramirez,3B,23.73%,4
13,5214981554,crondiggity,0,106.35,1B Spencer Torkelson 2B Nico Hoerner 3B Alex Bregman C Patrick Bailey OF Pete Crow-Armstrong OF Ian Happ OF Javier Baez P Paul Skenes P Shota Imanaga SS Brayan Rocchio,,Seiya Suzuki,OF,22.03%,21
14,5215143516,Nbot11,0,101.35,1B Michael Busch 2B Nico Hoerner 3B Alex Bregman C Henry Davis OF Seiya Suzuki OF Riley Greene OF Zach McKinstry P Paul Skenes P Shota Imanaga SS Dansby Swanson,,Gleyber Torres,2B,22.03%,5
15,5215361446,seaone,0,101.15,1B Michael Busch 2B Gleyber Torres 3B Kevin McGonigle C Carson Kelly OF Pete Crow-Armstrong OF Riley Greene OF Michael Conforto P Eury Perez P Drew Anderson SS Javier Baez,,Max Clark,OF,20.34%,5
16,5214898252,jgorms3322,0,100.05,1B Michael Busch 2B Travis Bazzana 3B Colt Keith C Joe Mack OF Pete Crow-Armstrong OF Seiya Suzuki OF Steven Kwan P Eury Perez P Shota Imanaga SS Javier Baez,,Dansby Swanson,SS,18.64%,6
17,5215344746,Bankster17,0,99.05,1B Spencer Torkelson 2B Gleyber Torres 3B Kevin McGonigle C Patrick Bailey OF Pete Crow-Armstrong OF Ian Happ OF Max Clark P Eury Perez P Shota Imanaga SS Brayan Rocchio,,Tanner Bibee,P,18.64%,7.45
18,5215436463,sphere3d,0,97.5,1B Michael Busch 2B Nasim Nunez 3B Alex Bregman C Harry Ford OF Seiya Suzuki OF Ian Happ OF Steven Kwan P Paul Skenes P Tanner Bibee SS Brayan Rocchio,,Xavier Edwards,2B,18.64%,3
19,5214945821,stock2mail,0,97.05,1B Spencer Torkelson 2B Gleyber Torres 3B Alex Bregman C Dillon Dingler OF Ian Happ OF Max Clark OF Zach McKinstry P Eury Perez P Shota Imanaga SS Otto Lopez,,Carson Kelly,C,18.64%,7
20,5215282282,BigRedMachine1975,0,96.35,1B Michael Busch 2B Nico Hoerner 3B Colt Keith C Carson Kelly OF Pete Crow-Armstrong OF Chase DeLauter OF Steven Kwan P Paul Skenes P Shota Imanaga SS Jacob Gonzalez,,Riley Greene,OF,16.95%,4
21,5215417602,thegunnard,0,95.05,1B Andres Chaparro 2B Nico Hoerner 3B Javier Sanoja C Dillon Dingler OF Pete Crow-Armstrong OF Riley Greene OF Griffin Conine P Eury Perez P Shota Imanaga SS Javier Baez,,Colt Keith,3B,16.95%,0
22,5214923453,RR1948,0,94.8,1B Endy Rodriguez 2B Pedro Ramirez 3B Kevin McGonigle C Harry Ford OF Max Clark OF Griffin Conine OF Steven Kwan P Paul Skenes P Eury Perez SS Dansby Swanson,,Patrick Bailey,C,16.95%,2
23,5215258870,fan21,0,94.05,1B Nathaniel Lowe 2B Xavier Edwards 3B Kevin McGonigle C Dillon Dingler OF Pete Crow-Armstrong OF Griffin Conine OF Ronny Simon P Eury Perez P Shota Imanaga SS Javier Baez,,Jacob Gonzalez,SS,15.25%,3
24,5215088064,jep4576,0,91.75,1B Nathaniel Lowe 2B Xavier Edwards 3B Alex Bregman C Carson Kelly OF Pete Crow-Armstrong OF Chase DeLauter OF Angel Martinez P Shota Imanaga P Tanner Bibee SS Otto Lopez,,Otto Lopez,SS,15.25%,3
25,5215457546,Invisible___Man,0,90.2,1B Michael Busch 2B Gleyber Torres 3B Alex Bregman C Dillon Dingler OF Pete Crow-Armstrong OF Michael Conforto OF Andrew Pinckney P Eury Perez P Tanner Bibee SS Dansby Swanson,,Javier Baez,SS,15.25%,9
26,5215075928,lou32mk,0,88.15,1B Spencer Horwitz 2B Gleyber Torres 3B Jace Jung C Keibert Ruiz OF Pete Crow-Armstrong OF Seiya Suzuki OF Javier Sanoja P Eury Perez P Drew Anderson SS Otto Lopez,,Michael Conforto,OF,15.25%,4
27,5215445409,Dollarsigns,0,88.05,1B Nathaniel Lowe 2B Travis Bazzana 3B Jose Ramirez C Dillon Dingler OF Max Clark OF Steven Kwan OF Zach McKinstry P Eury Perez P Shota Imanaga SS Kevin McGonigle,,Kevin McGonigle,SS,15.25%,16
28,5215001138,jwsorensen,0,86.45,1B Spencer Torkelson 2B Nico Hoerner 3B Colt Keith C Dillon Dingler OF Seiya Suzuki OF Riley Greene OF Heriberto Hernandez P Paul Skenes P Drew Anderson SS Javier Baez,,Spencer Torkelson,1B,13.56%,9
