Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5215525087,yaya0130,0,60.03,CPT Bryan Woo UTIL Ryan Weathers UTIL Cal Raleigh UTIL Spencer Jones UTIL George Lombard Jr. UTIL Ryan McMahon,,Bryan Woo,UTIL,71.43%,18.85
2,5215583919,bleeski,0,59.63,CPT Ryan Weathers UTIL Luis Garcia Jr. UTIL Trent Grisham UTIL Taylor Ward UTIL George Lombard Jr. UTIL Ryan McMahon,,Ryan Weathers,UTIL,57.14%,15.75
3,5215049479,whoisjohngalt420,0,59.28,CPT Bryan Woo UTIL Randy Arozarena UTIL Jazz Chisholm Jr. UTIL Cole Young UTIL Brendan Donovan UTIL Weston Wilson,,Julio Rodriguez,UTIL,38.10%,2
4,5215043979,jep4576,0,59.03,CPT Bryan Woo UTIL Ryan Weathers UTIL Cal Raleigh UTIL George Lombard Jr. UTIL Ryan McMahon UTIL Austin Wells,,Brendan Donovan,UTIL,38.10%,3
5,5215059098,KILLANADZ24,0,58.6,CPT Spencer Jones UTIL Ryan Weathers UTIL Bryan Woo UTIL Trent Grisham UTIL Brendan Donovan UTIL George Lombard Jr.,,George Lombard Jr.,UTIL,33.33%,3
6,5215036755,Stree,0,58.03,CPT Bryan Woo UTIL Ryan Weathers UTIL Julio Rodriguez UTIL Taylor Ward UTIL Ryan McMahon UTIL Austin Wells,,Ryan McMahon,UTIL,33.33%,9
6,5215623212,Handcuff2006,0,58.03,CPT Bryan Woo UTIL Ryan Weathers UTIL Julio Rodriguez UTIL Taylor Ward UTIL Ryan McMahon UTIL Austin Wells,,Austin Wells,UTIL,33.33%,3
8,5215135681,wittwerjoe,0,51.03,CPT Bryan Woo UTIL Ryan Weathers UTIL Dominic Canzone UTIL Josh Naylor UTIL Colt Emerson UTIL Weston Wilson,,Randy Arozarena,UTIL,28.57%,14
9,5215162751,howardwi,0,50.48,CPT Ryan Weathers UTIL Bryan Woo UTIL Taylor Ward UTIL Brendan Donovan UTIL George Lombard Jr. UTIL Weston Wilson,,Cal Raleigh,UTIL,28.57%,0
10,5215172595,Rangers72,0,50.03,CPT Bryan Woo UTIL Ryan Weathers UTIL Taylor Ward UTIL Cole Young UTIL Brendan Donovan UTIL Austin Wells,,Taylor Ward,UTIL,28.57%,0
11,5215627144,Harvesters0812,0,49.03,CPT Bryan Woo UTIL Ryan Weathers UTIL Julio Rodriguez UTIL Cole Young UTIL Colt Emerson UTIL Austin Wells,,Cole Young,UTIL,28.57%,0
12,5215111592,KristianFTM,0,47.85,CPT Julio Rodriguez UTIL Bryan Woo UTIL Randy Arozarena UTIL Taylor Ward UTIL Brendan Donovan UTIL Ryan McMahon,,Luis Garcia Jr.,UTIL,23.81%,12
13,5215613028,DFSdegen,0,47.63,CPT Ryan Weathers UTIL Ben Rice UTIL Luis Garcia Jr. UTIL Spencer Jones UTIL Brendan Donovan UTIL Austin Wells,,Trent Grisham,UTIL,23.81%,12
14,5215552765,Darkmen715,0,47.5,CPT Dominic Canzone UTIL Ben Rice UTIL Randy Arozarena UTIL Luis Garcia Jr. UTIL Trent Grisham UTIL Colt Emerson,,Spencer Jones,UTIL,19.05%,4
15,5215613920,gene64,0,46.28,CPT Bryan Woo UTIL Randy Arozarena UTIL Julio Rodriguez UTIL Heliot Ramos UTIL Colt Emerson UTIL Weston Wilson,,Colt Emerson,UTIL,19.05%,0
16,5215589193,Dubsy22,0,45.28,CPT Bryan Woo UTIL Trent Grisham UTIL Julio Rodriguez UTIL Cal Raleigh UTIL Cole Young UTIL Austin Wells,,Weston Wilson,UTIL,19.05%,2
17,5215084921,Celticsnc,0,44.85,CPT Luis Garcia Jr. UTIL Bryan Woo UTIL Cal Raleigh UTIL Dominic Canzone UTIL Cole Young UTIL Brendan Donovan,,Ben Rice,UTIL,14.29%,2
18,5215300273,corruption79,0,44,CPT Ben Rice UTIL Randy Arozarena UTIL Luis Garcia Jr. UTIL Julio Rodriguez UTIL Spencer Jones UTIL Ryan McMahon,,Dominic Canzone,UTIL,14.29%,5
19,5215461038,josephje,0,35.85,CPT Cal Raleigh UTIL Bryan Woo UTIL Trent Grisham UTIL Julio Rodriguez UTIL Cole Young UTIL George Lombard Jr.,,Heliot Ramos,UTIL,9.52%,0
20,5215613293,tom101947,0,35.75,CPT Heliot Ramos UTIL Ryan Weathers UTIL Randy Arozarena UTIL Cal Raleigh UTIL Brendan Donovan UTIL George Lombard Jr.,,Jazz Chisholm Jr.,UTIL,4.76%,12
21,5214979450,Rhombus87,0,0,,,Josh Naylor,UTIL,4.76%,0
