Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5215541538,bleeski (1/2),0,133.85,1B Josh Bell 2B Ketel Marte 3B Miguel Vargas C Drake Baldwin OF Fernando Tatis Jr. OF Jackson Merrill OF Austin Hays P Sean Burke P Walker Buehler SS Xander Bogaerts,,Sean Burke,P,52.11%,27.95
2,5215057853,tmoney88 (1/2),0,129.05,1B Shohei Ohtani 2B Jeff McNeil 3B Max Muncy C Ben Rortvedt OF Corbin Carroll OF Brandon Nimmo OF Alex Call P Blake Snell P Sean Burke SS Mookie Betts,,Dylan Cease,P,47.89%,13.85
3,5214903256,pgk8 (2/2),0,128.8,1B Jonathan Aranda 2B Oswald Peraza 3B Junior Caminero C Liam Hicks OF Chandler Simpson OF Lars Nootbaar OF Tim Tawa P Sean Burke P Bryan Woo SS Taylor Walls,,Ketel Marte,2B,26.76%,17
4,5215543503,frasig (1/2),0,127,1B Pete Alonso 2B Jackson Holliday 3B Christian Encarnacion-Strand C Gabriel Moreno OF Chandler Simpson OF Lars Nootbaar OF Tyler O'Neill P Cristopher Sanchez P Patrick Sandoval SS Gunnar Henderson,,Corey Seager,SS,25.35%,0
5,5215077547,redyodagirl (2/2),0,126.85,1B Joc Pederson 2B Jeremiah Jackson 3B Christian Encarnacion-Strand C James McCann OF Shohei Ohtani OF Kyle Tucker OF Zack Gelof P Blake Snell P Ryan Weathers SS Mookie Betts,,Hunter Brown,P,23.94%,8.45
6,5215023099,drunkonpappy (2/2),0,123.35,1B Tim Tawa 2B Ketel Marte 3B Miguel Vargas C Gabriel Moreno OF Corbin Carroll OF Lars Nootbaar OF Brenton Doyle P Dylan Cease P Mitch Bratt SS Zach Neto,,Wyatt Langford,OF,22.54%,0
7,5215023098,drunkonpappy (1/2),0,122.8,1B Connor Norby 2B Charles McAdoo 3B Kyle Karros C Hunter Goodman OF Corbin Carroll OF Cole Carrigg OF Jordan Beck P Dylan Cease P Sean Burke SS Zach Neto,,Brandon Nimmo,OF,22.54%,8
8,5215448532,seth1374 (2/2),0,119.75,1B Tim Tawa 2B Ketel Marte 3B Yandy Diaz C Liam Hicks OF Chandler Simpson OF Lars Nootbaar OF Ryan Waldschmidt P Dylan Cease P Patrick Sandoval SS Taylor Walls,,Corbin Carroll,OF,22.54%,14
9,5215399273,salatso22 (2/2),0,117.8,1B Charles McAdoo 2B Ketel Marte 3B Nolan Arenado C James McCann OF Corbin Carroll OF Kyle Tucker OF Lars Nootbaar P Dylan Cease P Sean Burke SS Mookie Betts,,Chandler Simpson,OF,19.72%,8
10,5214947440,stock2mail (1/2),0,114.7,1B Josh Bell 2B Royce Lewis 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Jordan Beck P Ryan Weathers P Sean Burke SS Zach Neto,,Jonathan Aranda,1B,18.31%,2
11,5215191530,willi55 (1/2),0,114.05,1B Connor Norby 2B Vaughn Grissom 3B Kyle Karros C Hunter Goodman OF Mike Trout OF Jake McCarthy OF Cole Carrigg P Blake Snell P Sean Burke SS Luisangel Acuna,,Lars Nootbaar,OF,18.31%,0
12,5215118165,GQ1NYC (2/2),0,113.8,1B Jonathan Aranda 2B Richie Palacios 3B Junior Caminero C Edgar Quero OF Cedric Mullins OF Chandler Simpson OF Brenton Doyle P Dylan Cease P Sean Burke SS Luisangel Acuna,,Liam Hicks,C,16.90%,6
13,5215564386,cholt27 (2/2),0,113.4,1B Jeff McNeil 2B Donovan Walton 3B Yandy Diaz C Liam Hicks OF Cedric Mullins OF Chandler Simpson OF Carlos Cortes P Hunter Brown P Sean Burke SS Taylor Walls,,Gabriel Moreno,C,15.49%,3
