Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5212118060,stock2mail (2/2),0,176.65,1B Andrew Vaughn 2B Brice Turang 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Cole Carrigg OF Jordan Beck P Yoshinobu Yamamoto P Michael King SS Cooper Pratt,,Gavin Williams,P,53.52%,19.75
2,5211972482,drunkonpappy (2/2),0,170.55,1B Royce Lewis 2B Willi Castro 3B Kyle Karros C Hunter Goodman OF Pete Crow-Armstrong OF Jake McCarthy OF Cole Carrigg P Jacob deGrom P Anthony Kay SS Kaelen Culpepper,,Ivan Herrera,C,36.62%,19
3,5211907733,heathie512 (1/2),0,140.85,1B Jake Bauers 2B Brice Turang 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF Jo Adell OF Jose Fermin P Gavin Williams P Michael King SS Masyn Winn,,Pete Crow-Armstrong,OF,35.21%,4
4,5212487805,CaliCapper22,0,140.75,1B Rhys Hoskins 2B Brice Turang 3B Blaze Jordan C Ivan Herrera OF Shohei Ohtani OF Kyle Tucker OF Jo Adell P Jacob deGrom P Kyle Bradish SS Masyn Winn,,Jacob deGrom,P,30.99%,28.85
5,5212534868,claytankgunner (1/2),0,131.25,1B Shohei Ohtani 2B Nico Hoerner 3B Kyle Karros C Hunter Goodman OF Jake McCarthy OF Jo Adell OF Jordan Beck P Jacob deGrom P Casey Legumina SS Ezequiel Tovar,,Michael Busch,1B,25.35%,3
6,5212459148,Paulyforfun,0,129.6,1B Alec Burleson 2B Royce Lewis 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF Tim Tawa OF Tyler O'Neill P Gavin Williams P Jacob deGrom SS Geraldo Perdomo,,Jo Adell,OF,22.54%,5
7,5211605676,TheBabz,0,128.35,1B TJ Rumfield 2B Tyler Freeman 3B Isaac Paredes C Dillon Dingler OF Jake McCarthy OF Riley Greene OF Taylor Trammell P Peter Lambert P Kyle Bradish SS Kevin McGonigle,,Matthew Liberatore,P,21.13%,0.05
8,5212102280,LUE92,0,127.85,1B Alec Burleson 2B JJ Wetherholt 3B Jose Fermin C Ivan Herrera OF Jordan Walker OF Chase DeLauter OF Tyler O'Neill P Gavin Williams P Michael King SS Javier Baez,,Blaze Jordan,3B,21.13%,3
9,5212557513,bleeski (1/2),0,124.35,1B Michael Busch 2B Jake Cronenworth 3B Nick Loftin C Ivan Herrera OF Shohei Ohtani OF Jac Caglianone OF Isaac Collins P Taj Bradley P Kyle Bradish SS Bobby Witt Jr.,,Masyn Winn,SS,19.72%,5
10,5212556202,peterjpacheco (1/2),0,119.6,1B Shohei Ohtani 2B Osleivis Basabe 3B Blaze Jordan C Ivan Herrera OF Jordan Walker OF Jo Adell OF Max Clark P Gavin Williams P Jacob deGrom SS Kaelen Culpepper,,Alex Bregman,3B,18.31%,2
11,5212556203,peterjpacheco (2/2),0,119.3,1B Josh Naylor 2B Osleivis Basabe 3B Miguel Vargas C James McCann OF Pete Crow-Armstrong OF Jung Hoo Lee OF Max Clark P Yoshinobu Yamamoto P Gavin Williams SS Kaelen Culpepper,,Ian Happ,OF,18.31%,19
12,5212545003,wittwerjoe (2/2),0,116.6,1B Shohei Ohtani 2B Royce Lewis 3B Brooks Lee C Ivan Herrera OF Jo Adell OF Luke Keaschall OF Austin Martin P Gavin Williams P Jacob deGrom SS Kaelen Culpepper,,Nico Hoerner,2B,15.49%,5
13,5212331687,falstaff64 (2/2),0,115.55,1B Rafael Devers 2B JJ Wetherholt 3B Max Muncy C Ivan Herrera OF Pete Crow-Armstrong OF Jose Fermin OF Luke Keaschall P Jacob deGrom P Anthony Kay SS Ezequiel Tovar,,Kaelen Culpepper,SS,15.49%,8
14,5212469373,alexanderbricks,0,114.95,1B Shohei Ohtani 2B Angel Genao 3B Manny Machado C Ivan Herrera OF Fernando Tatis Jr. OF Teoscar Hernandez OF Kyle Isbel P Jacob deGrom P Michael King SS Masyn Winn,,Dansby Swanson,SS,14.08%,0
