Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5219577029,Extraqtt,0,88.13,CPT MacKenzie Gore UTIL Corey Seager UTIL Wyatt Langford UTIL Henry Bolte UTIL Nicky Lopez UTIL Austin Wynns,,MacKenzie Gore,UTIL,67.74%,14.75
2,5220154875,johnbrock636,0,82.5,CPT Evan Carter UTIL Corey Seager UTIL Wyatt Langford UTIL Brandon Nimmo UTIL Jonah Heim UTIL Henry Bolte,,J.T. Ginn,UTIL,51.61%,14.7
3,5220089526,bleeski,0,75,CPT Corey Seager UTIL Wyatt Langford UTIL Brandon Nimmo UTIL Henry Bolte UTIL Joc Pederson UTIL Nicky Lopez,,Corey Seager,UTIL,38.71%,10
4,5219362809,howardwi,0,74.83,CPT MacKenzie Gore UTIL J.T. Ginn UTIL Henry Bolte UTIL Evan Carter UTIL Max Muncy UTIL Tommy White,,Henry Bolte,UTIL,35.48%,26
5,5220139928,DicVec,0,72.83,CPT MacKenzie Gore UTIL J.T. Ginn UTIL Henry Bolte UTIL Evan Carter UTIL Max Muncy UTIL Austin Wynns,,Wyatt Langford,UTIL,32.26%,22
5,5220156879,PhilaSnakehead,0,72.83,CPT MacKenzie Gore UTIL J.T. Ginn UTIL Henry Bolte UTIL Joc Pederson UTIL Nicky Lopez UTIL Tommy White,,Zack Gelof,UTIL,32.26%,0
7,5220004858,kudos72off,0,70.13,CPT MacKenzie Gore UTIL Wyatt Langford UTIL Jake Burger UTIL Joc Pederson UTIL Evan Carter UTIL Alika Williams,,Brandon Nimmo,UTIL,32.26%,7
8,5220124967,corruption79,0,69.75,CPT Wyatt Langford UTIL MacKenzie Gore UTIL Corey Seager UTIL Lawrence Butler UTIL Nicky Lopez UTIL Tommy White,,Tommy White,UTIL,32.26%,5
9,5220065601,JohnZaps,0,66.13,CPT MacKenzie Gore UTIL Wyatt Langford UTIL Ezequiel Duran UTIL Brandon Nimmo UTIL Nicky Lopez UTIL Alika Williams,,Joc Pederson,UTIL,29.03%,0
10,5220159263,GuitarBet1,0,65.83,CPT MacKenzie Gore UTIL J.T. Ginn UTIL Brandon Nimmo UTIL Evan Carter UTIL Nicky Lopez UTIL Alika Williams,,Evan Carter,UTIL,29.03%,7
11,5220113884,wittwerjoe,0,64.2,CPT Brandon Nimmo UTIL J.T. Ginn UTIL Corey Seager UTIL Henry Bolte UTIL Jeff McNeil UTIL Austin Wynns,,Nicky Lopez,UTIL,29.03%,5
12,5219435010,oneupthedevil,0,62.13,CPT MacKenzie Gore UTIL Ezequiel Duran UTIL Jake Burger UTIL Henry Bolte UTIL Max Muncy UTIL Tommy White,,Alika Williams,UTIL,29.03%,10
12,5220156692,d9144,0,62.13,CPT MacKenzie Gore UTIL Corey Seager UTIL Wyatt Langford UTIL Joc Pederson UTIL Tommy White UTIL Austin Wynns,,Lawrence Butler,UTIL,25.81%,2
14,5219046709,tbjones2121,0,62.05,CPT J.T. Ginn UTIL Brandon Nimmo UTIL Jonah Heim UTIL Henry Bolte UTIL Jeff McNeil UTIL Max Muncy,,Jeff McNeil,UTIL,25.81%,0
