Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5231534389,JSB31 (1/3),0,149.55,1B Luis Garcia Jr. 2B Tommy Edman 3B Miguel Vargas C Ben Rice OF Cody Bellinger OF Trent Grisham OF Sal Frelick P Sean Burke P Connor Prielipp SS George Lombard Jr.,,MacKenzie Gore,P,40.33%,1.05
2,5231424143,wee123 (3/3),0,148.45,1B Luis Garcia Jr. 2B Jazz Chisholm Jr. 3B Miguel Vargas C Ben Rice OF A.J. Ewing OF Spencer Jones OF Tristan Peters P Sean Burke P Roki Sasaki SS Luisangel Acuna,,Sean Burke,P,31.71%,2.75
3,5231503138,ryanc1,0,140.55,1B Luis Garcia Jr. 2B Jazz Chisholm Jr. 3B Brooks Lee C Ben Rice OF Luke Keaschall OF Trent Grisham OF Sal Frelick P Sean Burke P Connor Prielipp SS Kaelen Culpepper,,Connor Prielipp,P,30.95%,11.8
4,5231474454,Wanna_Square_Up1567 (12/20),0,140.25,1B Luis Garcia Jr. 2B Brice Turang 3B David Hamilton C Ben Rice OF Ronald Acuna Jr. OF Garrett Mitchell OF Sal Frelick P Dustin May P Elmer Rodriguez SS Cooper Pratt,,Brooks Lee,3B,26.87%,14
5,5231476990,Pray_4_Rain (9/20),0,138.9,1B Luis Garcia Jr. 2B Jazz Chisholm Jr. 3B Miguel Vargas C Carter Jensen OF Jac Caglianone OF Brenton Doyle OF Tristan Peters P Sean Burke P Kyle Bradish SS Luisangel Acuna,,Luke Keaschall,OF,24.14%,0
6,5231486067,cheese8808,0,137.55,1B Luis Garcia Jr. 2B Jazz Chisholm Jr. 3B Miguel Vargas C Ben Rice OF Cody Bellinger OF Trent Grisham OF Randal Grichuk P Dustin May P Connor Prielipp SS Kaelen Culpepper,,Dustin May,P,20.65%,0.75
7,5231395797,jsamtoy (5/20),0,136.5,1B Luis Garcia Jr. 2B Chase Meidroth 3B Miguel Vargas C Ben Rice OF Braden Montgomery OF Brenton Doyle OF Randal Grichuk P Sean Burke P Dustin May SS Kaelen Culpepper,,Kody Clemens,2B,20.61%,5
8,5231412500,statnerds (2/20),0,134.55,1B Luis Garcia Jr. 2B Jazz Chisholm Jr. 3B Miguel Vargas C Samuel Basallo OF Cody Bellinger OF Trent Grisham OF Brenton Doyle P Sean Burke P Connor Prielipp SS George Lombard Jr.,,Kyle Bradish,P,18.71%,-2.85
9,5231343649,FoxyGrandpa252 (17/20),0,134.25,1B Luis Garcia Jr. 2B Brice Turang 3B Andrew Vaughn C Ben Rice OF Christian Yelich OF Garrett Mitchell OF Sal Frelick P Sean Burke P Elmer Rodriguez SS George Lombard Jr.,,Yordan Alvarez,OF,18.67%,3
10,5231455867,BuckeyeCity (18/20),0,134.2,1B Matt Olson 2B Chase Meidroth 3B Miguel Vargas C Drake Baldwin OF Ronald Acuna Jr. OF Braden Montgomery OF Brenton Doyle P Peter Lambert P AJ Smith-Shawver SS Mauricio Dubon,,Shohei Ohtani,OF,16.65%,15
