Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5201683120,Wanna_Square_Up1567,0,146.6,1B Shohei Ohtani 2B Cole Young 3B Weston Wilson C Cal Raleigh OF Kyle Tucker OF Julio Rodriguez OF Jasson Dominguez P Gavin Williams P Reid Detmers SS J.P. Crawford,,Gavin Williams,P,47.83%,33.35
2,5201706745,Jackie2424,0,127.25,1B Ty France 2B Jake Cronenworth 3B Tommy White C Jonah Heim OF Pete Crow-Armstrong OF Fernando Tatis Jr. OF Jackson Merrill P Gavin Williams P Taj Bradley SS Brayan Rocchio,,Romy Gonzalez,1B,34.78%,2
3,5201747096,KETTLEHEADS,0,126.2,1B Victor Caratini 2B Brice Turang 3B Tommy Edman C Cal Raleigh OF Pete Crow-Armstrong OF Randy Arozarena OF Julio Rodriguez P Gage Jump P Colin Rea SS Jacob Wilson,,Shohei Ohtani,1B,30.43%,28
4,5201719970,whoisjohngalt420,0,124.6,1B Ty France 2B Jake Cronenworth 3B Jose Ramirez C Jonah Heim OF Fernando Tatis Jr. OF Jackson Merrill OF Gavin Sheets P Gavin Williams P Reid Detmers SS Jacob Wilson,,Pete Crow-Armstrong,OF,26.09%,2
5,5201778811,cagea65,0,118.65,1B Salvador Perez 2B Michael Massey 3B Nick Loftin C Carter Jensen OF Shohei Ohtani OF Kyle Tucker OF Isaac Collins P Gavin Williams P Gage Jump SS Zach Neto,,Willson Contreras,1B,26.09%,4
6,5201691393,Cashis89,0,114.35,1B Willson Contreras 2B Romy Gonzalez 3B Luis Rengifo C Carlos Narvaez OF Shohei Ohtani OF Ceddanne Rafaela OF Jackson Merrill P Gerrit Cole P Jake Bennett SS Cooper Pratt,,Wilyer Abreu,OF,26.09%,5
7,5201700327,vinny1979,0,109.2,1B Ty France 2B Jake Cronenworth 3B Caleb Durbin C Luis Campusano OF Fernando Tatis Jr. OF Wilyer Abreu OF Jarren Duran P Gerrit Cole P Michael King SS Xander Bogaerts,,Caleb Durbin,3B,26.09%,8
8,5201729055,salatso22,0,108.25,1B Willson Contreras 2B Travis Bazzana 3B Caleb Durbin C Carlos Narvaez OF Shohei Ohtani OF Chase DeLauter OF Steven Kwan P Gavin Williams P Taj Bradley SS Andruw Monasterio,,Jonah Heim,C,26.09%,2
9,5201787575,eaglezzz,0,104.25,1B Willson Contreras 2B Jake Cronenworth 3B Alex Bregman C Jonah Heim OF Tyler Soderstrom OF Wilyer Abreu OF Jahmai Jones P Gerrit Cole P Gavin Williams SS Jacob Wilson,,Jake Cronenworth,2B,26.09%,2
10,5201705308,pgk8,0,102.75,1B Willson Contreras 2B Romy Gonzalez 3B Manny Machado C Carlos Narvaez OF Fernando Tatis Jr. OF Wilyer Abreu OF Jahmai Jones P Peter Lambert P Taj Bradley SS Xander Bogaerts,,Justin Wrobleski,P,21.74%,12.7
