Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5201596255,whoisjohngalt420,0,163.2,1B Josh Naylor 2B JJ Wetherholt 3B Weston Wilson C Cal Raleigh OF Shohei Ohtani OF Dominic Canzone OF Rob Refsnyder P Gavin Williams P Peter Lambert SS Jacob Wilson,,Gavin Williams,P,35.59%,33.35
2,5201625188,seth1374,0,153.25,1B Paul Goldschmidt 2B Jake Cronenworth 3B Manny Machado C Luis Campusano OF Fernando Tatis Jr. OF Jackson Merrill OF Jasson Dominguez P Gavin Williams P Taj Bradley SS Anthony Volpe,,Jake Cronenworth,2B,30.51%,2
3,5201683117,Wanna_Square_Up1567,0,146.6,1B Shohei Ohtani 2B Cole Young 3B Weston Wilson C Cal Raleigh OF Kyle Tucker OF Julio Rodriguez OF Jasson Dominguez P Gavin Williams P Reid Detmers SS J.P. Crawford,,Taj Bradley,P,28.81%,25.9
4,5201654055,primeness,0,143.6,1B Willson Contreras 2B Jake Cronenworth 3B Max Muncy C Dalton Rushing OF Shohei Ohtani OF Jackson Merrill OF Jahmai Jones P Logan Henderson P Reid Detmers SS Christian Koss,,Reid Detmers,P,22.03%,22.25
5,5201735038,Diesel,0,141.7,1B Ty France 2B Jake Cronenworth 3B Tommy White C Jonah Heim OF Shohei Ohtani OF Tyler Soderstrom OF Henry Bolte P Logan Henderson P Gavin Williams SS Jacob Wilson,,Michael King,P,22.03%,13.3
6,5201756474,andrewp332,0,141.6,1B Romy Gonzalez 2B Brice Turang 3B Manny Machado C Jonah Heim OF Fernando Tatis Jr. OF Jackson Merrill OF Jahmai Jones P Gavin Williams P Reid Detmers SS Jacob Wilson,,Willson Contreras,1B,20.34%,4
7,5201778851,soloboxeo,0,141.25,1B Freddie Freeman 2B Tommy Edman 3B Max Muncy C Luis Campusano OF Teoscar Hernandez OF Luis Lara OF Petey Halpin P Gavin Williams P Taj Bradley SS Anthony Volpe,,Kody Clemens,2B,20.34%,9
8,5201780657,scottd923,0,135.25,1B Willson Contreras 2B Jake Cronenworth 3B Luis Rengifo C Jonah Heim OF Shohei Ohtani OF Jackson Merrill OF Gavin Sheets P Gavin Williams P Taj Bradley SS Anthony Volpe,,Justin Wrobleski,P,20.34%,12.7
9,5201652544,TheBabz,0,134.95,1B Tommy White 2B Christian Koss 3B Max Muncy C Dalton Rushing OF Shohei Ohtani OF Mike Trout OF Grant McCray P Justin Wrobleski P Reid Detmers SS Zach Neto,,Shohei Ohtani,OF,20.34%,28
10,5201646830,brown1975,0,133.2,1B Freddie Freeman 2B Jake Cronenworth 3B Max Muncy C Dalton Rushing OF Shohei Ohtani OF Gavin Sheets OF Jahmai Jones P Taj Bradley P Michael King SS Anthony Volpe,,Ceddanne Rafaela,OF,18.64%,3
