Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5201814342,minnows8up (2/2),0,191.6,1B Shohei Ohtani 2B Tommy Edman 3B Caleb Durbin C William Contreras OF Dominic Canzone OF Luis Lara OF Cole Carrigg P Reid Detmers P Logan Henderson SS Cooper Pratt,,Justin Wrobleski,P,37.74%,12.7
2,5201678715,souge,0,183.6,1B Andrew Vaughn 2B Brice Turang 3B Tommy Edman C William Contreras OF Rob Refsnyder OF Shohei Ohtani OF Luis Lara P Reid Detmers P Logan Henderson SS Cooper Pratt,,Michael King,P,36.84%,13.3
3,5201837904,TLorz (93/150),0,181.65001,1B Shohei Ohtani 2B Cole Young 3B Tommy White C Cal Raleigh OF Randy Arozarena OF Dominic Canzone OF Julio Rodriguez P Logan Henderson P Gage Jump SS Xander Bogaerts,,Reid Detmers,P,29.76%,22.25
4,5201852053,goodtimes32 (149/150),0,179.55,1B Shohei Ohtani 2B Jake Cronenworth 3B Manny Machado C Cal Raleigh OF Gavin Sheets OF Fernando Tatis Jr. OF Dominic Canzone P Reid Detmers P Gage Jump SS Xander Bogaerts,,Jake Cronenworth,2B,26.28%,2
4,5201882464,nvachani (31/150),0,179.55,1B Shohei Ohtani 2B Jake Cronenworth 3B Luis Rengifo C Cal Raleigh OF Fernando Tatis Jr. OF Dominic Canzone OF Julio Rodriguez P Reid Detmers P Gage Jump SS Xander Bogaerts,,Romy Gonzalez,2B,25.71%,2
6,5201852014,goodtimes32 (110/150),0,178.55,1B Shohei Ohtani 2B Jake Cronenworth 3B Manny Machado C Luis Campusano OF Dominic Canzone OF Julio Rodriguez OF Jackson Chourio P Reid Detmers P Gage Jump SS Jacob Wilson,,Jackson Merrill,OF,24.11%,18
6,5201882579,nvachani (146/150),0,178.55,1B Shohei Ohtani 2B Cole Young 3B J.P. Crawford C Cal Raleigh OF Fernando Tatis Jr. OF Julio Rodriguez OF Henry Bolte P Reid Detmers P Gage Jump SS Willi Castro,,Logan Henderson,P,23.78%,28.35
8,5201762281,andybonnot (68/150),0,177.55,1B Shohei Ohtani 2B Jake Cronenworth 3B Manny Machado C Cal Raleigh OF Rob Refsnyder OF Fernando Tatis Jr. OF Jackson Merrill P Reid Detmers P Gage Jump SS Xander Bogaerts,,Jahmai Jones,OF,23.78%,5
9,5201233181,kidlightnin (26/150),0,175.65,1B Shohei Ohtani 2B Brice Turang 3B David Hamilton C Cal Raleigh OF Rob Refsnyder OF Jackson Chourio OF Luis Lara P Michael King P Logan Henderson SS Cooper Pratt,,Willson Contreras,1B,23.68%,4
9,5201768536,12PackAbs (8/25),0,175.65,1B Shohei Ohtani 2B Brice Turang 3B David Hamilton C Cal Raleigh OF Rob Refsnyder OF Jackson Chourio OF Luis Lara P Michael King P Logan Henderson SS Cooper Pratt,,Manny Machado,3B,23.52%,15
11,5201837930,TLorz (119/150),0,175.55,1B Shohei Ohtani 2B Brice Turang 3B David Hamilton C William Contreras OF Christian Yelich OF Julio Rodriguez OF Luis Lara P Reid Detmers P Gage Jump SS Xander Bogaerts,,Landen Roupp,P,22.95%,-2.55
12,5201882580,nvachani (147/150),0,173.55,1B Shohei Ohtani 2B Cole Young 3B Max Muncy C Cal Raleigh OF Rob Refsnyder OF Randy Arozarena OF Dominic Canzone P Reid Detmers P Gage Jump SS Mookie Betts,,Jeremy Pena,SS,22.02%,3
12,5201927354,lilmaryy (13/30),0,173.55,1B Shohei Ohtani 2B Brice Turang 3B David Hamilton C William Contreras OF Jackson Merrill OF Jackson Chourio OF Henry Bolte P Reid Detmers P Gage Jump SS Cooper Pratt,,Ceddanne Rafaela,OF,22.01%,3
14,5201490099,colonelforbin22 (3/5),0,172.55,1B Freddie Freeman 2B Tommy Edman 3B Max Muncy C Dalton Rushing OF Shohei Ohtani OF Jahmai Jones OF Luis Lara P Reid Detmers P Gage Jump SS Cooper Pratt,,Fernando Tatis Jr.,OF,20.49%,21
14,5201683341,danindy (14/150),0,172.55,1B Josh Naylor 2B Cole Young 3B Tommy Edman C Cal Raleigh OF Shohei Ohtani OF Dominic Canzone OF Julio Rodriguez P Michael King P Reid Detmers SS Cooper Pratt,,Shohei Ohtani,OF,20.33%,28
16,5201838644,drmcpool (114/127),0,171.65001,1B Christian Walker 2B Jose Altuve 3B Weston Wilson C Cal Raleigh OF Shohei Ohtani OF Yordan Alvarez OF Dominic Canzone P Logan Henderson P Gage Jump SS Colt Emerson,,Jonah Heim,C,19.22%,2
16,5201859894,Toddytilt10 (1/2),0,171.65001,1B Shohei Ohtani 2B Vaughn Grissom 3B Manny Machado C Cal Raleigh OF Rob Refsnyder OF Jahmai Jones OF Fernando Tatis Jr. P Michael King P Logan Henderson SS Cooper Pratt,,Caleb Durbin,3B,19.12%,8
18,5201700786,mustafael (94/150),0,171.6,1B Andrew Vaughn 2B Brice Turang 3B Manny Machado C William Contreras OF Gavin Sheets OF Mickey Moniak OF Luis Lara P Reid Detmers P Logan Henderson SS Cooper Pratt,,Peter Lambert,P,17.86%,13.85
19,5201811438,cjcarlto (1/150),0,170.55,1B Shohei Ohtani 2B Cole Young 3B Vaughn Grissom C Cal Raleigh OF Randy Arozarena OF Dominic Canzone OF Julio Rodriguez P Reid Detmers P Gage Jump SS Zach Neto,,Andruw Monasterio,SS,16.52%,2
19,5201882461,nvachani (28/150),0,170.55,1B Shohei Ohtani 2B Jake Cronenworth 3B Max Muncy C Dalton Rushing OF Luis Rengifo OF Dominic Canzone OF Jackson Merrill P Reid Detmers P Gage Jump SS Mookie Betts,,Wilyer Abreu,OF,16.18%,5
19,5201903719,DigitalDreams (62/86),0,170.55,1B Shohei Ohtani 2B Cole Young 3B Vaughn Grissom C Cal Raleigh OF Randy Arozarena OF Dominic Canzone OF Julio Rodriguez P Reid Detmers P Gage Jump SS Zach Neto,,Carlos Narvaez,C,16.01%,2
22,5200959415,Nadroj311 (122/150),0,169.65,1B Andrew Vaughn 2B Brice Turang 3B Tommy White C Cal Raleigh OF Garrett Mitchell OF Dominic Canzone OF Luis Lara P Michael King P Logan Henderson SS Cooper Pratt,,Jake Bennett,P,15.51%,11.45
23,5201811546,cjcarlto (109/150),0,169.6,1B Shohei Ohtani 2B Cole Young 3B Tommy White C Cal Raleigh OF Randy Arozarena OF Dominic Canzone OF Julio Rodriguez P Reid Detmers P Logan Henderson SS Andruw Monasterio,,Yordan Alvarez,OF,14.95%,21
23,5201918181,Stooopsy (146/150),0,169.6,1B Shohei Ohtani 2B Jake Cronenworth 3B David Hamilton C William Contreras OF Jackson Merrill OF Jackson Chourio OF Luis Lara P Reid Detmers P Logan Henderson SS Cooper Pratt,,Ty France,1B,14.18%,5
