Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5201589847,sportsfan14,0,172.5,1B Joc Pederson 2B Gleyber Torres 3B Ezequiel Duran C Eduardo Valencia OF Wyatt Langford OF Riley Greene OF Brandon Nimmo P Troy Melton P Sandy Alcantara SS Kevin McGonigle,,Troy Melton,P,60.87%,26.75
2,5201611695,TnRiddles,0,144.45,1B Joc Pederson 2B Gleyber Torres 3B Colt Keith C Dillon Dingler OF Wyatt Langford OF Riley Greene OF Evan Carter P Troy Melton P Cade Cavalli SS Kevin McGonigle,,Cade Cavalli,P,39.13%,14.7
3,5201662895,TheBabz,0,132.7,1B Jonathan Aranda 2B Gleyber Torres 3B Yandy Diaz C Dillon Dingler OF Cedric Mullins OF Jacob Young OF Zach McKinstry P Troy Melton P Griffin Jax SS Kevin McGonigle,,Wyatt Langford,OF,39.13%,5
4,5201609376,seth1374,0,123.9,1B Ryan O'Hearn 2B Ketel Marte 3B Nick Gonzales C Endy Rodriguez OF Corbin Carroll OF Jake Mangum OF Marcell Ozuna P Griffin Jax P Aaron Nola SS Geraldo Perdomo,,Griffin Jax,P,34.78%,25.95
5,5201589032,Mige1,0,122.5,1B Joc Pederson 2B Gleyber Torres 3B Colt Keith C Dillon Dingler OF Wyatt Langford OF Riley Greene OF Zach McKinstry P Troy Melton P Sandy Alcantara SS Otto Lopez,,Dillon Dingler,C,30.43%,0
6,5201701267,SinMiedo,0,116.7,1B Jonathan Aranda 2B Xavier Edwards 3B Ezequiel Duran C Dillon Dingler OF Taylor Ward OF George Springer OF Yohendrick Pinango P Troy Melton P Griffin Jax SS Geraldo Perdomo,,Geraldo Perdomo,SS,30.43%,10
7,5201665899,louiswat,0,106.45,1B Joc Pederson 2B Ketel Marte 3B Yandy Diaz C Keibert Ruiz OF Bryan Reynolds OF Riley Greene OF Bryan De La Cruz P Troy Melton P Cade Cavalli SS Geraldo Perdomo,,Kevin McGonigle,SS,26.09%,24
8,5201632078,gbuckner60,0,104.45,1B Jake Burger 2B Nicky Lopez 3B Ezequiel Duran C Keibert Ruiz OF James Wood OF Wyatt Langford OF Brandon Marsh P Troy Melton P Cade Cavalli SS Kevin McGonigle,,Jonathan Aranda,1B,26.09%,6
9,5201600460,OldEnglishChains,0,103.5,1B Jonathan Aranda 2B Ketel Marte 3B Junior Caminero C Gabriel Moreno OF Wyatt Langford OF Cedric Mullins OF Bryan De La Cruz P Griffin Jax P Brandon Pfaadt SS Geraldo Perdomo,,Sandy Alcantara,P,21.74%,26.75
10,5201709844,acschaming1,0,103.3,1B Jonathan Aranda 2B Ketel Marte 3B Coby Mayo C Gabriel Moreno OF Corbin Carroll OF Wyatt Langford OF Daulton Varsho P Sandy Alcantara P Brandon Pfaadt SS Geraldo Perdomo,,James Wood,OF,21.74%,4
11,5201638165,wittwerjoe,0,100.35,1B Kyle Stowers 2B Xavier Edwards 3B Yandy Diaz C Gabriel Moreno OF Corbin Carroll OF Jakob Marsee OF Ryan Waldschmidt P Griffin Jax P Dean Kremer SS Geraldo Perdomo,,Yandy Diaz,3B,21.74%,4
12,5201713920,Ozarkian,0,96.45,1B Bryce Harper 2B Brandon Lowe 3B Alec Bohm C Liam Hicks OF Jake Mangum OF Marcell Ozuna OF Edmundo Sosa P Troy Melton P Cade Cavalli SS Trea Turner,,Ketel Marte,2B,21.74%,5
13,5201632116,creepy_ghosts,0,95.9,1B Luis Garcia Jr. 2B Nasim Nunez 3B Junior Caminero C Dillon Dingler OF Brandon Marsh OF Brandon Nimmo OF Ryan Waldschmidt P Griffin Jax P Aaron Nola SS Geraldo Perdomo,,Riley Greene,OF,21.74%,4
14,5201662364,whoisjohngalt420,0,95.7,1B Pete Alonso 2B Brandon Lowe 3B Junior Caminero C Yohel Pozo OF Victor Mesa Jr. OF Dylan Beavers OF Colton Cowser P Sandy Alcantara P Griffin Jax SS Gunnar Henderson,,Xavier Edwards,2B,21.74%,12
15,5201645048,BigRedMachine1975,0,92.3,1B Joc Pederson 2B Josh Smith 3B Edmundo Sosa C Garrett Stubbs OF James Wood OF Corbin Carroll OF Wyatt Langford P Troy Melton P Brandon Pfaadt SS Javier Baez,,Ezequiel Duran,3B,21.74%,14
16,5201677133,bertlinc,0,91.7,1B Bryce Harper 2B Bryson Stott 3B Edmundo Sosa C Joe Mack OF Bryan Reynolds OF Brandon Marsh OF Max Kepler P Troy Melton P Griffin Jax SS Otto Lopez,,Joc Pederson,1B,21.74%,5
17,5201606785,DUI-Guy,0,90.45,1B Kyle Stowers 2B Xavier Edwards 3B Jorbit Vivas C Liam Hicks OF James Wood OF Daylen Lile OF Heriberto Hernandez P Sandy Alcantara P Cade Cavalli SS Otto Lopez,,Corbin Carroll,OF,17.39%,17
18,5201681096,Petersprostars777,0,87.05,1B Jonathan Aranda 2B Xavier Edwards 3B Ezequiel Duran C Brandon Valenzuela OF Wyatt Langford OF Esmerlyn Valdez OF Chandler Simpson P Troy Melton P Shane Bieber SS Kevin McGonigle,,Bryce Harper,1B,17.39%,3
19,5201701973,TwoLeggedLOTTO,0,82.45,1B Bryce Harper 2B Bryson Stott 3B Edmundo Sosa C Dillon Dingler OF George Springer OF Jake Mangum OF Marcell Ozuna P Troy Melton P Cade Cavalli SS Trea Turner,,Gleyber Torres,2B,17.39%,27
20,5201653490,Bankster17,0,67.3,1B Kyle Stowers 2B Xavier Edwards 3B Yandy Diaz C Joe Mack OF James Wood OF Jakob Marsee OF Griffin Conine P Cade Cavalli P Bubba Chandler SS CJ Abrams,,Kyle Stowers,1B,17.39%,16
21,5201665917,jokerdpo,0,66.35,1B Jonathan Aranda 2B Bryson Stott 3B Yandy Diaz C Dillon Dingler OF Riley Greene OF Victor Mesa Jr. OF Cedric Mullins P Troy Melton P Bubba Chandler SS Kevin McGonigle,,Brandon Marsh,OF,17.39%,0
22,5201715010,bleeski,0,61.1,1B Kyle Stowers 2B Ketel Marte 3B Ezequiel Duran C Joe Mack OF James Wood OF Heriberto Hernandez OF Griffin Conine P Cade Cavalli P Dean Kremer SS CJ Abrams,,Bryson Stott,2B,17.39%,0
23,5201600439,Spizzwolf,0,59.45,1B Bryce Harper 2B Bryson Stott 3B Alec Bohm C Garrett Stubbs OF Wyatt Langford OF Brandon Marsh OF Heriberto Hernandez P Troy Melton P Cade Cavalli SS CJ Abrams,,Edmundo Sosa,3B,17.39%,0
,,,,,,,Brandon Pfaadt,P,13.04%,19.55
,,,,,,,Junior Caminero,3B,13.04%,15
,,,,,,,CJ Abrams,SS,13.04%,5
,,,,,,,Otto Lopez,SS,13.04%,0
,,,,,,,Gabriel Moreno,C,13.04%,9
,,,,,,,Jake Mangum,OF,13.04%,10
,,,,,,,Heriberto Hernandez,OF,13.04%,0
,,,,,,,Cedric Mullins,OF,13.04%,0
,,,,,,,Marcell Ozuna,OF,13.04%,8
,,,,,,,Joe Mack,C,13.04%,5
,,,,,,,Dean Kremer,P,8.70%,-5.6
,,,,,,,Aaron Nola,P,8.70%,13.95
,,,,,,,Bubba Chandler,P,8.70%,1.6
,,,,,,,Brandon Lowe,2B,8.70%,23
,,,,,,,Bryan Reynolds,OF,8.70%,20
,,,,,,,Trea Turner,SS,8.70%,0
,,,,,,,Liam Hicks,C,8.70%,6
,,,,,,,George Springer,OF,8.70%,20
,,,,,,,Brandon Nimmo,OF,8.70%,0
,,,,,,,Keibert Ruiz,C,8.70%,9
,,,,,,,Victor Mesa Jr.,OF,8.70%,0
,,,,,,,Jakob Marsee,OF,8.70%,2
,,,,,,,Colt Keith,3B,8.70%,21
,,,,,,,Griffin Conine,OF,8.70%,3
,,,,,,,Alec Bohm,3B,8.70%,5
,,,,,,,Ryan Waldschmidt,OF,8.70%,10
,,,,,,,Zach McKinstry,OF,8.70%,7
,,,,,,,Bryan De La Cruz,OF,8.70%,8
,,,,,,,Garrett Stubbs,C,8.70%,0
,,,,,,,Shane Bieber,P,4.35%,-10.7
,,,,,,,Pete Alonso,1B,4.35%,2
,,,,,,,Gunnar Henderson,SS,4.35%,0
,,,,,,,Luis Garcia Jr.,1B,4.35%,19
,,,,,,,Ryan O'Hearn,1B,4.35%,14
,,,,,,,Taylor Ward,OF,4.35%,0
,,,,,,,Esmerlyn Valdez,OF,4.35%,5
,,,,,,,Nick Gonzales,3B,4.35%,8
,,,,,,,Nasim Nunez,2B,4.35%,2
,,,,,,,Chandler Simpson,OF,4.35%,0
,,,,,,,Daylen Lile,OF,4.35%,9
,,,,,,,Max Kepler,OF,4.35%,11
,,,,,,,Jake Burger,1B,4.35%,3
,,,,,,,Brandon Valenzuela,C,4.35%,5
,,,,,,,Coby Mayo,3B,4.35%,0
,,,,,,,Jacob Young,OF,4.35%,12
,,,,,,,Daulton Varsho,OF,4.35%,5
,,,,,,,Dylan Beavers,OF,4.35%,0
,,,,,,,Evan Carter,OF,4.35%,17
,,,,,,,Jorbit Vivas,3B,4.35%,2
,,,,,,,Yohendrick Pinango,OF,4.35%,2
,,,,,,,Colton Cowser,OF,4.35%,0
,,,,,,,Nicky Lopez,2B,4.35%,4
,,,,,,,Josh Smith,2B,4.35%,2
,,,,,,,Endy Rodriguez,C,4.35%,12
,,,,,,,Eduardo Valencia,C,4.35%,40
,,,,,,,Javier Baez,SS,4.35%,13
,,,,,,,Yohel Pozo,C,4.35%,3
