Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5201911083,sportsfan14,0,155.55,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Luis Campusano OF Shohei Ohtani OF Fernando Tatis Jr. OF Luis Lara P Michael King P Reid Detmers SS Cooper Pratt,,Jake Cronenworth,2B,56.52%,2
2,5201906612,cmartyrun,0,145.6,1B Freddie Freeman 2B Vaughn Grissom 3B Max Muncy C Dalton Rushing OF Jahmai Jones OF Dominic Canzone OF Jarren Duran P Reid Detmers P Logan Henderson SS Jeremy Pena,,Michael King,P,47.83%,13.3
3,5201886152,DFSdegen,0,136.55,1B Shohei Ohtani 2B Tommy Edman 3B Tommy White C Luis Campusano OF Teoscar Hernandez OF Jahmai Jones OF Fernando Tatis Jr. P Michael King P Reid Detmers SS Xander Bogaerts,,Justin Wrobleski,P,47.83%,12.7
4,5201904513,bleeski,0,134.55,1B Nick Kurtz 2B Cole Young 3B Manny Machado C Cal Raleigh OF Randy Arozarena OF Julio Rodriguez OF Jackson Merrill P Reid Detmers P Gage Jump SS Xander Bogaerts,,Shohei Ohtani,1B,39.13%,28
5,5201880537,DMATH,0,122,1B Tommy White 2B Jake Cronenworth 3B Luis Rengifo C Dalton Rushing OF Shohei Ohtani OF Wilyer Abreu OF Jackson Merrill P Michael King P Justin Wrobleski SS Zach Neto,,Ceddanne Rafaela,OF,34.78%,3
6,5201873697,purdyboy07,0,117,1B Freddie Freeman 2B Jake Cronenworth 3B Manny Machado C Christian Vazquez OF Rob Refsnyder OF Jorge Soler OF Shohei Ohtani P Michael King P Justin Wrobleski SS Mookie Betts,,Jeremy Pena,SS,30.43%,3
7,5201856086,SpeakoftheDevs,0,116.65,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Jonah Heim OF Shohei Ohtani OF Ceddanne Rafaela OF Jackson Merrill P Michael King P Logan Henderson SS Andruw Monasterio,,Landen Roupp,P,30.43%,-2.55
8,5201877956,mntiny,0,107.75,1B Ty France 2B Jake Cronenworth 3B Manny Machado C Cal Raleigh OF Randy Arozarena OF Fernando Tatis Jr. OF Julio Rodriguez P Michael King P Jake Bennett SS Andruw Monasterio,,Logan Henderson,P,30.43%,28.35
9,5201857002,SDOD1,0,107.15,1B Christian Walker 2B Jake Cronenworth 3B Isaac Paredes C Luis Campusano OF Shohei Ohtani OF Taylor Trammell OF Jackson Merrill P Michael King P Peter Lambert SS Jeremy Pena,,Freddie Freeman,1B,26.09%,3
10,5201856981,Raiderfanatic2195,0,107,1B Freddie Freeman 2B Brice Turang 3B David Hamilton C Jonah Heim OF Kyle Tucker OF Jackson Chourio OF Luis Lara P Michael King P Justin Wrobleski SS Cooper Pratt,,Manny Machado,3B,26.09%,15
