Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5230565026,bleeski,0,73,CPT Rafael Devers UTIL Sal Stewart UTIL Jung Hoo Lee UTIL Drew Gilbert UTIL Drew Cavanaugh UTIL Shay Whitcomb,,Brady Singer,UTIL,78.26%,10.75
2,5230481272,Ldsimons3,0,63.9,CPT Rafael Devers UTIL Brady Singer UTIL Adrian Houser UTIL Tyler Stephenson UTIL Ke'Bryan Hayes UTIL Drew Cavanaugh,,Elly De La Cruz,UTIL,52.17%,5
3,5229980408,RINO19,0,63.48,CPT Adrian Houser UTIL Brady Singer UTIL Rafael Devers UTIL Drew Gilbert UTIL Drew Cavanaugh UTIL Christian Koss,,Rafael Devers,UTIL,47.83%,18
4,5230325663,KristianFTM,0,61.73,CPT Adrian Houser UTIL Elly De La Cruz UTIL Rafael Devers UTIL Jung Hoo Lee UTIL Drew Cavanaugh UTIL Nate Furman,,Turner Hill,UTIL,43.48%,0
5,5229742531,SauraPride,0,60.5,CPT Elly De La Cruz UTIL Sal Stewart UTIL Rafael Devers UTIL JJ Bleday UTIL Drew Cavanaugh UTIL Nate Furman,,Adrian Houser,UTIL,39.13%,7.15
6,5229919640,howardwi,0,57.13,CPT Brady Singer UTIL Elly De La Cruz UTIL Rafael Devers UTIL Hector Rodriguez UTIL Turner Hill UTIL Drew Cavanaugh,,Sal Stewart,UTIL,34.78%,14
7,5230208113,corruption79,0,51,CPT Sal Stewart UTIL Elly De La Cruz UTIL Rafael Devers UTIL JJ Bleday UTIL Turner Hill UTIL Ke'Bryan Hayes,,Tyler Stephenson,UTIL,34.78%,0
8,5230386934,envymygrind,0,50.4,CPT Grant McCray UTIL Brady Singer UTIL Adrian Houser UTIL Rafael Devers UTIL Eugenio Suarez UTIL Drew Gilbert,,Drew Cavanaugh,UTIL,34.78%,15
9,5230429251,sabal23,0,48.4,CPT Grant McCray UTIL Brady Singer UTIL Adrian Houser UTIL Elly De La Cruz UTIL Rafael Devers UTIL Turner Hill,,Ke'Bryan Hayes,UTIL,30.43%,4
10,5230039560,KILLANADZ24,0,47.75,CPT Eugenio Suarez UTIL Brady Singer UTIL Sal Stewart UTIL Rafael Devers UTIL Turner Hill UTIL Grant McCray,,Nate Furman,UTIL,30.43%,3
11,5230482985,josephje,0,43.28,CPT Brady Singer UTIL Adrian Houser UTIL Elly De La Cruz UTIL Drew Gilbert UTIL Grant McCray UTIL Nate Furman,,JJ Bleday,UTIL,26.09%,3
12,5229794936,oneupthedevil,0,42.13,CPT Brady Singer UTIL Elly De La Cruz UTIL JJ Bleday UTIL Tyler Stephenson UTIL Drew Cavanaugh UTIL Nate Furman,,Matt McLain,UTIL,21.74%,0
13,5229950461,Stolle76,0,39.5,CPT Elly De La Cruz UTIL Sal Stewart UTIL Rafael Devers UTIL Matt McLain UTIL TJ Friedl UTIL Turner Hill,,Drew Gilbert,UTIL,21.74%,7
14,5229807561,whoisjohngalt420,0,38.75,CPT Sal Stewart UTIL Brady Singer UTIL JJ Bleday UTIL Tyler Stephenson UTIL Turner Hill UTIL Ke'Bryan Hayes,,Eugenio Suarez,UTIL,17.39%,0
15,5230030659,zonaque,0,36.25,CPT Elly De La Cruz UTIL Brady Singer UTIL JJ Bleday UTIL Matt McLain UTIL Turner Hill UTIL Drew Cavanaugh,,Hector Rodriguez,UTIL,17.39%,3
16,5229707014,BigRedMachine1975,0,33.75,CPT Dane Myers UTIL Brady Singer UTIL Elly De La Cruz UTIL Sal Stewart UTIL Turner Hill UTIL Ke'Bryan Hayes,,TJ Friedl,UTIL,17.39%,0
17,5230506161,USAFJorgensen,0,31.28,CPT Brady Singer UTIL Adrian Houser UTIL Elly De La Cruz UTIL TJ Friedl UTIL Turner Hill UTIL Nate Furman,,Grant McCray,UTIL,17.39%,5
18,5229845013,bposluszny,0,30.28,CPT Brady Singer UTIL Adrian Houser UTIL Matt McLain UTIL Hector Rodriguez UTIL TJ Friedl UTIL Ke'Bryan Hayes,,Shay Whitcomb,UTIL,13.04%,0
19,5230291775,kbadamsjr,0,29.13,CPT Brady Singer UTIL JJ Bleday UTIL Tyler Stephenson UTIL Drew Gilbert UTIL Hector Rodriguez UTIL Turner Hill,,Jung Hoo Lee,UTIL,8.70%,10
20,5230443977,martini13,0,28.75,CPT Matt McLain UTIL Brady Singer UTIL Sal Stewart UTIL Tyler Stephenson UTIL Ke'Bryan Hayes UTIL Shay Whitcomb,,Christian Koss,UTIL,8.70%,2
21,5230221438,clags22,0,28.28,CPT Brady Singer UTIL Adrian Houser UTIL Eugenio Suarez UTIL Tyler Stephenson UTIL Christian Koss UTIL Nate Furman,,Dane Myers,CPT,4.35%,0
22,5229953698,JcClark18,0,28.13,CPT Brady Singer UTIL Elly De La Cruz UTIL Eugenio Suarez UTIL Tyler Stephenson UTIL Ke'Bryan Hayes UTIL Nate Furman,,,
23,5230088345,BADM00N,0,19.13,CPT Brady Singer UTIL Tyler Stephenson UTIL Matt McLain UTIL Hector Rodriguez UTIL TJ Friedl UTIL Shay Whitcomb,,,
