Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5203540514,Ajmoon1997,0,137.7,1B Willson Contreras 2B Anthony Seigler 3B Caleb Durbin C Tyler Stephenson OF Ronald Acuna Jr. OF Wilyer Abreu OF Ceddanne Rafaela P Eury Perez P Roki Sasaki SS Jacob Wilson,,Nolan McLean,P,55.93%,17.45
2,5203482004,ATKM2007,0,136.95,1B Sal Stewart 2B Matt McLain 3B Eugenio Suarez C Dalton Rushing OF Kyle Tucker OF Teoscar Hernandez OF JJ Bleday P Nolan McLean P Eury Perez SS Elly De La Cruz,,Roki Sasaki,P,38.14%,21.2
3,5203698974,sh-13,0,134.95,1B Willson Contreras 2B Anthony Seigler 3B Sal Stewart C Tyler Stephenson OF Ceddanne Rafaela OF JJ Bleday OF Masataka Yoshida P Nolan McLean P Eury Perez SS Elly De La Cruz,,Eury Perez,P,35.59%,20.5
4,5203699499,JohnFR,0,133.95,1B Matt Olson 2B Anthony Seigler 3B Caleb Durbin C Tyler Stephenson OF Ronald Acuna Jr. OF Wilyer Abreu OF Ceddanne Rafaela P Nolan McLean P Rhett Lowder SS Elly De La Cruz,,Sonny Gray,P,29.66%,16.35
5,5203610387,hcnpower (1/2),0,130.35,1B Nathaniel Lowe 2B Luis Arraez 3B Sal Stewart C Tyler Stephenson OF Andy Pages OF Ceddanne Rafaela OF JJ Bleday P Nolan McLean P Robbie Ray SS Elly De La Cruz,,Drake Baldwin,C,29.66%,4
6,5203070080,TheBabz,0,127.85,1B Luis Garcia Jr. 2B Xavier Edwards 3B Nick Gonzales C Endy Rodriguez OF Wilyer Abreu OF Ceddanne Rafaela OF Jhostynxon Garcia P Eury Perez P Sonny Gray SS Otto Lopez,,Caleb Durbin,3B,27.12%,4
7,5203620881,seth1374 (2/3),0,126.65,1B Luis Garcia Jr. 2B Jose Tena 3B Manny Machado C Luis Campusano OF Jackson Merrill OF Daylen Lile OF Luis Rengifo P Nolan McLean P Roki Sasaki SS Xander Bogaerts,,Brandon Lowe,2B,26.27%,14
8,5203338052,drunkonpappy (1/3),0,124.55,1B Josh Naylor 2B Cole Young 3B Sal Stewart C Tyler Stephenson OF Randy Arozarena OF Julio Rodriguez OF Dominic Canzone P Eury Perez P Bryan Woo SS Elly De La Cruz,,Matt Olson,1B,24.58%,0
9,5203678732,cwsavage,0,124.5,1B Nathaniel Lowe 2B Cole Young 3B Sal Stewart C Tyler Stephenson OF Randy Arozarena OF Julio Rodriguez OF Dominic Canzone P Nolan McLean P Bryan Woo SS Elly De La Cruz,,Anthony Seigler,2B,24.58%,5
10,5203679624,fortun8 (2/3),0,123.35,1B Luis Garcia Jr. 2B Nasim Nunez 3B Christian Koss C Connor Wong OF James Wood OF Daylen Lile OF Luke Raley P Nolan McLean P Robbie Ray SS CJ Abrams,,Wilyer Abreu,OF,22.88%,14
11,5203668081,xXxPLOSIVE (3/3),0,120.049995,1B Luis Garcia Jr. 2B Anthony Seigler 3B Caleb Durbin C Drake Baldwin OF Ronald Acuna Jr. OF Wilyer Abreu OF Ceddanne Rafaela P Roki Sasaki P JP Sears SS Andruw Monasterio,,Elly De La Cruz,SS,22.03%,33
12,5203669470,tical1994 (1/2),0,119.2,1B Willson Contreras 2B Anthony Seigler 3B Caleb Durbin C Luis Campusano OF Wilyer Abreu OF Esmerlyn Valdez OF Ceddanne Rafaela P Sonny Gray P JP Sears SS Elly De La Cruz,,Andruw Monasterio,SS,22.03%,7
13,5203589304,SamScorch (2/3),0,118.95,1B Nathaniel Lowe 2B Ozzie Albies 3B Sal Stewart C Tyler Stephenson OF Michael Harris II OF Heliot Ramos OF JJ Bleday P Nolan McLean P Eury Perez SS Elly De La Cruz,,JJ Bleday,OF,21.19%,2
14,5203624238,MiamiSKC (2/3),0,118.7,1B Nick Kurtz 2B Anthony Seigler 3B Caleb Durbin C Connor Wong OF Wilyer Abreu OF Tyler Soderstrom OF Ceddanne Rafaela P Eury Perez P Roki Sasaki SS Elly De La Cruz,,Ceddanne Rafaela,OF,19.49%,17
15,5203171693,olrat14 (3/3),0,118.65,1B Nathaniel Lowe 2B Ozzie Albies 3B Eugenio Suarez C Tyler Stephenson OF Ronald Acuna Jr. OF Michael Harris II OF JJ Bleday P Nolan McLean P Roki Sasaki SS Elly De La Cruz,,Michael Harris II,OF,19.49%,0
16,5203593239,A_playa_named_gus (3/3),0,118.35,1B Nathaniel Lowe 2B Brandon Lowe 3B Eugenio Suarez C Tyler Stephenson OF Bryan Reynolds OF Esmerlyn Valdez OF Jake Mangum P Nolan McLean P Robbie Ray SS Elly De La Cruz,,Tyler Stephenson,C,19.49%,9
17,5203645285,Draconfire (2/3),0,117.85,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C Endy Rodriguez OF Wilyer Abreu OF Jake Mangum OF Masataka Yoshida P Eury Perez P Sonny Gray SS Andruw Monasterio,,Esmerlyn Valdez,OF,18.64%,5
18,5203408071,rolukoya,0,116.85,1B Nathaniel Lowe 2B Brandon Lowe 3B Eugenio Suarez C Endy Rodriguez OF Esmerlyn Valdez OF Jarren Duran OF JJ Bleday P Eury Perez P Sonny Gray SS Elly De La Cruz,,Sal Stewart,3B,17.80%,9
19,5203461650,soloboxeo (1/3),0,116.8,1B Willson Contreras 2B Ozzie Albies 3B Sal Stewart C Tyler Stephenson OF Ronald Acuna Jr. OF Wilyer Abreu OF Jake Mangum P Eury Perez P Grant Holmes SS Andruw Monasterio,,Willson Contreras,1B,16.95%,19
20,5203668080,xXxPLOSIVE (2/3),0,116.25,1B Luis Garcia Jr. 2B Anthony Seigler 3B Tommy White C Drake Baldwin OF Wilyer Abreu OF Ceddanne Rafaela OF Masataka Yoshida P Roki Sasaki P Bryan Woo SS Jacob Wilson,,Ronald Acuna Jr.,OF,16.10%,18
21,5203166386,primeness,0,115.85,1B Willson Contreras 2B Jorge Polanco 3B Sal Stewart C Connor Wong OF Wilyer Abreu OF Jarren Duran OF JJ Bleday P Eury Perez P Sonny Gray SS Elly De La Cruz,,Jarren Duran,OF,15.25%,0
22,5203593238,A_playa_named_gus (2/3),0,115.65,1B Nathaniel Lowe 2B Brandon Lowe 3B Eugenio Suarez C Tyler Stephenson OF Bryan Reynolds OF Esmerlyn Valdez OF Jake Mangum P Nolan McLean P Roki Sasaki SS Elly De La Cruz,,Ozzie Albies,2B,15.25%,7
23,5203160803,nicoh22 (2/3),0,115.55,1B Nathaniel Lowe 2B Matt McLain 3B Sal Stewart C Drake Baldwin OF Ronald Acuna Jr. OF Mauricio Dubon OF Noelvi Marte P Sonny Gray P Roki Sasaki SS Elly De La Cruz,,Masataka Yoshida,OF,15.25%,3
24,5203660269,imadeit110 (1/3),0,113.65,1B Ryan O'Hearn 2B Brandon Lowe 3B Sal Stewart C Tyler Stephenson OF Esmerlyn Valdez OF JJ Bleday OF Jhostynxon Garcia P Nolan McLean P Roki Sasaki SS Elly De La Cruz,,Jake Mangum,OF,15.25%,5
25,5203468930,salatso22 (1/3),0,111.95,1B Willson Contreras 2B Brandon Lowe 3B Luis Rengifo C Connor Wong OF Esmerlyn Valdez OF Ceddanne Rafaela OF Jarren Duran P Nolan McLean P Eury Perez SS Andruw Monasterio,,Manny Machado,3B,13.56%,0
26,5203632405,hallfreddy,0,110.85,1B Willson Contreras 2B Anthony Seigler 3B Eugenio Suarez C Drake Baldwin OF Wilyer Abreu OF Ceddanne Rafaela OF Masataka Yoshida P Eury Perez P Sonny Gray SS Jacob Wilson,,Nathaniel Lowe,1B,12.71%,9
27,5203524313,jc000000,0,110.1,1B Ryan O'Hearn 2B Anthony Seigler 3B Max Muncy C Jonah Heim OF Wilyer Abreu OF Michael Harris II OF Masataka Yoshida P Robbie Ray P Roki Sasaki SS Elly De La Cruz,,Connor Wong,C,12.71%,2
28,5203160802,nicoh22 (1/3),0,109.7,1B Luis Garcia Jr. 2B Jose Tena 3B Luis Rengifo C Keibert Ruiz OF James Wood OF Tyler Soderstrom OF Heliot Ramos P Roki Sasaki P Rhett Lowder SS CJ Abrams,,Eugenio Suarez,3B,12.71%,2
29,5203506316,tmoney88 (3/3),0,109.4,1B Matt Olson 2B Ozzie Albies 3B Weston Wilson C Cal Raleigh OF James Wood OF Ronald Acuna Jr. OF Mike Yastrzemski P Eury Perez P Robbie Ray SS Jim Jarvis,,JP Sears,P,12.71%,0.85
30,5203606825,doughboys123,0,108.85,1B Willson Contreras 2B Brandon Lowe 3B Nick Gonzales C Tyler Stephenson OF Bryan Reynolds OF Jake Mangum OF Jhostynxon Garcia P Eury Perez P Sonny Gray SS Mookie Betts,,Bryan Reynolds,OF,12.71%,0
31,5203470833,willymoneymaker,0,106.7,1B Ryan O'Hearn 2B Brandon Lowe 3B Eugenio Suarez C Tyler Stephenson OF Bryan Reynolds OF Jake Mangum OF JJ Bleday P Eury Perez P Roki Sasaki SS Elly De La Cruz,,Endy Rodriguez,C,11.86%,15
32,5203506314,tmoney88 (1/3),0,106.35,1B Willson Contreras 2B Ozzie Albies 3B Caleb Durbin C Connor Wong OF Wilyer Abreu OF Michael Harris II OF Ceddanne Rafaela P Nolan McLean P Robbie Ray SS Jim Jarvis,,CJ Abrams,SS,11.02%,0
33,5203506315,tmoney88 (2/3),0,105.7,1B Willson Contreras 2B Anthony Seigler 3B Caleb Durbin C Connor Wong OF Fernando Tatis Jr. OF Daylen Lile OF Masataka Yoshida P Eury Perez P Roki Sasaki SS CJ Abrams,,Ryan O'Hearn,1B,11.02%,0
34,5203668738,frasig,0,105.65,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C Tyler Stephenson OF Wilyer Abreu OF Tyler Soderstrom OF Jarren Duran P Nolan McLean P Roki Sasaki SS Andruw Monasterio,,James Wood,OF,10.17%,13
35,5203454144,Theo2020 (1/3),0,105.049995,1B Nathaniel Lowe 2B Nick Gonzales 3B Max Muncy C Daniel Susac OF James Wood OF Bryan Reynolds OF Griffin Conine P Roki Sasaki P JP Sears SS Elly De La Cruz,,Robbie Ray,P,10.17%,23.9
36,5203650046,BucNeaR (2/3),0,103.7,1B Freddie Freeman 2B Anthony Seigler 3B Caleb Durbin C Dalton Rushing OF Andy Pages OF Wilyer Abreu OF Masataka Yoshida P Eury Perez P Roki Sasaki SS Andruw Monasterio,,Luis Garcia Jr.,1B,9.32%,29
37,5203679623,fortun8 (1/3),0,103.35,1B Ryan O'Hearn 2B Brandon Lowe 3B Nick Gonzales C Endy Rodriguez OF Michael Harris II OF Esmerlyn Valdez OF Mike Yastrzemski P Nolan McLean P Robbie Ray SS Jim Jarvis,,Ty France,1B,9.32%,4
38,5203322935,GQ1NYC (2/3),0,102.95,1B Luis Garcia Jr. 2B Tommy Edman 3B Caleb Durbin C Cal Raleigh OF Wilyer Abreu OF Jarren Duran OF Masataka Yoshida P Nolan McLean P Eury Perez SS Andruw Monasterio,,Dominic Canzone,OF,9.32%,4
