Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5203610367,hcnpower,0,130.35,1B Nathaniel Lowe 2B Luis Arraez 3B Sal Stewart C Tyler Stephenson OF Andy Pages OF Ceddanne Rafaela OF JJ Bleday P Nolan McLean P Robbie Ray SS Elly De La Cruz,,Nolan McLean,P,73.91%,17.45
2,5203572824,Nbot11,0,120.95,1B Willson Contreras 2B Anthony Seigler 3B Eugenio Suarez C Cal Raleigh OF Ceddanne Rafaela OF Jarren Duran OF Masataka Yoshida P Nolan McLean P Eury Perez SS Elly De La Cruz,,Roki Sasaki,P,52.17%,21.2
3,5203567779,brown1975,0,120.8,1B Willson Contreras 2B Anthony Seigler 3B Max Muncy C Connor Wong OF Wilyer Abreu OF Ceddanne Rafaela OF Daylen Lile P Nolan McLean P Sonny Gray SS Jacob Gonzalez,,Drake Baldwin,C,34.78%,4
4,5203597297,meyers2305,0,119.7,1B Kyle Stowers 2B Xavier Edwards 3B Max Muncy C Liam Hicks OF Kyle Tucker OF Daylen Lile OF Jakob Marsee P Eury Perez P Roki Sasaki SS Otto Lopez,,Anthony Seigler,2B,30.43%,5
5,5203592943,A_playa_named_gus,0,118.35,1B Nathaniel Lowe 2B Brandon Lowe 3B Eugenio Suarez C Tyler Stephenson OF Bryan Reynolds OF Esmerlyn Valdez OF Jake Mangum P Nolan McLean P Robbie Ray SS Elly De La Cruz,,Masataka Yoshida,OF,30.43%,3
6,5203588514,nbarcenas,0,112.8,1B Nathaniel Lowe 2B Brandon Lowe 3B Brett Baty C Daniel Susac OF Bryan Reynolds OF Julio Rodriguez OF Jake Mangum P Nolan McLean P Sonny Gray SS Elly De La Cruz,,Eury Perez,P,26.09%,20.5
7,5203637089,twooge74,0,111.65,1B Freddie Freeman 2B Anthony Seigler 3B Sal Stewart C Endy Rodriguez OF Wilyer Abreu OF Ceddanne Rafaela OF Masataka Yoshida P Nolan McLean P Roki Sasaki SS Andruw Monasterio,,Sonny Gray,P,26.09%,16.35
8,5203524045,jc000000,0,110.1,1B Ryan O'Hearn 2B Anthony Seigler 3B Max Muncy C Jonah Heim OF Wilyer Abreu OF Michael Harris II OF Masataka Yoshida P Robbie Ray P Roki Sasaki SS Elly De La Cruz,,Max Muncy,3B,26.09%,0
9,5203532466,tmoney88,0,105.7,1B Willson Contreras 2B Anthony Seigler 3B Caleb Durbin C Connor Wong OF Fernando Tatis Jr. OF Daylen Lile OF Masataka Yoshida P Eury Perez P Roki Sasaki SS CJ Abrams,,Ceddanne Rafaela,OF,26.09%,17
10,5203619911,seth1374,0,103.7,1B Freddie Freeman 2B Donovan Walton 3B Max Muncy C Jonah Heim OF Tommy Edman OF Kyle Tucker OF Teoscar Hernandez P Eury Perez P Roki Sasaki SS Jacob Wilson,,CJ Abrams,SS,21.74%,0
11,5203575456,iamtheky,0,102.95,1B Willson Contreras 2B Brandon Lowe 3B Caleb Durbin C Drake Baldwin OF Jarren Duran OF Lawrence Butler OF Masataka Yoshida P Nolan McLean P Eury Perez SS Matt McLain,,Elly De La Cruz,SS,21.74%,33
12,5203615063,pgk8,0,94.65,1B Matt Olson 2B Jeff McNeil 3B Caleb Durbin C Drake Baldwin OF Ronald Acuna Jr. OF Ceddanne Rafaela OF Masataka Yoshida P Nolan McLean P Roki Sasaki SS Andruw Monasterio,,Willson Contreras,1B,17.39%,19
13,5203610801,Jackie2424,0,88.05,1B Luis Garcia Jr. 2B Anthony Seigler 3B Tommy White C Drake Baldwin OF Michael Harris II OF Dylan Crews OF Daylen Lile P Roki Sasaki P JP Sears SS CJ Abrams,,Matt Olson,1B,17.39%,0
14,5203560405,relevanthought,0,80.65,1B Nathaniel Lowe 2B Nasim Nunez 3B Eugenio Suarez C Tyler Stephenson OF James Wood OF A.J. Ewing OF JJ Bleday P Nolan McLean P Roki Sasaki SS CJ Abrams,,Michael Harris II,OF,17.39%,0
15,5203624979,MiamiSKC,0,77.8,1B Matt Olson 2B Cole Young 3B Weston Wilson C Drake Baldwin OF Ronald Acuna Jr. OF Michael Harris II OF Dominic Canzone P Nolan McLean P Sonny Gray SS Colt Emerson,,Esmerlyn Valdez,OF,17.39%,5
16,5203601713,trent.adams23,0,76.65,1B Matt Olson 2B Ozzie Albies 3B Max Muncy C Endy Rodriguez OF Kyle Tucker OF Marcell Ozuna OF Luke Raley P Nolan McLean P Roki Sasaki SS Francisco Lindor,,Daylen Lile,OF,17.39%,28
