Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5203457013,sirleged7777,0,150.7,1B Willson Contreras 2B Anthony Seigler 3B Sal Stewart C Tyler Stephenson OF Wilyer Abreu OF Ceddanne Rafaela OF Masataka Yoshida P Eury Perez P Roki Sasaki SS Elly De La Cruz,,Nolan McLean,P,61.24%,17.45
2,5203725002,jdub.14 (2/5),0,144.65,1B Willson Contreras 2B Anthony Seigler 3B Caleb Durbin C Tyler Stephenson OF Wilyer Abreu OF Ceddanne Rafaela OF Jake Mangum P Nolan McLean P Roki Sasaki SS Elly De La Cruz,,Eury Perez,P,38.20%,20.5
3,5203444582,Wanna_Square_Up1567 (4/5),0,140.5,1B Luis Garcia Jr. 2B Anthony Seigler 3B Caleb Durbin C Connor Wong OF Ronald Acuna Jr. OF Ceddanne Rafaela OF Daylen Lile P Nolan McLean P Bryan Woo SS Andruw Monasterio,,Matt Olson,1B,28.09%,0
4,5203680368,Paulo21613 (5/5),0,138.4,1B Willson Contreras 2B Anthony Seigler 3B Eugenio Suarez C Connor Wong OF Wilyer Abreu OF Ceddanne Rafaela OF JJ Bleday P Eury Perez P Robbie Ray SS Elly De La Cruz,,Drake Baldwin,C,26.40%,4
5,5203666397,imadeit110 (2/5),0,137.65,1B Willson Contreras 2B Matt McLain 3B Eugenio Suarez C Tyler Stephenson OF Wilyer Abreu OF Ceddanne Rafaela OF Jarren Duran P Nolan McLean P Roki Sasaki SS Elly De La Cruz,,Caleb Durbin,3B,24.72%,4
6,5203698910,sh-13,0,134.95,1B Willson Contreras 2B Anthony Seigler 3B Sal Stewart C Tyler Stephenson OF Ceddanne Rafaela OF JJ Bleday OF Masataka Yoshida P Nolan McLean P Eury Perez SS Elly De La Cruz,,Sonny Gray,P,23.03%,16.35
7,5203345639,jokerdpo (2/2),0,134.7,1B Luis Garcia Jr. 2B Matt McLain 3B Eugenio Suarez C Tyler Stephenson OF James Wood OF Dylan Crews OF JJ Bleday P Eury Perez P Roki Sasaki SS Elly De La Cruz,,Roki Sasaki,P,23.03%,21.2
8,5203706542,JohnFR,0,133.95,1B Matt Olson 2B Anthony Seigler 3B Caleb Durbin C Tyler Stephenson OF Ronald Acuna Jr. OF Wilyer Abreu OF Ceddanne Rafaela P Nolan McLean P Rhett Lowder SS Elly De La Cruz,,Ceddanne Rafaela,OF,21.91%,17
9,5203648659,gitsum40 (1/3),0,133.4,1B Willson Contreras 2B Nick Gonzales 3B Eugenio Suarez C Endy Rodriguez OF Esmerlyn Valdez OF JJ Bleday OF Masataka Yoshida P Eury Perez P Robbie Ray SS Elly De La Cruz,,Anthony Seigler,2B,21.91%,5
10,5203227288,JPLMessy,0,132.65,1B Nathaniel Lowe 2B Jose Tena 3B Eugenio Suarez C Tyler Stephenson OF James Wood OF Ronald Acuna Jr. OF JJ Bleday P Nolan McLean P Roki Sasaki SS Elly De La Cruz,,Elly De La Cruz,SS,20.22%,33
11,5203765985,Kgoneau (2/5),0,131.55,1B Bryce Eldridge 2B Cole Young 3B Sal Stewart C Cal Raleigh OF Randy Arozarena OF Julio Rodriguez OF Heliot Ramos P Sonny Gray P Roki Sasaki SS Elly De La Cruz,,Tyler Stephenson,C,20.22%,9
12,5203160812,nicoh22 (4/5),0,130.95,1B Luis Garcia Jr. 2B Jeff McNeil 3B Jorbit Vivas C Jonah Heim OF James Wood OF Tyler Soderstrom OF Daylen Lile P Nolan McLean P Eury Perez SS Jacob Wilson,,Andruw Monasterio,SS,19.66%,7
13,5203680949,SailorPerry,0,130.8,1B Willson Contreras 2B Anthony Seigler 3B Sal Stewart C Tyler Stephenson OF Wilyer Abreu OF Jake Mangum OF Jhostynxon Garcia P Nolan McLean P Sonny Gray SS Elly De La Cruz,,Michael Harris II,OF,19.10%,0
14,5203516619,hcnpower (1/2),0,130.35,1B Nathaniel Lowe 2B Luis Arraez 3B Sal Stewart C Tyler Stephenson OF Andy Pages OF Ceddanne Rafaela OF JJ Bleday P Nolan McLean P Robbie Ray SS Elly De La Cruz,,Wilyer Abreu,OF,18.54%,14
15,5203725003,jdub.14 (3/5),0,128.65,1B Willson Contreras 2B Anthony Seigler 3B Bo Bichette C Endy Rodriguez OF Wilyer Abreu OF Ceddanne Rafaela OF Masataka Yoshida P Nolan McLean P Roki Sasaki SS Francisco Lindor,,JJ Bleday,OF,17.98%,2
16,5203222412,dabouch1988 (1/3),0,127.95,1B Willson Contreras 2B Anthony Seigler 3B Caleb Durbin C Tyler Stephenson OF Michael Harris II OF Ceddanne Rafaela OF Masataka Yoshida P Nolan McLean P Eury Perez SS Elly De La Cruz,,Willson Contreras,1B,17.98%,19
